"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"2217","m.6724",676,24,30,11,12,15,7,9,9,21,20,-4.788,-2.4795,0.999128,0.991709,0.758103,"P40939","Trifunctional enzyme subunit alpha mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2                           "
"2218","m.673",891,0,0,1,0,2,0,0,1,1,0,-6.386,-2.9603,0.899722,0.983399,0.595548,NA,NA
"2219","m.6735",993,0,1,0,0,2,0,0,1,1,0,-9.386,-3.9551,0.353338,0.92425,0.131378,"Q8CGF7","Transcription elongation regulator 1 OS=Mus musculus GN=Tcerg1 PE=1 SV=2                   "
"2220","m.6750",260,9,10,7,7,9,2,7,8,10,9,-7.204,-1.6218,0.999992,0.969117,0.860742,"P46209","Protein usf OS=Aquifex pyrophilus GN=usf PE=4 SV=1                     "
"2221","m.6751",684,2,3,0,0,1,1,1,0,2,2,-7.398,-2.1327,0.99832,0.987636,0.82046,"Q8N1V2","WD repeat-containing protein 16 OS=Homo sapiens GN=WDR16 PE=1 SV=3                   "
"2222","m.6756",433,1,1,0,0,1,0,0,0,0,0,-5.792,-2.5097,0.997917,0.991916,0.750557,"P69526","Transmembrane protease serine 9 OS=Rattus norvegicus GN=Tmprss9 PE=3 SV=1                   "
"2223","m.6764",636,5,4,2,3,5,1,4,3,5,4,-4.413,-2.1355,0.998308,0.987681,0.820105,NA,NA
"2224","m.6777",271,2,4,2,1,3,0,2,2,2,2,-7.686,-3.4527,0.697593,0.954904,0.355342,"B1H267","Sorting nexin-5 OS=Rattus norvegicus GN=Snx5 PE=1 SV=1                     "
"2225","m.6781",483,1,1,0,1,1,1,0,1,1,1,-7.202,-2.8819,0.92544,0.98669,0.627763,"P97742","Carnitine O-palmitoyltransferase 1 liver isoform OS=Mus musculus GN=Cpt1a PE=1 SV=4                           "
"2226","m.6795",338,3,4,2,0,3,1,3,2,3,3,-6.837,-2.6155,0.988369,0.992101,0.721134,"P27653","C-1-tetrahydrofolate synthase cytoplasmic OS=Rattus norvegicus GN=Mthfd1 PE=1 SV=3                           "
"2227","m.681",2015,93,87,74,87,73,41,76,91,73,76,-2.452,-2.6951,0.97497,0.991465,0.696005,"P21333","Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4                      "
"2228","m.6816",173,3,4,0,1,2,0,1,0,1,2,-5.427,-1.8916,0.998053,0.982039,0.844722,"Q6AZW2","Alcohol dehydrogenase [NADP(+)] A OS=Danio rerio GN=akr1a1a PE=2 SV=2                   "
"2229","m.6822",465,3,3,1,2,2,2,1,2,2,3,-6.878,-2.7652,0.958943,0.990223,0.671862,"P51464","Argininosuccinate lyase OS=Lithobates catesbeiana GN=ASL PE=3 SV=1                     "
"2230","m.6835",423,2,4,1,1,3,0,2,3,3,3,-5.563,-2.1022,0.998505,0.987116,0.824207,"Q9UJZ1","Stomatin-like protein 2 mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1                           "
"2231","m.6844",389,13,9,4,8,14,7,7,12,11,17,-6.711,-2.7448,0.963983,0.990653,0.679076,"Q09694","Saccharopine dehydrogenase [NAD(+) L-lysine-forming] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=lys3 PE=1 SV=2                           "
"2232","m.6864",607,0,1,0,3,1,1,1,1,1,3,-8.437,-2.4597,0.999626,0.991549,0.762846,"Q5VYJ5","MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3               "
"2233","m.6865",1038,1,2,0,2,3,1,1,1,2,4,-7.567,-2.0873,0.998582,0.986844,0.825959,NA,NA
"2234","m.6868",946,10,13,7,8,7,4,6,7,11,10,-3.78,-2.0426,0.998811,0.985949,0.830919,"P18484","AP-2 complex subunit alpha-2 OS=Rattus norvegicus GN=Ap2a2 PE=1 SV=3                   "
"2235","m.6883",567,15,17,8,12,12,6,9,10,12,12,-4.493,-3.2672,0.784211,0.966315,0.451591,"Q63150","Dihydropyrimidinase OS=Rattus norvegicus GN=Dpys PE=1 SV=2                      "
"2236","m.6915",184,2,2,0,0,1,0,0,0,1,1,-7.679,-2.9264,0.911083,0.984902,0.609726,"Q6AX44","Fibrinogen C domain-containing protein 1-A OS=Xenopus laevis GN=fibcd1-a PE=2 SV=1                  "
"2237","m.6936",1201,0,0,0,0,0,0,0,0,1,0,-7.984,-2.9209,0.912881,0.985135,0.61199,"O93309","Structural maintenance of chromosomes protein 3 OS=Xenopus laevis GN=smc3 PE=1 SV=2                 "
"2238","m.694",857,4,5,3,6,7,2,3,2,4,3,-6.698,-4.6514,0.083608,0.89936,0.011188,"Q5U231","Zinc finger RNA-binding protein OS=Xenopus tropicalis GN=zfr PE=2 SV=1                   "
"2239","m.6949",182,1,1,0,0,1,1,1,3,3,3,-8.326,-2.2852,0.998828,0.989702,0.798018,"Q9D1I5","Methylmalonyl-CoA epimerase mitochondrial OS=Mus musculus GN=Mcee PE=1 SV=1                           "
"2240","m.6956",142,0,0,0,0,1,0,0,0,0,0,-5.818,-2.4775,0.999194,0.991694,0.75859,"Q504A5","Probable thiopurine S-methyltransferase OS=Danio rerio GN=tpmt PE=2 SV=1                    "
"2241","m.6968",331,0,1,0,0,1,0,0,0,0,0,-7.651,-2.8986,0.920124,0.986045,0.621071,"P27694","Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2                "
"2242","m.697",208,3,4,2,4,3,3,2,1,4,4,-2.429,-0.976,0.999928,0.819031,0.874779,"O35587","Transmembrane protein Tmp21 OS=Mesocricetus auratus GN=TMED10 PE=1 SV=1                    "
"2243","m.6975",388,2,2,1,1,3,1,1,2,2,2,-5.884,-1.9998,0.998856,0.984979,0.835274,"Q9JIH2","Nuclear pore complex protein Nup50 OS=Mus musculus GN=Nup50 PE=1 SV=3                  "
"2244","m.6977",342,5,4,1,2,2,1,1,0,3,5,-6.804,-2.4922,0.998675,0.991802,0.754976,"Q6DKC0","Erlin-2-B OS=Xenopus laevis GN=erlin2-b PE=2 SV=1                      "
"2245","m.698",256,0,2,0,0,1,1,1,0,1,1,-5.879,-2.274,0.998696,0.989569,0.799901,"Q9D1J3","SAP domain-containing ribonucleoprotein OS=Mus musculus GN=Sarnp PE=2 SV=3                    "
"2246","m.6987",527,0,2,1,1,0,0,0,0,1,1,-6.953,-2.5478,0.995487,0.992092,0.740495,"O60941","Dystrobrevin beta OS=Homo sapiens GN=DTNB PE=1 SV=1                     "
"2247","m.6990",479,4,5,4,3,4,2,4,4,4,2,-6.823,-2.2469,0.998395,0.989239,0.804292,"Q4R6V2","T-complex protein 1 subunit epsilon OS=Macaca fascicularis GN=CCT5 PE=2 SV=1                  "
"2248","m.6992",516,0,1,0,0,1,0,0,0,0,1,-8.36,-3.0122,0.881743,0.980891,0.573127,"Q91309","6-phosphofructo-2-kinase/fructose-26-bisphosphatase OS=Lithobates catesbeiana PE=2 SV=1                           "
"2249","m.6999",171,1,2,0,1,2,1,1,1,2,1,-8.274,-3.2197,0.803695,0.969198,0.475486,"Q32LE3","Centrin-1 OS=Bos taurus GN=CETN1 PE=2 SV=1                      "
"2250","m.70",207,3,5,2,2,2,1,2,2,3,4,-8.906,-4.3169,0.184422,0.907509,0.044556,"O47496","Cytochrome c oxidase subunit 2 OS=Metridium senile GN=COII PE=3 SV=1                  "
"2251","m.7005",1086,53,54,18,24,34,14,22,28,42,39,-6.604,-6.417,2e-06,0.882218,0,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"2252","m.7032",375,1,1,1,0,0,0,1,2,1,0,-5.299,-1.6196,0.999993,0.968958,0.860838,"Q9Y5K3","Choline-phosphate cytidylyltransferase B OS=Homo sapiens GN=PCYT1B PE=1 SV=1                    "
"2253","m.7051",436,8,11,4,4,8,2,5,5,8,6,-7.532,-3.4525,0.697699,0.954917,0.355447,"P13595","Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 PE=1 SV=3                  "
"2254","m.707",329,1,3,2,1,2,0,1,1,2,1,-6.216,-2.4613,0.999588,0.991563,0.762469,"P43307","Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3                   "
"2255","m.7089",188,0,0,0,0,1,0,0,0,0,0,-5.289,-2.2025,0.99817,0.988666,0.811006,"Q5XIU9","Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=2 SV=1                  "
"2256","m.7090",348,1,0,0,0,0,3,0,0,0,0,-8.818,-3.3702,0.738698,0.959988,0.398475,"Q5R5W2","TAR DNA-binding protein 43 OS=Pongo abelii GN=TARDBP PE=2 SV=1                   "
"2257","m.7103",496,1,3,0,1,1,0,1,1,2,2,-6.083,-2.1094,0.998447,0.987243,0.823342,"P47788","Thimet oligopeptidase OS=Sus scrofa GN=THOP1 PE=2 SV=2                     "
"2258","m.7107",168,0,1,0,0,1,0,0,1,0,1,-8.102,-3.9118,0.382052,0.926774,0.146061,NA,NA
"2259","m.711",289,3,2,0,1,0,0,0,1,0,1,-8.078,-3.5001,0.671512,0.951988,0.33067,"P40313","Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1                    "
"2260","m.7111",267,1,2,1,1,2,0,1,2,2,1,-5.819,-1.6948,1,0.97383,0.857267,"Q502L2","Serine/threonine-protein phosphatase PGAM5 mitochondrial OS=Danio rerio GN=pgam5 PE=2 SV=2                           "
"2261","m.7115",1367,9,7,2,2,8,2,4,4,7,10,-7.907,-3.7635,0.490868,0.935771,0.203872,"Q5VZK9","Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1                   "
"2262","m.7131",978,4,5,2,2,4,4,3,4,5,4,-4.195,-2.1736,0.998163,0.988262,0.815075,"O00468","Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5                      "
"2263","m.7138",221,1,0,1,2,1,1,1,1,0,0,-5.618,-2.8629,0.931348,0.987384,0.635263,"Q90YM8","Cytoplasmic FMR1-interacting protein 1 homolog OS=Danio rerio GN=cyfip1 PE=2 SV=1                  "
"2264","m.7140",275,13,11,7,8,6,5,8,7,11,8,-5.058,-1.6221,0.999993,0.969138,0.860729,NA,NA
"2265","m.7154",627,0,0,0,0,1,1,1,1,0,1,-7.275,-2.4395,0.999931,0.991369,0.76752,"P0C6P5","Rho guanine nucleotide exchange factor 28 OS=Rattus norvegicus GN=Arhgef28 PE=1 SV=1                 "
"2266","m.7159",1549,3,3,0,0,1,1,2,2,2,4,-8.749,-3.3057,0.767801,0.963958,0.431909,"Q5GN48","Dystrophin OS=Sus scrofa GN=DMD PE=1 SV=1                      "
"2267","m.720",102,1,1,1,0,1,0,1,1,1,1,-8.416,-3.4065,0.721212,0.95775,0.379508,"Q32P85","Dynein light chain roadblock-type 2 OS=Bos taurus GN=DYNLRB2 PE=3 SV=1                  "
"2268","m.7201",1122,0,1,0,0,0,0,1,0,0,1,-10.038,-2.9744,0.894894,0.982741,0.589542,"A0JP86","Laminin subunit gamma-1 OS=Xenopus tropicalis GN=lamc1 PE=2 SV=1                    "
"2269","m.7206",974,4,6,4,4,4,3,3,5,6,6,-6.041,-2.8411,0.937935,0.988126,0.643717,"Q8BHN3","Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab PE=1 SV=1                    "
"2270","m.7209",320,6,5,4,5,6,2,3,2,4,6,-2.299,-1.313,0.999962,0.932022,0.870308,"Q9ERI6","Retinol dehydrogenase 14 OS=Mus musculus GN=Rdh14 PE=2 SV=1                    "
"2271","m.721",1283,1,2,1,1,0,0,1,2,2,1,-8.813,-2.7792,0.95532,0.989894,0.666824,"Q9Y2E4","Disco-interacting protein 2 homolog C OS=Homo sapiens GN=DIP2C PE=2 SV=2                  "
"2272","m.7210",168,1,1,0,0,1,0,0,0,1,1,-5.986,-2.3983,1,0.990964,0.776543,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"2273","m.7211",854,2,1,1,3,2,0,2,1,2,2,-7.978,-3.4124,0.7183,0.957387,0.376421,"Q9Z1G4","V-type proton ATPase 116 kDa subunit a isoform 1 OS=Mus musculus GN=Atp6v0a1 PE=1 SV=3              "
"2274","m.7240",672,1,4,1,2,2,0,2,1,2,2,-6.566,-2.5843,0.992129,0.992152,0.730291,"O75923","Dysferlin OS=Homo sapiens GN=DYSF PE=1 SV=1                      "
"2275","m.7242",348,0,2,1,1,2,0,0,0,1,1,-8.49,-3.148,0.831812,0.973451,0.510569,NA,NA
"2276","m.725",200,1,1,0,0,1,0,0,0,0,0,-6.082,-2.0917,0.998571,0.986926,0.825447,"Q2KID4","Dynein light chain 1 axonemal OS=Bos taurus GN=DNAL1 PE=2 SV=1                           "
"2277","m.7262",373,14,16,11,13,13,8,13,16,13,15,-4.362,-1.0531,0.999913,0.856028,0.874108,"O97490","Melanotransferrin OS=Oryctolagus cuniculus GN=Mfi2 PE=2 SV=1                      "
"2278","m.7273",883,0,0,1,1,2,0,1,1,0,2,-9.29,-4.1644,0.242406,0.913453,0.073746,"Q60769","Tumor necrosis factor alpha-induced protein 3 OS=Mus musculus GN=Tnfaip3 PE=1 SV=2                 "
"2279","m.7285",870,1,1,1,0,1,2,1,1,1,0,-7.464,-2.795,0.951087,0.989491,0.661054,"O35867","Neurabin-1 OS=Rattus norvegicus GN=Ppp1r9a PE=1 SV=1                      "
"2280","m.7288",361,11,13,3,6,7,2,5,8,11,9,-3.484,-1.3604,0.99998,0.940292,0.869272,"Q9D051","Pyruvate dehydrogenase E1 component subunit beta mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1                           "
"2281","m.7296",413,42,43,27,33,36,24,31,38,31,42,-8.02,-10.0917,0,0.875072,0,"P26043","Radixin OS=Mus musculus GN=Rdx PE=1 SV=3                      "
"2282","m.7297",100,9,8,7,8,6,6,8,10,9,7,-2.98,-1.5392,0.999992,0.962377,0.864034,"P31976","Ezrin OS=Bos taurus GN=EZR PE=1 SV=2                      "
"2283","m.7304",285,0,0,0,1,0,0,0,0,1,1,-7.144,-2.6342,0.985708,0.99202,0.715456,NA,NA
"2284","m.7317",1692,0,0,1,0,0,0,0,0,0,0,-9.613,-2.6108,0.988974,0.992115,0.722539,"Q6NTV6","Inverted formin-2 OS=Xenopus laevis GN=inf2 PE=2 SV=1                     "
"2285","m.733",773,9,12,3,6,4,2,5,3,11,8,-3.805,-1.5159,0.999983,0.960148,0.864853,"P47897","Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1                     "
"2286","m.7341",237,4,3,3,2,4,3,3,2,3,3,-4.753,-2.2135,0.998201,0.988812,0.809396,"Q17QU4","Ras-related protein Rab-39B OS=Bos taurus GN=RAB39B PE=2 SV=1                    "
"2287","m.7348",315,16,17,10,15,14,8,12,12,11,10,-4.738,-2.206,0.998183,0.988713,0.810497,"P57999","Zonadhesin (Fragment) OS=Oryctolagus cuniculus GN=ZAN PE=2 SV=2                     "
"2288","m.7362",351,0,1,0,0,0,0,0,0,1,0,-8.322,-3.4109,0.719038,0.957479,0.377206,"O62760","Cholinesterase OS=Felis catus GN=BCHE PE=2 SV=1                      "
"2289","m.7372",521,0,0,1,1,1,1,0,0,1,0,-6.924,-2.9485,0.903715,0.983935,0.600525,"Q4R4T9","Ran-binding protein 3 OS=Macaca fascicularis GN=RANBP3 PE=2 SV=1                    "
"2290","m.7374",436,5,6,4,6,6,1,3,4,6,3,-6.226,-2.3283,0.999401,0.990201,0.790377,"Q3SZ71","Mitochondrial-processing peptidase subunit beta OS=Bos taurus GN=PMPCB PE=2 SV=1                   "
"2291","m.7375",539,1,2,0,1,1,0,0,0,0,1,-7.545,-3.0125,0.881637,0.980876,0.572995,"A6NMZ7","Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2                    "
"2292","m.738",140,18,19,7,8,9,4,7,9,13,14,-1.573,-0.8606,0.999875,0.746419,0.875518,"P18321","Profilin OS=Clypeaster japonicus PE=1 SV=2                       "
"2293","m.7382",319,0,0,2,6,1,1,4,4,0,1,-4.273,-2.1458,0.99826,0.987845,0.818781,"3272870","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g99081 PE=4 SV=1                    "
"2294","m.739",482,0,1,0,0,0,0,0,0,0,0,-7.418,-2.6896,0.976077,0.991535,0.697821,"P83852","Carboxypeptidase D (Fragment) OS=Lophonetta specularioides GN=CPD PE=1 SV=1                    "
"2295","m.7404",524,104,105,99,120,106,70,98,121,119,107,-1.774,-3.2881,0.775376,0.965037,0.440937,"Q17770","Protein disulfide-isomerase 2 OS=Caenorhabditis elegans GN=pdi-2 PE=1 SV=1                    "
"2296","m.7426",502,30,29,17,22,30,15,16,18,34,29,-4.546,-3.5476,0.643261,0.949068,0.306248,"O60749","Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2                     "
"2297","m.7437",674,9,10,7,8,9,4,5,7,10,8,-7.626,-2.1888,0.998167,0.988478,0.812963,NA,NA
"2298","m.745",243,11,12,5,10,12,5,9,10,11,12,-3.79,-2.4704,0.999378,0.991638,0.760303,"Q9VIM5","Actin-related protein 3-Feb complex subunit 2 OS=Drosophila melanogaster GN=Arpc2 PE=2 SV=2                 "
"2299","m.7457",110,9,11,6,7,8,4,5,8,8,6,-4.053,-1.6941,1,0.97379,0.857303,"Q9UMY4","Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3                     "
"2300","m.7461",430,13,14,7,11,9,5,8,13,14,15,-2.694,-1.3017,0.999957,0.929858,0.870536,"Q7SX99","Fumarate hydratase mitochondrial OS=Danio rerio GN=fh PE=2 SV=1                           "
"2301","m.7469",537,1,4,3,1,3,3,2,2,5,4,-7.054,-3.0926,0.852667,0.97661,0.536743,"Q61127","NGFI-A-binding protein 2 OS=Mus musculus GN=Nab2 PE=1 SV=2                    "
"2302","m.7470",329,1,1,0,0,1,0,0,0,0,1,-4.839,-1.4972,0.999995,0.958239,0.865478,"Q92890","Ubiquitin fusion degradation protein 1 homolog OS=Homo sapiens GN=UFD1L PE=1 SV=3                 "
"2303","m.7487",461,0,1,0,0,0,0,0,0,0,0,-6.978,-2.1431,0.998268,0.987802,0.819131,"O54748","Serine/threonine-protein kinase 3 OS=Rattus norvegicus GN=Stk3 PE=1 SV=1                    "
"2304","m.750",800,2,1,0,1,0,0,0,0,0,2,-7.313,-3.3689,0.739302,0.960068,0.399153,"Q8N0W3","L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2                     "
"2305","m.7509",441,6,9,1,2,2,1,1,1,4,2,-5.542,-1.6846,0.999999,0.973231,0.857788,"B5FXE5","Apoptosis-inducing factor 2 OS=Taeniopygia guttata GN=AIFM2 PE=2 SV=1                    "
"2306","m.7527",791,5,4,0,1,4,1,0,1,3,3,-8.35,-3.6571,0.570018,0.942332,0.252098,"Q96AY4","Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4                   "
"2307","m.753",343,4,4,4,3,4,2,3,5,4,5,-4.823,-2.9539,0.901885,0.983691,0.598253,"Q90XD2","Agmatinase mitochondrial OS=Gallus gallus GN=AGMAT PE=2 SV=1                           "
"2308","m.755",538,1,1,0,0,2,0,0,0,2,1,-8.807,-3.0224,0.878134,0.980373,0.568621,"Q8C854","Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=1                   "
"2309","m.7552",386,1,1,0,0,1,1,1,0,1,1,-7.218,-3.1823,0.818533,0.971435,0.493946,"Q803I2","Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Danio rerio GN=ergic3 PE=2 SV=1                 "
"2310","m.7561",417,4,4,2,2,4,0,1,1,3,3,-4.978,-1.653,0.999995,0.971257,0.859327,"Q2HJF7","Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Bos taurus GN=CAMK2D PE=2 SV=1                "
"2311","m.7582",540,3,3,1,3,5,3,1,4,3,4,-6.823,-2.6518,0.982929,0.991907,0.709985,"Q6R748","Syntaxin-binding protein 1 OS=Gallus gallus GN=STXBP1 PE=2 SV=1                    "
"2312","m.7588",415,1,3,1,1,1,1,1,2,1,2,-6.809,-2.5427,0.995882,0.992075,0.741877,"P48052","Carboxypeptidase A2 OS=Homo sapiens GN=CPA2 PE=1 SV=3                     "
"2313","m.7592",467,10,14,6,9,7,5,9,8,11,12,-8.059,-2.3818,0.999999,0.990791,0.77997,"O97578","Dipeptidyl peptidase 1 (Fragment) OS=Canis familiaris GN=CTSC PE=1 SV=1                   "
"2314","m.7593",596,1,4,3,3,4,1,3,3,3,3,-8.025,-3.0403,0.87174,0.979444,0.560635,"O60504","Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2                      "
"2315","m.7595",1291,58,64,29,41,44,29,35,44,43,45,-3.426,-5.1985,0.005845,0.891731,0.000615,"Q5TZA2","Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1                      "
"2316","m.760",542,7,7,3,7,6,3,3,3,5,6,-7.973,-3.7078,0.532885,0.939206,0.228482,NA,NA
"2317","m.7600",469,1,1,0,0,1,0,0,0,1,1,-8.423,-2.2065,0.998188,0.98872,0.810424,"Q8BWQ6","UPF0505 protein C16orf62 homolog OS=Mus musculus PE=2 SV=2                    "
"2318","m.7628",331,0,0,0,0,1,0,0,0,1,0,-7.66,-2.3378,0.999528,0.990308,0.788605,"3280532","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g52158 PE=4 SV=1                    "
"2319","m.7630",342,1,0,0,1,0,0,0,1,0,1,-7.454,-2.8784,0.926528,0.986821,0.629153,"A4IG61","Mitochondrial dynamics protein MID51 OS=Danio rerio GN=mief1 PE=2 SV=1                   "
"2320","m.7637",482,7,5,4,5,8,4,5,4,8,6,-5.185,-2.6965,0.974684,0.991447,0.695541,"Q9HU55","Glutaredoxin OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=grx PE=3 SV=1         "
"2321","m.7644",222,0,1,0,0,0,0,0,0,0,0,-7.784,-2.4575,0.999681,0.99153,0.763364,"Q15020","Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1               "
"2322","m.7647",1472,3,5,3,4,4,2,2,4,4,3,-5.511,-2.5749,0.993098,0.992148,0.732972,"P23468","Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2                   "
"2323","m.765",688,1,2,1,1,4,2,1,1,2,4,-6.141,-2.2344,0.998316,0.989082,0.806241,"Q8CHN8","Mannan-binding lectin serine protease 1 OS=Rattus norvegicus GN=Masp1 PE=1 SV=2                  "
"2324","m.7658",726,0,0,0,1,1,0,0,1,0,0,-7.049,-2.7601,0.960217,0.990336,0.673679,"O75165","DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5                 "
"2325","m.7660",262,0,0,0,0,1,0,1,0,1,0,-7.113,-2.5326,0.996586,0.992034,0.744582,"Q9X248","3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=fabG PE=3 SV=1         "
"2326","m.7663",465,1,3,1,1,2,0,1,1,2,1,-7.794,-3.143,0.833723,0.973742,0.512967,"Q6PDL0","Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2                "
"2327","m.7667",285,5,5,5,6,6,4,6,5,5,5,-6.67,-3.9097,0.383491,0.926898,0.146799,"Q9YHT2","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit mitochondrial OS=Gallus gallus GN=SDHB PE=1 SV=1                           "
"2328","m.7674",481,7,9,5,7,7,4,4,6,8,6,-7.004,-4.1444,0.251153,0.91436,0.078343,"P47791","Glutathione reductase mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3                           "
"2329","m.7691",358,1,2,0,0,2,0,1,0,2,1,-7.692,-3.4052,0.721856,0.95783,0.380188,"Q4R0J7","D-arabinitol dehydrogenase 1 OS=Uromyces fabae GN=ARD1 PE=1 SV=1                    "
"2330","m.77",597,48,50,34,33,39,29,35,37,43,44,-3.723,-2.8187,0.944468,0.988824,0.652233,"Q63028","Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2                      "
"2331","m.772",418,19,20,13,17,18,7,14,18,20,18,-6.661,-2.8696,0.929277,0.987144,0.632632,"Q4V7C7","Actin-related protein 3 OS=Rattus norvegicus GN=Actr3 PE=1 SV=1                    "
"2332","m.7741",384,91,90,70,74,80,47,77,82,88,85,-4.363,-5.2257,0.005018,0.891391,0.000524,NA,NA
"2333","m.7744",503,1,1,0,0,0,0,0,0,1,0,-6.149,-2.1524,0.998221,0.987947,0.817919,"3282180","Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1                     "
"2334","m.7751",288,16,17,17,17,14,10,17,17,14,17,-5.469,-2.689,0.976194,0.991542,0.698018,"Q95116","Thrombospondin-2 OS=Bos taurus GN=THBS2 PE=2 SV=2                      "
"2335","m.7753",1062,0,1,0,0,1,0,0,0,0,1,-7.327,-3.0131,0.881425,0.980846,0.572731,"Q8TAQ2","SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1                   "
"2336","m.7798",205,1,1,1,1,1,0,1,1,1,1,-5.938,-1.6553,0.999996,0.971407,0.859218,"Q5ZM55","Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1                   "
"2337","m.782",388,37,44,25,35,29,10,21,30,29,32,-1.983,-1.6681,0.999999,0.972223,0.858605,"O15992","Arginine kinase OS=Anthopleura japonicus PE=1 SV=1                      "
"2338","m.7823",187,0,1,0,0,0,0,1,1,0,0,-6.504,-2.2052,0.998175,0.988702,0.810614,"Q6ZN80","Putative maltase-glucoamylase-like protein FLJ16351 OS=Homo sapiens PE=2 SV=1                    "
"2339","m.7834",739,2,2,1,2,2,1,2,1,2,2,-5.134,-1.5927,0.999995,0.966932,0.861975,"Q6PCJ1","Dynactin subunit 1 OS=Xenopus laevis GN=dctn1 PE=2 SV=1                    "
"2340","m.7836",367,2,1,1,1,1,0,1,1,1,1,-7.497,-2.5585,0.994611,0.992122,0.737561,"Q00266","S-adenosylmethionine synthase isoform type-1 OS=Homo sapiens GN=MAT1A PE=1 SV=2                   "
"2341","m.784",162,1,2,0,0,0,0,0,0,2,0,-7.041,-2.7072,0.972466,0.991298,0.691969,"4779315","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10007637 PE=4 SV=1                     "
"2342","m.785",233,1,3,3,4,1,0,2,1,1,1,-5.796,-1.9823,0.998816,0.98455,0.836949,"Q9U6Y3","GFP-like fluorescent chromoprotein cFP484 OS=Clavularia sp. PE=1 SV=1                    "
"2343","m.787",428,28,33,19,27,32,13,24,22,32,31,0.667,0.4747,0.05549,0.011525,0.874431,"P38024","Multifunctional protein ADE2 OS=Gallus gallus GN=AIRC PE=2 SV=1                    "
"2344","m.789",775,2,2,0,2,2,0,0,1,2,2,-7.146,-2.7498,0.962761,0.990553,0.677322,"Q14155","Rho guanine nucleotide exchange factor 7 OS=Homo sapiens GN=ARHGEF7 PE=1 SV=2                 "
"2345","m.791",133,2,3,1,1,1,0,1,1,1,0,-7.408,-2.6799,0.977952,0.991648,0.700995,NA,NA
"2346","m.793",584,0,0,0,0,1,0,0,0,1,1,-7.065,-1.6235,0.999994,0.969239,0.860668,"O60271","C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens GN=SPAG9 PE=1 SV=4                   "
