"","Protein","Len","S0","S0.1","S1","S1.1","S1.2","S1.3","S1.4","S1.5","S1.6","S1.7","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"2201","m.6620",708,2,5,0,1,1,0,2,2,2,3,-4.611,-1.3016,1,0.907635,0.961419,"Q8WZ42","Titin OS=Homo sapiens GN=TTN PE=1 SV=4                      "
"2202","m.6627",1941,184,204,136,149,142,76,164,155,133,138,-3.208,-6.698,0,0.946051,0,"P24733","Myosin heavy chain striated muscle OS=Argopecten irradians PE=1 SV=1                           "
"2203","m.6630",215,0,1,0,0,1,0,0,1,1,1,-4.359,-1.5521,1,0.943806,0.945988,NA,NA
"2204","m.6645",175,1,2,2,1,3,0,1,2,1,2,-4.278,-1.4913,1,0.937616,0.950958,"Q7SXN5","Dynamin-1-like protein OS=Danio rerio GN=dnm1l PE=2 SV=1                     "
"2205","m.6650",137,2,2,2,4,1,0,2,1,1,1,-4.61,-1.5629,1,0.944782,0.944994,"Q25481","Ecdysteroid-regulated 16 kDa protein OS=Manduca sexta GN=ESR16 PE=2 SV=1                   "
"2206","m.6654",227,5,5,4,4,5,3,3,4,4,5,-3.563,-1.2441,1,0.893936,0.96351,"O42265","Proteasome subunit alpha type-1 OS=Gallus gallus GN=PSMA1 PE=2 SV=2                   "
"2207","m.6659",223,5,5,2,5,4,3,3,4,4,4,-3.329,-1.5625,1,0.944747,0.945032,"P70490","Lactadherin OS=Rattus norvegicus GN=Mfge8 PE=2 SV=1                      "
"2208","m.6678",2678,5,6,1,2,3,3,2,2,3,2,-6.752,-2.1062,0.999996,0.967347,0.794976,"O15943","Neural-cadherin OS=Drosophila melanogaster GN=CadN PE=1 SV=2                      "
"2209","m.6688",381,2,4,2,2,3,1,1,3,2,3,-5.849,-1.6082,1,0.94852,0.940414,"Q9U5N1","V-type proton ATPase subunit C OS=Manduca sexta PE=2 SV=1                   "
"2210","m.6690",123,4,3,2,2,2,1,3,3,4,3,-4.006,-1.4839,1,0.936772,0.951498,"Q54QR7","Granulin OS=Dictyostelium discoideum GN=grn PE=3 SV=1                      "
"2211","m.6692",457,1,0,0,0,0,0,0,0,0,0,-5.005,-1.5929,1,0.947319,0.942039,"Q8VHI6","Wiskott-Aldrich syndrome protein family member 3 OS=Mus musculus GN=Wasf3 PE=2 SV=1                 "
"2212","m.6698",487,32,35,20,25,30,14,22,27,38,31,-1.587,-1.0446,0.999998,0.818135,0.968335,"Q9D1A2","Cytosolic non-specific dipeptidase OS=Mus musculus GN=Cndp2 PE=1 SV=1                    "
"2213","m.6700",483,1,1,0,0,0,0,0,0,1,0,-5.214,-1.7335,1,0.956395,0.923393,"P36876","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Rattus norvegicus GN=Ppp2r2a PE=2 SV=1             "
"2214","m.6705",727,15,18,11,11,17,8,14,17,16,21,-2.71,-0.7306,0.887983,0.570541,0.969039,"Q9GK13","Methylmalonyl-CoA mutase mitochondrial OS=Bos taurus GN=MUT PE=2 SV=1                           "
"2215","m.671",663,2,3,0,1,2,0,1,0,2,2,-6.27,-1.6958,1,0.954352,0.929301,"Q5R9T9","Guanylate-binding protein 6 OS=Pongo abelii GN=GBP6 PE=2 SV=1                    "
"2216","m.6713",259,1,2,0,1,2,2,1,0,1,2,-5.611,-1.8333,1,0.960738,0.903445,"Q6DG99","BTB/POZ domain-containing protein KCTD6 OS=Danio rerio GN=kctd6 PE=2 SV=1                   "
"2217","m.6724",676,24,30,11,12,15,7,9,9,21,20,-3.862,-1.2263,1,0.889107,0.964082,"P40939","Trifunctional enzyme subunit alpha mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2                           "
"2218","m.673",891,0,0,1,0,2,0,0,1,1,0,-5.881,-2.1353,0.999995,0.967751,0.776291,NA,NA
"2219","m.6735",993,0,1,0,0,2,0,0,1,1,0,-6.953,-2.7097,0.699584,0.963929,0.20171,"Q8CGF7","Transcription elongation regulator 1 OS=Mus musculus GN=Tcerg1 PE=1 SV=2                   "
"2220","m.6750",260,9,10,7,7,9,2,7,8,10,9,-5.262,-1.7335,1,0.956395,0.923393,"P46209","Protein usf OS=Aquifex pyrophilus GN=usf PE=4 SV=1                     "
"2221","m.6751",684,2,3,0,0,1,1,1,0,2,2,-5.254,-1.4144,1,0.927734,0.955985,"Q8N1V2","WD repeat-containing protein 16 OS=Homo sapiens GN=WDR16 PE=1 SV=3                   "
"2222","m.6756",433,1,1,0,0,1,0,0,0,0,0,-4.09,-1.4289,1,0.929799,0.955131,"P69526","Transmembrane protease serine 9 OS=Rattus norvegicus GN=Tmprss9 PE=3 SV=1                   "
"2223","m.6764",636,5,4,2,3,5,1,4,3,5,4,-3.46,-1.418,1,0.928256,0.955777,NA,NA
"2224","m.6777",271,2,4,2,1,3,0,2,2,2,2,-4.802,-2.1762,0.991072,0.968195,0.747315,"B1H267","Sorting nexin-5 OS=Rattus norvegicus GN=Snx5 PE=1 SV=1                     "
"2225","m.6781",483,1,1,0,1,1,1,0,1,1,1,-5.86,-2.0818,1,0.966975,0.80933,"P97742","Carnitine O-palmitoyltransferase 1 liver isoform OS=Mus musculus GN=Cpt1a PE=1 SV=4                           "
"2226","m.6795",338,3,4,2,0,3,1,3,2,3,3,-5.37,-2.0699,1,0.966781,0.815918,"P27653","C-1-tetrahydrofolate synthase cytoplasmic OS=Rattus norvegicus GN=Mthfd1 PE=1 SV=3                           "
"2227","m.681",2015,93,87,74,87,73,41,76,91,73,76,-2.334,-2.214,0.97997,0.968418,0.718088,"P21333","Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4                      "
"2228","m.6816",173,3,4,0,1,2,0,1,0,1,2,-2.95,-1.0697,1,0.830773,0.967892,"Q6AZW2","Alcohol dehydrogenase [NADP(+)] A OS=Danio rerio GN=akr1a1a PE=2 SV=2                   "
"2229","m.6822",465,3,3,1,2,2,2,1,2,2,3,-4.99,-1.7926,1,0.959135,0.912429,"P51464","Argininosuccinate lyase OS=Lithobates catesbeiana GN=ASL PE=3 SV=1                     "
"2230","m.6835",423,2,4,1,1,3,0,2,3,3,3,-3.597,-1.0139,0.999997,0.80116,0.968828,"Q9UJZ1","Stomatin-like protein 2 mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1                           "
"2231","m.6844",389,13,9,4,8,14,7,7,12,11,17,-1.611,-0.4859,0.609164,0.333164,0.96262,"Q09694","Saccharopine dehydrogenase [NAD(+) L-lysine-forming] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=lys3 PE=1 SV=2                           "
"2232","m.6864",607,0,1,0,3,1,1,1,1,1,3,-4.685,-1.2846,1,0.903867,0.962078,"Q5VYJ5","MAM and LDL-receptor class A domain-containing protein 1 OS=Homo sapiens GN=MALRD1 PE=4 SV=3               "
"2233","m.6865",1038,1,2,0,2,3,1,1,1,2,4,-6.226,-2.3264,0.938971,0.968215,0.617425,NA,NA
"2234","m.6868",946,10,13,7,8,7,4,6,7,11,10,-6.933,-2.4977,0.861259,0.966509,0.430759,"P18484","AP-2 complex subunit alpha-2 OS=Rattus norvegicus GN=Ap2a2 PE=1 SV=3                   "
"2235","m.6883",567,15,17,8,12,12,6,9,10,12,12,-7.32,-3.0959,0.176115,0.959088,0.02093,"Q63150","Dihydropyrimidinase OS=Rattus norvegicus GN=Dpys PE=1 SV=2                      "
"2236","m.6915",184,2,2,0,0,1,0,0,0,1,1,-5.343,-1.7556,1,0.957481,0.919555,"Q6AX44","Fibrinogen C domain-containing protein 1-A OS=Xenopus laevis GN=fibcd1-a PE=2 SV=1                  "
"2237","m.6936",1201,0,0,0,0,0,0,0,0,1,0,-5.841,-2.0599,0.999998,0.966612,0.821253,"O93309","Structural maintenance of chromosomes protein 3 OS=Xenopus laevis GN=smc3 PE=1 SV=2                 "
"2238","m.694",857,4,5,3,6,7,2,3,2,4,3,-4.596,-1.2518,1,0.895934,0.963253,"Q5U231","Zinc finger RNA-binding protein OS=Xenopus tropicalis GN=zfr PE=2 SV=1                   "
"2239","m.6949",182,1,1,0,0,1,1,1,3,3,3,-3.347,-0.9033,0.984436,0.725199,0.97006,"Q9D1I5","Methylmalonyl-CoA epimerase mitochondrial OS=Mus musculus GN=Mcee PE=1 SV=1                           "
"2240","m.6956",142,0,0,0,0,1,0,0,0,0,0,-3.854,-1.0929,1,0.841534,0.967446,"Q504A5","Probable thiopurine S-methyltransferase OS=Danio rerio GN=tpmt PE=2 SV=1                    "
"2241","m.6968",331,0,1,0,0,1,0,0,0,0,0,-5.019,-1.4977,1,0.938329,0.95048,"P27694","Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2                "
"2242","m.697",208,3,4,2,4,3,3,2,1,4,4,-2.962,-1.0326,0.999998,0.811705,0.968534,"O35587","Transmembrane protein Tmp21 OS=Mesocricetus auratus GN=TMED10 PE=1 SV=1                    "
"2243","m.6975",388,2,2,1,1,3,1,1,2,2,2,-4.83,-1.5707,1,0.945466,0.944254,"Q9JIH2","Nuclear pore complex protein Nup50 OS=Mus musculus GN=Nup50 PE=1 SV=3                  "
"2244","m.6977",342,5,4,1,2,2,1,1,0,3,5,-4.391,-1.8316,1,0.960676,0.903847,"Q6DKC0","Erlin-2-B OS=Xenopus laevis GN=erlin2-b PE=2 SV=1                      "
"2245","m.698",256,0,2,0,0,1,1,1,0,1,1,-5.654,-1.9141,1,0.963355,0.881291,"Q9D1J3","SAP domain-containing ribonucleoprotein OS=Mus musculus GN=Sarnp PE=2 SV=3                    "
"2246","m.6987",527,0,2,1,1,0,0,0,0,1,1,-6.473,-2.0567,0.999998,0.966556,0.822922,"O60941","Dystrobrevin beta OS=Homo sapiens GN=DTNB PE=1 SV=1                     "
"2247","m.6990",479,4,5,4,3,4,2,4,4,4,2,-4.878,-1.5661,1,0.945065,0.944693,"Q4R6V2","T-complex protein 1 subunit epsilon OS=Macaca fascicularis GN=CCT5 PE=2 SV=1                  "
"2248","m.6992",516,0,1,0,0,1,0,0,0,0,1,-5.607,-2.1622,0.994764,0.968067,0.757544,"Q91309","6-phosphofructo-2-kinase/fructose-26-bisphosphatase OS=Lithobates catesbeiana PE=2 SV=1                           "
"2249","m.6999",171,1,2,0,1,2,1,1,1,2,1,-5.535,-1.8447,1,0.961151,0.90069,"Q32LE3","Centrin-1 OS=Bos taurus GN=CETN1 PE=2 SV=1                      "
"2250","m.70",207,3,5,2,2,2,1,2,2,3,4,-4.278,-1.4992,0.999999,0.938493,0.950366,"O47496","Cytochrome c oxidase subunit 2 OS=Metridium senile GN=COII PE=3 SV=1                  "
"2251","m.7005",1086,53,54,18,24,34,14,22,28,42,39,-7,-7.2967,0,0.945677,0,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"2252","m.7032",375,1,1,1,0,0,0,1,2,1,0,-4.236,-1.3268,1,0.912827,0.960371,"Q9Y5K3","Choline-phosphate cytidylyltransferase B OS=Homo sapiens GN=PCYT1B PE=1 SV=1                    "
"2253","m.7051",436,8,11,4,4,8,2,5,5,8,6,-5.537,-1.8247,1,0.960417,0.905452,"P13595","Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 PE=1 SV=3                  "
"2254","m.707",329,1,3,2,1,2,0,1,1,2,1,-5.039,-1.8979,1,0.962884,0.886254,"P43307","Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3                   "
"2255","m.7089",188,0,0,0,0,1,0,0,0,0,0,-3.558,-1.2128,1,0.885237,0.964494,"Q5XIU9","Membrane-associated progesterone receptor component 2 OS=Rattus norvegicus GN=Pgrmc2 PE=2 SV=1                  "
"2256","m.7090",348,1,0,0,0,0,3,0,0,0,0,-4.316,-1.1918,1,0.878842,0.9651,"Q5R5W2","TAR DNA-binding protein 43 OS=Pongo abelii GN=TARDBP PE=2 SV=1                   "
"2257","m.7103",496,1,3,0,1,1,0,1,1,2,2,-3.119,-0.9449,0.996032,0.756333,0.969742,"P47788","Thimet oligopeptidase OS=Sus scrofa GN=THOP1 PE=2 SV=2                     "
"2258","m.7107",168,0,1,0,0,1,0,0,1,0,1,-5.55,-2.1165,0.999998,0.967495,0.788563,NA,NA
"2259","m.711",289,3,2,0,1,0,0,0,1,0,1,-4.661,-1.6678,1,0.952665,0.933219,"P40313","Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1                    "
"2260","m.7111",267,1,2,1,1,2,0,1,2,2,1,-5.025,-1.6426,1,0.95101,0.936439,"Q502L2","Serine/threonine-protein phosphatase PGAM5 mitochondrial OS=Danio rerio GN=pgam5 PE=2 SV=2                           "
"2261","m.7115",1367,9,7,2,2,8,2,4,4,7,10,-5.214,-1.7126,1,0.955293,0.926763,"Q5VZK9","Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1                   "
"2262","m.7131",978,4,5,2,2,4,4,3,4,5,4,-4.758,-1.428,1,0.929674,0.955185,"O00468","Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5                      "
"2263","m.7138",221,1,0,1,2,1,1,1,1,0,0,-4.6,-1.5031,0.999965,0.938918,0.950068,"Q90YM8","Cytoplasmic FMR1-interacting protein 1 homolog OS=Danio rerio GN=cyfip1 PE=2 SV=1                  "
"2264","m.7140",275,13,11,7,8,6,5,8,7,11,8,-2.879,-0.8201,0.948629,0.655073,0.970028,NA,NA
"2265","m.7154",627,0,0,0,0,1,1,1,1,0,1,-6.545,-2.372,0.919875,0.967864,0.571017,"P0C6P5","Rho guanine nucleotide exchange factor 28 OS=Rattus norvegicus GN=Arhgef28 PE=1 SV=1                 "
"2266","m.7159",1549,3,3,0,0,1,1,2,2,2,4,-6.085,-1.9671,1,0.964728,0.862914,"Q5GN48","Dystrophin OS=Sus scrofa GN=DMD PE=1 SV=1                      "
"2267","m.720",102,1,1,1,0,1,0,1,1,1,1,-4.947,-1.8383,1,0.960921,0.90225,"Q32P85","Dynein light chain roadblock-type 2 OS=Bos taurus GN=DYNLRB2 PE=3 SV=1                  "
"2268","m.7201",1122,0,1,0,0,0,0,1,0,0,1,-6.606,-1.8487,1,0.961292,0.899696,"A0JP86","Laminin subunit gamma-1 OS=Xenopus tropicalis GN=lamc1 PE=2 SV=1                    "
"2269","m.7206",974,4,6,4,4,4,3,3,5,6,6,-4.101,-1.5738,1,0.945733,0.943955,"Q8BHN3","Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab PE=1 SV=1                    "
"2270","m.7209",320,6,5,4,5,6,2,3,2,4,6,-3.082,-0.8889,0.979508,0.71378,0.970119,"Q9ERI6","Retinol dehydrogenase 14 OS=Mus musculus GN=Rdh14 PE=2 SV=1                    "
"2271","m.721",1283,1,2,1,1,0,0,1,2,2,1,-6.894,-2.8801,0.455637,0.961776,0.083901,"Q9Y2E4","Disco-interacting protein 2 homolog C OS=Homo sapiens GN=DIP2C PE=2 SV=2                  "
"2272","m.7210",168,1,1,0,0,1,0,0,0,1,1,-4.092,-1.4496,1,0.932576,0.95384,"P31696","Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3                      "
"2273","m.7211",854,2,1,1,3,2,0,2,1,2,2,-5.711,-1.9958,1,0.965376,0.851434,"Q9Z1G4","V-type proton ATPase 116 kDa subunit a isoform 1 OS=Mus musculus GN=Atp6v0a1 PE=1 SV=3              "
"2274","m.7240",672,1,4,1,2,2,0,2,1,2,2,-5.941,-1.8087,1,0.959795,0.909028,"O75923","Dysferlin OS=Homo sapiens GN=DYSF PE=1 SV=1                      "
"2275","m.7242",348,0,2,1,1,2,0,0,0,1,1,-5.317,-1.628,1,0.949987,0.938182,NA,NA
"2276","m.725",200,1,1,0,0,1,0,0,0,0,0,-4.304,-1.2072,1,0.883578,0.96466,"Q2KID4","Dynein light chain 1 axonemal OS=Bos taurus GN=DNAL1 PE=2 SV=1                           "
"2277","m.7262",373,14,16,11,13,13,8,13,16,13,15,-5.178,-1.6213,1,0.949501,0.938954,"O97490","Melanotransferrin OS=Oryctolagus cuniculus GN=Mfi2 PE=2 SV=1                      "
"2278","m.7273",883,0,0,1,1,2,0,1,1,0,2,-6.167,-2.4185,0.899324,0.967409,0.520855,"Q60769","Tumor necrosis factor alpha-induced protein 3 OS=Mus musculus GN=Tnfaip3 PE=1 SV=2                 "
"2279","m.7285",870,1,1,1,0,1,2,1,1,1,0,-5.905,-2.1386,0.999994,0.967794,0.77406,"O35867","Neurabin-1 OS=Rattus norvegicus GN=Ppp1r9a PE=1 SV=1                      "
"2280","m.7288",361,11,13,3,6,7,2,5,8,11,9,-0.9,-0.2726,0.348549,0.175367,0.955725,"Q9D051","Pyruvate dehydrogenase E1 component subunit beta mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1                           "
"2281","m.7296",413,42,43,27,33,36,24,31,38,31,42,-3.817,-1.6969,1,0.954415,0.929139,"P26043","Radixin OS=Mus musculus GN=Rdx PE=1 SV=3                      "
"2282","m.7297",100,9,8,7,8,6,6,8,10,9,7,-3.335,-1.1558,1,0.866724,0.966045,"P31976","Ezrin OS=Bos taurus GN=EZR PE=1 SV=2                      "
"2283","m.7304",285,0,0,0,1,0,0,0,0,1,1,-4.268,-1.3032,1,0.907979,0.961355,NA,NA
"2284","m.7317",1692,0,0,1,0,0,0,0,0,0,0,-6.332,-1.9077,1,0.963172,0.883286,"Q6NTV6","Inverted formin-2 OS=Xenopus laevis GN=inf2 PE=2 SV=1                     "
"2285","m.733",773,9,12,3,6,4,2,5,3,11,8,-2.956,-0.9473,0.996583,0.758042,0.969717,"P47897","Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1                     "
"2286","m.7341",237,4,3,3,2,4,3,3,2,3,3,-4.276,-1.1875,1,0.877474,0.965219,"Q17QU4","Ras-related protein Rab-39B OS=Bos taurus GN=RAB39B PE=2 SV=1                    "
"2287","m.7348",315,16,17,10,15,14,8,12,12,11,10,3.085,1.4231,0,0,0.945047,"P57999","Zonadhesin (Fragment) OS=Oryctolagus cuniculus GN=ZAN PE=2 SV=2                     "
"2288","m.7362",351,0,1,0,0,0,0,0,0,1,0,-5.668,-1.7634,1,0.957846,0.918128,"O62760","Cholinesterase OS=Felis catus GN=BCHE PE=2 SV=1                      "
"2289","m.7372",521,0,0,1,1,1,1,0,0,1,0,-4.874,-1.6963,1,0.954381,0.929227,"Q4R4T9","Ran-binding protein 3 OS=Macaca fascicularis GN=RANBP3 PE=2 SV=1                    "
"2290","m.7374",436,5,6,4,6,6,1,3,4,6,3,-5.24,-1.9835,1,0.965106,0.856495,"Q3SZ71","Mitochondrial-processing peptidase subunit beta OS=Bos taurus GN=PMPCB PE=2 SV=1                   "
"2291","m.7375",539,1,2,0,1,1,0,0,0,0,1,-4.4,-1.4846,1,0.936853,0.951448,"A6NMZ7","Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2                    "
"2292","m.738",140,18,19,7,8,9,4,7,9,13,14,-1.41,-0.364,0.450736,0.235209,0.958571,"P18321","Profilin OS=Clypeaster japonicus PE=1 SV=2                       "
"2293","m.7382",319,0,0,2,6,1,1,4,4,0,1,-3.368,-1.5118,0.999899,0.939845,0.949391,"3272870","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g99081 PE=4 SV=1                    "
"2294","m.739",482,0,1,0,0,0,0,0,0,0,0,-6.045,-1.7947,1,0.959223,0.911996,"P83852","Carboxypeptidase D (Fragment) OS=Lophonetta specularioides GN=CPD PE=1 SV=1                    "
"2295","m.7404",524,104,105,99,120,106,70,98,121,119,107,-1.761,-3.0377,0.235909,0.959777,0.031288,"Q17770","Protein disulfide-isomerase 2 OS=Caenorhabditis elegans GN=pdi-2 PE=1 SV=1                    "
"2296","m.7426",502,30,29,17,22,30,15,16,18,34,29,-2.255,-1.4639,1,0.934384,0.952895,"O60749","Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2                     "
"2297","m.7437",674,9,10,7,8,9,4,5,7,10,8,-2.664,-1.086,1,0.838422,0.967582,NA,NA
"2298","m.745",243,11,12,5,10,12,5,9,10,11,12,-3.043,-1.1368,1,0.859686,0.9665,"Q9VIM5","Actin-related protein 3-Feb complex subunit 2 OS=Drosophila melanogaster GN=Arpc2 PE=2 SV=2                 "
"2299","m.7457",110,9,11,6,7,8,4,5,8,8,6,-0.512,-0.1543,0.244498,0.11419,0.952645,"Q9UMY4","Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3                     "
"2300","m.7461",430,13,14,7,11,9,5,8,13,14,15,-1.629,-0.8444,0.960992,0.676547,0.970129,"Q7SX99","Fumarate hydratase mitochondrial OS=Danio rerio GN=fh PE=2 SV=1                           "
"2301","m.7469",537,1,4,3,1,3,3,2,2,5,4,-5.836,-1.8283,1,0.960553,0.90462,"Q61127","NGFI-A-binding protein 2 OS=Mus musculus GN=Nab2 PE=1 SV=2                    "
"2302","m.7470",329,1,1,0,0,1,0,0,0,0,1,-5.433,-1.766,1,0.957966,0.917644,"Q92890","Ubiquitin fusion degradation protein 1 homolog OS=Homo sapiens GN=UFD1L PE=1 SV=3                 "
"2303","m.7487",461,0,1,0,0,0,0,0,0,0,0,-6.398,-1.9036,1,0.963053,0.88454,"O54748","Serine/threonine-protein kinase 3 OS=Rattus norvegicus GN=Stk3 PE=1 SV=1                    "
"2304","m.750",800,2,1,0,1,0,0,0,0,0,2,-5.885,-2.0632,0.999998,0.966668,0.819512,"Q8N0W3","L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2                     "
"2305","m.7509",441,6,9,1,2,2,1,1,1,4,2,-4.487,-1.2718,1,0.900879,0.962552,"B5FXE5","Apoptosis-inducing factor 2 OS=Taeniopygia guttata GN=AIFM2 PE=2 SV=1                    "
"2306","m.7527",791,5,4,0,1,4,1,0,1,3,3,-6.597,-2.082,0.999999,0.966978,0.809217,"Q96AY4","Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4                   "
"2307","m.753",343,4,4,4,3,4,2,3,5,4,5,-1.957,-0.6421,0.803756,0.482427,0.96722,"Q90XD2","Agmatinase mitochondrial OS=Gallus gallus GN=AGMAT PE=2 SV=1                           "
"2308","m.755",538,1,1,0,0,2,0,0,0,2,1,-7.117,-2.3108,0.945234,0.968306,0.632597,"Q8C854","Myelin expression factor 2 OS=Mus musculus GN=Myef2 PE=1 SV=1                   "
"2309","m.7552",386,1,1,0,0,1,1,1,0,1,1,-5.552,-1.9705,1,0.964808,0.861613,"Q803I2","Endoplasmic reticulum-Golgi intermediate compartment protein 3 OS=Danio rerio GN=ergic3 PE=2 SV=1                 "
"2310","m.7561",417,4,4,2,2,4,0,1,1,3,3,-4.816,-1.6107,1,0.94871,0.94014,"Q2HJF7","Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Bos taurus GN=CAMK2D PE=2 SV=1                "
"2311","m.7582",540,3,3,1,3,5,3,1,4,3,4,-3.089,-0.825,0.95125,0.659463,0.970054,"Q6R748","Syntaxin-binding protein 1 OS=Gallus gallus GN=STXBP1 PE=2 SV=1                    "
"2312","m.7588",415,1,3,1,1,1,1,1,2,1,2,-5.45,-1.9496,1,0.964301,0.869366,"P48052","Carboxypeptidase A2 OS=Homo sapiens GN=CPA2 PE=1 SV=3                     "
"2313","m.7592",467,10,14,6,9,7,5,9,8,11,12,-4.019,-1.0696,1,0.830725,0.967893,"O97578","Dipeptidyl peptidase 1 (Fragment) OS=Canis familiaris GN=CTSC PE=1 SV=1                   "
"2314","m.7593",596,1,4,3,3,4,1,3,3,3,3,-5.781,-2.4508,0.884359,0.967055,0.484645,"O60504","Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2                      "
"2315","m.7595",1291,58,64,29,41,44,29,35,44,43,45,-2.275,-0.9684,0.999999,0.772656,0.969465,"Q5TZA2","Rootletin OS=Homo sapiens GN=CROCC PE=1 SV=1                      "
"2316","m.760",542,7,7,3,7,6,3,3,3,5,6,-5.087,-1.7825,1,0.958703,0.914466,NA,NA
"2317","m.7600",469,1,1,0,0,1,0,0,0,1,1,-5.844,-1.6621,1,0.952302,0.933971,"Q8BWQ6","UPF0505 protein C16orf62 homolog OS=Mus musculus PE=2 SV=2                    "
"2318","m.7628",331,0,0,0,0,1,0,0,0,1,0,-4.377,-1.3416,1,0.915671,0.959715,"3280532","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g52158 PE=4 SV=1                    "
"2319","m.7630",342,1,0,0,1,0,0,0,1,0,1,-4.977,-1.5657,1,0.94503,0.944731,"A4IG61","Mitochondrial dynamics protein MID51 OS=Danio rerio GN=mief1 PE=2 SV=1                   "
"2320","m.7637",482,7,5,4,5,8,4,5,4,8,6,-3.477,-1.1074,1,0.847837,0.967149,"Q9HU55","Glutaredoxin OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=grx PE=3 SV=1         "
"2321","m.7644",222,0,1,0,0,0,0,0,0,0,0,-4.496,-1.3731,1,0.921262,0.958208,"Q15020","Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1               "
"2322","m.7647",1472,3,5,3,4,4,2,2,4,4,3,-4.935,-1.4004,1,0.925642,0.956772,"P23468","Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2                   "
"2323","m.765",688,1,2,1,1,4,2,1,1,2,4,-4.826,-1.2586,1,0.897654,0.963019,"Q8CHN8","Mannan-binding lectin serine protease 1 OS=Rattus norvegicus GN=Masp1 PE=1 SV=2                  "
"2324","m.7658",726,0,0,0,1,1,0,0,1,0,0,-5.813,-1.8607,1,0.961704,0.89663,"O75165","DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5                 "
"2325","m.7660",262,0,0,0,0,1,0,1,0,1,0,-6.101,-1.7659,1,0.957961,0.917663,"Q9X248","3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=fabG PE=3 SV=1         "
"2326","m.7663",465,1,3,1,1,2,0,1,1,2,1,-5.465,-1.894,1,0.962767,0.887407,"Q6PDL0","Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2                "
"2327","m.7667",285,5,5,5,6,6,4,6,5,5,5,-3.125,-1.0974,1,0.843524,0.967355,"Q9YHT2","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit mitochondrial OS=Gallus gallus GN=SDHB PE=1 SV=1                           "
"2328","m.7674",481,7,9,5,7,7,4,4,6,8,6,-5.677,-2.3318,0.936779,0.96818,0.612087,"P47791","Glutathione reductase mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3                           "
"2329","m.7691",358,1,2,0,0,2,0,1,0,2,1,-4.746,-1.6369,1,0.950616,0.93713,"Q4R0J7","D-arabinitol dehydrogenase 1 OS=Uromyces fabae GN=ARD1 PE=1 SV=1                    "
"2330","m.77",597,48,50,34,33,39,29,35,37,43,44,-7.449,-3.9421,0.000115,0.952577,8e-06,"Q63028","Alpha-adducin OS=Rattus norvegicus GN=Add1 PE=2 SV=2                      "
"2331","m.772",418,19,20,13,17,18,7,14,18,20,18,-5.14,-2.1212,0.999998,0.967561,0.785564,"Q4V7C7","Actin-related protein 3 OS=Rattus norvegicus GN=Actr3 PE=1 SV=1                    "
"2332","m.7741",384,91,90,70,74,80,47,77,82,88,85,-5.158,-4.8324,0,0.94788,0,NA,NA
