"","PROTID","PROTLEN","DEFLINE","FSW1","FSW2","FSW3","LIP1","LIP2","LIP3","LIP4","LBP1","LBP2","MIP1","MIP2","MIP3","MIP4","MBP1","MBP2","MBP3","MBP4","HIP1","HIP2","HBP1","HBP2","HBP3","HBP4"
"3379","symbB1.EST_k37c20_31087|m.66238",NA,"symbB1.EST_k37c20_31087 g.66238  ORF symbB1.EST_k37c20_31087 g.66238 symbB1.EST_k37c20_31087 m.66238 type:5prime_partial len:312 (-) symbB1.EST_k37c20_31087:103-1038(-)",0,0,0.5,0,0,0,1,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0
"3380","symbB1.EST_k37c20_31197|m.66423",NA,"symbB1.EST_k37c20_31197 g.66423  ORF symbB1.EST_k37c20_31197 g.66423 symbB1.EST_k37c20_31197 m.66423 type:5prime_partial len:243 (+) symbB1.EST_k37c20_31197:1-729(+)",0,0,1.5,0,0,2,0.5,0,0,0,0,1.5,1.5,0,0,0,0.5,0,0,0,0,1.5,0.5
"3381","symbB1.EST_k37c20_3137|m.7441",NA,"symbB1.EST_k37c20_3137 g.7441  ORF symbB1.EST_k37c20_3137 g.7441 symbB1.EST_k37c20_3137 m.7441 type:complete len:137 (-) symbB1.EST_k37c20_3137:112-522(-)",2,4.5,1.5,0,1.5,0,0.5,3,2.5,3.5,2,0.5,1.5,1,0,0,0,0,0.5,0.5,1,0.5,0
"3382","symbB1.EST_k37c20_3138|m.7442",NA,"symbB1.EST_k37c20_3138 g.7442  ORF symbB1.EST_k37c20_3138 g.7442 symbB1.EST_k37c20_3138 m.7442 type:5prime_partial len:296 (-) symbB1.EST_k37c20_3138:476-1363(-)",5.33333333333333,6.5,3,1.5,2.5,1,2.5,4.5,2,7.5,4,2.5,2.5,3,1.5,2,0.5,4,3,3,8,2.5,2.5
"3383","symbB1.EST_k37c20_3155|m.7489",NA,"symbB1.EST_k37c20_3155 g.7489  ORF symbB1.EST_k37c20_3155 g.7489 symbB1.EST_k37c20_3155 m.7489 type:5prime_partial len:688 (-) symbB1.EST_k37c20_3155:125-2188(-)",8,6,0,2,5,0,0,16,9,13.5,17,0,0,9,4.5,0,0,8.5,6,7,11,0,0
"3384","symbB1.EST_k37c20_31788|m.67454",NA,"symbB1.EST_k37c20_31788 g.67454  ORF symbB1.EST_k37c20_31788 g.67454 symbB1.EST_k37c20_31788 m.67454 type:complete len:833 (-) symbB1.EST_k37c20_31788:72-2570(-)",0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
"3385","symbB1.EST_k37c20_319|m.681",NA,"symbB1.EST_k37c20_319 g.681  ORF symbB1.EST_k37c20_319 g.681 symbB1.EST_k37c20_319 m.681 type:complete len:429 (+) symbB1.EST_k37c20_319:58-1344(+)",3,4,1,2,0.5,0.5,1,4,1.5,5.5,2,0,1,2.5,0,0,1,0,0,1.5,2,0,0.5
"3386","symbB1.EST_k37c20_3194|m.7561",NA,"symbB1.EST_k37c20_3194 g.7561  ORF symbB1.EST_k37c20_3194 g.7561 symbB1.EST_k37c20_3194 m.7561 type:5prime_partial len:532 (+) symbB1.EST_k37c20_3194:2-1597(+)",1.33333333333333,4,3.5,2,2,2.5,2,2.5,0,5.5,2,2,3,1,0.5,2,3,1,0,1,2,2,4.5
"3387","symbB1.EST_k37c20_32440|m.68568",NA,"symbB1.EST_k37c20_32440 g.68568  ORF symbB1.EST_k37c20_32440 g.68568 symbB1.EST_k37c20_32440 m.68568 type:5prime_partial len:371 (+) symbB1.EST_k37c20_32440:1-1113(+)",0,0,1,0,0,0,0.5,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0.5,0
"3388","symbB1.EST_k37c20_3283|m.7800",NA,"symbB1.EST_k37c20_3283 g.7800  ORF symbB1.EST_k37c20_3283 g.7800 symbB1.EST_k37c20_3283 m.7800 type:5prime_partial len:496 (-) symbB1.EST_k37c20_3283:145-1632(-)",6.33333333333333,7,3.5,2.5,2.5,2,2.5,7.5,4,7.5,5.5,2.5,2,6,4.5,3,3.5,4.5,2,6.5,6,1,2
"3389","symbB1.EST_k37c20_33120|m.69757",NA,"symbB1.EST_k37c20_33120 g.69757  ORF symbB1.EST_k37c20_33120 g.69757 symbB1.EST_k37c20_33120 m.69757 type:5prime_partial len:471 (+) symbB1.EST_k37c20_33120:3-1415(+)",0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,1
"3390","symbB1.EST_k37c20_33231|m.69937",NA,"symbB1.EST_k37c20_33231 g.69937  ORF symbB1.EST_k37c20_33231 g.69937 symbB1.EST_k37c20_33231 m.69937 type:complete len:698 (+) symbB1.EST_k37c20_33231:35-2128(+)",0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
"3391","symbB1.EST_k37c20_3326|m.7935",NA,"symbB1.EST_k37c20_3326 g.7935  ORF symbB1.EST_k37c20_3326 g.7935 symbB1.EST_k37c20_3326 m.7935 type:internal len:317 (-) symbB1.EST_k37c20_3326:3-950(-)",8,9.5,6.5,8,5.5,3,4,8,6,7.5,5.5,6,5,6.5,2,4.5,5,5,4.5,8.5,7,6.5,4
"3392","symbB1.EST_k37c20_33296|m.70072",NA,"symbB1.EST_k37c20_33296 g.70072  ORF symbB1.EST_k37c20_33296 g.70072 symbB1.EST_k37c20_33296 m.70072 type:5prime_partial len:438 (-) symbB1.EST_k37c20_33296:190-1503(-)",0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
"3393","symbB1.EST_k37c20_33350|m.70148",NA,"symbB1.EST_k37c20_33350 g.70148  ORF symbB1.EST_k37c20_33350 g.70148 symbB1.EST_k37c20_33350 m.70148 type:complete len:510 (+) symbB1.EST_k37c20_33350:111-1640(+)",0.333333333333333,0,0,0,0.5,0,0,0.5,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0
"3394","symbB1.EST_k37c20_3355|m.8002",NA,"symbB1.EST_k37c20_3355 g.8002  ORF symbB1.EST_k37c20_3355 g.8002 symbB1.EST_k37c20_3355 m.8002 type:5prime_partial len:163 (-) symbB1.EST_k37c20_3355:226-714(-)",0,0,11,0,0,7.5,2.5,0,0,0,0,11,3.5,0,0,5.5,5,0,0,0,0,9.5,7.5
"3395","symbB1.EST_k37c20_3367|m.8026",NA,"symbB1.EST_k37c20_3367 g.8026  ORF symbB1.EST_k37c20_3367 g.8026 symbB1.EST_k37c20_3367 m.8026 type:5prime_partial len:143 (-) symbB1.EST_k37c20_3367:54-482(-)",1.66666666666667,3.5,1.5,0.5,2,1.5,1,3.5,2,4,2.5,1,1,2.5,0.5,0,1,2,1,2,4,0,1
"3396","symbB1.EST_k37c20_3378|m.8052",NA,"symbB1.EST_k37c20_3378 g.8052  ORF symbB1.EST_k37c20_3378 g.8052 symbB1.EST_k37c20_3378 m.8052 type:complete len:1598 (-) symbB1.EST_k37c20_3378:423-5216(-)",0,0,0.5,0,0,1,0,0,0,0,0,1,0.5,0,0,0.5,0.5,0,0,0,0,0,1
"3397","symbB1.EST_k37c20_34391|m.71894",NA,"symbB1.EST_k37c20_34391 g.71894  ORF symbB1.EST_k37c20_34391 g.71894 symbB1.EST_k37c20_34391 m.71894 type:complete len:175 (+) symbB1.EST_k37c20_34391:3-527(+)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.5,0,0,0,0,0,0,0
"3398","symbB1.EST_k37c20_34449|m.71982",NA,"symbB1.EST_k37c20_34449 g.71982  ORF symbB1.EST_k37c20_34449 g.71982 symbB1.EST_k37c20_34449 m.71982 type:complete len:525 (+) symbB1.EST_k37c20_34449:21-1595(+)",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0
"3399","symbB1.EST_k37c20_34592|m.72236",NA,"symbB1.EST_k37c20_34592 g.72236  ORF symbB1.EST_k37c20_34592 g.72236 symbB1.EST_k37c20_34592 m.72236 type:5prime_partial len:456 (-) symbB1.EST_k37c20_34592:74-1441(-)",0,0,0.5,0,0,0,1,0,0,0,0,0.5,1.5,0,0,1.5,1,0,0,0,0,0.5,0.5
"3400","symbB1.EST_k37c20_34811|m.72609",NA,"symbB1.EST_k37c20_34811 g.72609  ORF symbB1.EST_k37c20_34811 g.72609 symbB1.EST_k37c20_34811 m.72609 type:complete len:265 (+) symbB1.EST_k37c20_34811:55-849(+)",1.66666666666667,2.5,0,0.5,0.5,0.5,0.5,2,1,1,2,0,0.5,1,0,0,0,0.5,0.5,0.5,1,0,0.5
"3401","symbB1.EST_k37c20_34851|m.72677",NA,"symbB1.EST_k37c20_34851 g.72677  ORF symbB1.EST_k37c20_34851 g.72677 symbB1.EST_k37c20_34851 m.72677 type:complete len:300 (+) symbB1.EST_k37c20_34851:49-948(+)",0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0
"3402","symbB1.EST_k37c20_35327|m.73471",NA,"symbB1.EST_k37c20_35327 g.73471  ORF symbB1.EST_k37c20_35327 g.73471 symbB1.EST_k37c20_35327 m.73471 type:5prime_partial len:400 (-) symbB1.EST_k37c20_35327:162-1361(-)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"3403","symbB1.EST_k37c20_3550|m.8423",NA,"symbB1.EST_k37c20_3550 g.8423  ORF symbB1.EST_k37c20_3550 g.8423 symbB1.EST_k37c20_3550 m.8423 type:internal len:119 (+) symbB1.EST_k37c20_3550:1-354(+)",1.66666666666667,3,1,2.5,2,1,0,2,2,1.5,1,0,0,1,0,0,0,0,0,1,0,0.5,0.5
"3404","symbB1.EST_k37c20_35567|m.73809",NA,"symbB1.EST_k37c20_35567 g.73809  ORF symbB1.EST_k37c20_35567 g.73809 symbB1.EST_k37c20_35567 m.73809 type:5prime_partial len:393 (+) symbB1.EST_k37c20_35567:3-1181(+)",0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,0,0,1.5,0,0,0,0,0,2
"3405","symbB1.EST_k37c20_35735|m.74079",NA,"symbB1.EST_k37c20_35735 g.74079  ORF symbB1.EST_k37c20_35735 g.74079 symbB1.EST_k37c20_35735 m.74079 type:complete len:417 (+) symbB1.EST_k37c20_35735:126-1376(+)",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5
"3406","symbB1.EST_k37c20_36337|m.74983",NA,"symbB1.EST_k37c20_36337 g.74983  ORF symbB1.EST_k37c20_36337 g.74983 symbB1.EST_k37c20_36337 m.74983 type:complete len:446 (-) symbB1.EST_k37c20_36337:64-1401(-)",0,0,0,0,0,1,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,1,0.5
"3407","symbB1.EST_k37c20_36410|m.75095",NA,"symbB1.EST_k37c20_36410 g.75095  ORF symbB1.EST_k37c20_36410 g.75095 symbB1.EST_k37c20_36410 m.75095 type:5prime_partial len:380 (+) symbB1.EST_k37c20_36410:2-1141(+)",2,1,0,0,1,0,0,3,1,4.5,1,0,0,2,0.5,0,0,0,0,1,3,0,0
"3408","symbB1.EST_k37c20_36655|m.75487",NA,"symbB1.EST_k37c20_36655 g.75487  ORF symbB1.EST_k37c20_36655 g.75487 symbB1.EST_k37c20_36655 m.75487 type:complete len:159 (-) symbB1.EST_k37c20_36655:63-539(-)",0,0,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"3409","symbB1.EST_k37c20_3669|m.8636",NA,"symbB1.EST_k37c20_3669 g.8636  ORF symbB1.EST_k37c20_3669 g.8636 symbB1.EST_k37c20_3669 m.8636 type:5prime_partial len:4548 (+) symbB1.EST_k37c20_3669:3-13646(+)",1,0,0,0,2.5,0,0,1,1,1,0.5,0,0,0.5,0,0,0,0,1,0.5,1,0,0
"3410","symbB1.EST_k37c20_36940|m.75892",NA,"symbB1.EST_k37c20_36940 g.75892  ORF symbB1.EST_k37c20_36940 g.75892 symbB1.EST_k37c20_36940 m.75892 type:5prime_partial len:857 (-) symbB1.EST_k37c20_36940:7-2577(-)",0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5
"3411","symbB1.EST_k37c20_3711|m.8852",NA,"symbB1.EST_k37c20_3711 g.8852  ORF symbB1.EST_k37c20_3711 g.8852 symbB1.EST_k37c20_3711 m.8852 type:5prime_partial len:350 (-) symbB1.EST_k37c20_3711:146-1195(-)",0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,1,1,0,0,1.5,1.5,1.5,3,0,0
"3412","symbB1.EST_k37c20_3717|m.8859",NA,"symbB1.EST_k37c20_3717 g.8859  ORF symbB1.EST_k37c20_3717 g.8859 symbB1.EST_k37c20_3717 m.8859 type:5prime_partial len:492 (-) symbB1.EST_k37c20_3717:102-1577(-)",1,1.5,0,0.5,0.5,0,0,1.5,1,1,1,0,0,1,1,0,0,1,1.5,0.5,0,0,0
"3413","symbB1.EST_k37c20_3735|m.8908",NA,"symbB1.EST_k37c20_3735 g.8908  ORF symbB1.EST_k37c20_3735 g.8908 symbB1.EST_k37c20_3735 m.8908 type:5prime_partial len:705 (-) symbB1.EST_k37c20_3735:137-2251(-)",3.33333333333333,6,6.5,3,4,4.5,4.5,7,6.5,8.5,5.5,2,8,6,4,4,3.5,5,3,6,8,4,3.5
"3414","symbB1.EST_k37c20_37403|m.76597",NA,"symbB1.EST_k37c20_37403 g.76597  ORF symbB1.EST_k37c20_37403 g.76597 symbB1.EST_k37c20_37403 m.76597 type:3prime_partial len:648 (-) symbB1.EST_k37c20_37403:1-1941(-)",0,4,1.5,3.5,5,1.5,2,4,4,3,5,0,1.5,5.5,5.5,1,0.5,3,3,3.5,2,1.5,2
"3415","symbB1.EST_k37c20_37575|m.76824",NA,"symbB1.EST_k37c20_37575 g.76824  ORF symbB1.EST_k37c20_37575 g.76824 symbB1.EST_k37c20_37575 m.76824 type:complete len:1207 (+) symbB1.EST_k37c20_37575:36-3656(+)",0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,1,0.5,0,0,0,0,1,0
"3416","symbB1.EST_k37c20_3763|m.8967",NA,"symbB1.EST_k37c20_3763 g.8967  ORF symbB1.EST_k37c20_3763 g.8967 symbB1.EST_k37c20_3763 m.8967 type:5prime_partial len:138 (-) symbB1.EST_k37c20_3763:200-613(-)",4.33333333333333,6.5,1,5,3,1,1,4.5,4,5,3.5,1,0.5,4.5,1.5,1.5,1,5,5,5,6,1,1
"3417","symbB1.EST_k37c20_37952|m.77340",NA,"symbB1.EST_k37c20_37952 g.77340  ORF symbB1.EST_k37c20_37952 g.77340 symbB1.EST_k37c20_37952 m.77340 type:complete len:217 (-) symbB1.EST_k37c20_37952:38-688(-)",0,0,0,1,0.5,0,0,0.5,1,1,0.5,0,0,0,1.5,0,0,1,1,1,1,0,0
"3418","symbB1.EST_k37c20_3830|m.9127",NA,"symbB1.EST_k37c20_3830 g.9127  ORF symbB1.EST_k37c20_3830 g.9127 symbB1.EST_k37c20_3830 m.9127 type:complete len:133 (-) symbB1.EST_k37c20_3830:184-582(-)",2.66666666666667,3.5,2.5,2.5,1,0.5,1,2.5,2,2,2,1,2,1,1,0.5,0.5,2,1,1,1,1,1.5
"3419","symbB1.EST_k37c20_39215|m.79182",NA,"symbB1.EST_k37c20_39215 g.79182  ORF symbB1.EST_k37c20_39215 g.79182 symbB1.EST_k37c20_39215 m.79182 type:5prime_partial len:259 (+) symbB1.EST_k37c20_39215:3-779(+)",0,0,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"3420","symbB1.EST_k37c20_39926|m.80155",NA,"symbB1.EST_k37c20_39926 g.80155  ORF symbB1.EST_k37c20_39926 g.80155 symbB1.EST_k37c20_39926 m.80155 type:5prime_partial len:236 (+) symbB1.EST_k37c20_39926:3-710(+)",0,0,0,0,0,1.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
"3421","symbB1.EST_k37c20_4006|m.9590",NA,"symbB1.EST_k37c20_4006 g.9590  ORF symbB1.EST_k37c20_4006 g.9590 symbB1.EST_k37c20_4006 m.9590 type:complete len:256 (+) symbB1.EST_k37c20_4006:83-850(+)",0.333333333333333,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3422","symbB1.EST_k37c20_40810|m.81305",NA,"symbB1.EST_k37c20_40810 g.81305  ORF symbB1.EST_k37c20_40810 g.81305 symbB1.EST_k37c20_40810 m.81305 type:complete len:763 (-) symbB1.EST_k37c20_40810:73-2361(-)",0,0,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1,0
"3423","symbB1.EST_k37c20_40880|m.81403",NA,"symbB1.EST_k37c20_40880 g.81403  ORF symbB1.EST_k37c20_40880 g.81403 symbB1.EST_k37c20_40880 m.81403 type:complete len:200 (-) symbB1.EST_k37c20_40880:111-710(-)",2,1.5,1,3.5,2,0.5,0.5,2,2,2.5,2,1,1,2,2,0,1,2,2,1.5,1,1.5,1
"3424","symbB1.EST_k37c20_409|m.896",NA,"symbB1.EST_k37c20_409 g.896  ORF symbB1.EST_k37c20_409 g.896 symbB1.EST_k37c20_409 m.896 type:internal len:1047 (+) symbB1.EST_k37c20_409:1-3138(+)",0.333333333333333,1.5,0,0,0,0,0,1,0.5,2.5,0,0,0,0,0,0,0,0,0,1,1,0,0
"3425","symbB1.EST_k37c20_4128|m.9810",NA,"symbB1.EST_k37c20_4128 g.9810  ORF symbB1.EST_k37c20_4128 g.9810 symbB1.EST_k37c20_4128 m.9810 type:5prime_partial len:684 (+) symbB1.EST_k37c20_4128:2-2053(+)",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0.5
"3426","symbB1.EST_k37c20_41385|m.82059",NA,"symbB1.EST_k37c20_41385 g.82059  ORF symbB1.EST_k37c20_41385 g.82059 symbB1.EST_k37c20_41385 m.82059 type:5prime_partial len:697 (+) symbB1.EST_k37c20_41385:2-2092(+)",0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0.5
"3427","symbB1.EST_k37c20_4165|m.9910",NA,"symbB1.EST_k37c20_4165 g.9910  ORF symbB1.EST_k37c20_4165 g.9910 symbB1.EST_k37c20_4165 m.9910 type:complete len:173 (+) symbB1.EST_k37c20_4165:64-582(+)",0,0,1.5,0,0,1,1,0,0,0,0,1,1.5,0,0,0.5,1,0,0,0,0,8,7
"3428","symbB1.EST_k37c20_41705|m.82450",NA,"symbB1.EST_k37c20_41705 g.82450  ORF symbB1.EST_k37c20_41705 g.82450 symbB1.EST_k37c20_41705 m.82450 type:complete len:593 (-) symbB1.EST_k37c20_41705:13-1791(-)",0.333333333333333,0.5,0,0,1.5,0,0,1.5,0.5,1,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0
"3429","symbB1.EST_k37c20_41902|m.82682",NA,"symbB1.EST_k37c20_41902 g.82682  ORF symbB1.EST_k37c20_41902 g.82682 symbB1.EST_k37c20_41902 m.82682 type:3prime_partial len:469 (+) symbB1.EST_k37c20_41902:112-1515(+)",19.3333333333333,19,17.5,8.5,11.5,29,19,19.5,15.5,20,15,28.5,16,16.5,10.5,22,15.5,18,14.5,16,15,30,18.5
"3430","symbB1.EST_k37c20_42278|m.83126",NA,"symbB1.EST_k37c20_42278 g.83126  ORF symbB1.EST_k37c20_42278 g.83126 symbB1.EST_k37c20_42278 m.83126 type:3prime_partial len:245 (+) symbB1.EST_k37c20_42278:196-927(+)",2,2,0,1.5,2,0,0,2,2.5,1.5,2,0,0,2.5,2,0,0,2,3,2,2,0,0
"3431","symbB1.EST_k37c20_42430|m.83334",NA,"symbB1.EST_k37c20_42430 g.83334  ORF symbB1.EST_k37c20_42430 g.83334 symbB1.EST_k37c20_42430 m.83334 type:5prime_partial len:278 (+) symbB1.EST_k37c20_42430:1-834(+)",0,0,1.5,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0.5,1
"3432","symbB1.EST_k37c20_4259|m.10144",NA,"symbB1.EST_k37c20_4259 g.10144  ORF symbB1.EST_k37c20_4259 g.10144 symbB1.EST_k37c20_4259 m.10144 type:complete len:2381 (-) symbB1.EST_k37c20_4259:66-7208(-)",2,0.5,0,3,2.5,0.5,0.5,3,1.5,1.5,1,0,1,2,1,0.5,1,1.5,2,2.5,1,1.5,1.5
"3433","symbB1.EST_k37c20_4301|m.10263",NA,"symbB1.EST_k37c20_4301 g.10263  ORF symbB1.EST_k37c20_4301 g.10263 symbB1.EST_k37c20_4301 m.10263 type:complete len:578 (+) symbB1.EST_k37c20_4301:119-1852(+)",0,0,2,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0.5
"3434","symbB1.EST_k37c20_43079|m.84058",NA,"symbB1.EST_k37c20_43079 g.84058  ORF symbB1.EST_k37c20_43079 g.84058 symbB1.EST_k37c20_43079 m.84058 type:internal len:496 (+) symbB1.EST_k37c20_43079:1-1485(+)",1.66666666666667,2,0.5,0,3,0.5,0.5,2,2.5,2.5,2.5,0,0.5,3,2,2,1,1.5,1.5,1,3,0.5,0.5
"3435","symbB1.EST_k37c20_43380|m.84418",NA,"symbB1.EST_k37c20_43380 g.84418  ORF symbB1.EST_k37c20_43380 g.84418 symbB1.EST_k37c20_43380 m.84418 type:complete len:667 (+) symbB1.EST_k37c20_43380:326-2326(+)",0,0,1,0,0,0.5,1.5,0,0,0,0,1,1,0,0,0.5,1,0,0,0,0,0.5,1
"3436","symbB1.EST_k37c20_4454|m.10626",NA,"symbB1.EST_k37c20_4454 g.10626  ORF symbB1.EST_k37c20_4454 g.10626 symbB1.EST_k37c20_4454 m.10626 type:5prime_partial len:401 (-) symbB1.EST_k37c20_4454:122-1324(-)",0.333333333333333,2.5,0,2,0.5,0,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0
"3437","symbB1.EST_k37c20_4465|m.10642",NA,"symbB1.EST_k37c20_4465 g.10642  ORF symbB1.EST_k37c20_4465 g.10642 symbB1.EST_k37c20_4465 m.10642 type:5prime_partial len:1000 (+) symbB1.EST_k37c20_4465:3-3002(+)",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"3438","symbB1.EST_k37c20_4529|m.10833",NA,"symbB1.EST_k37c20_4529 g.10833  ORF symbB1.EST_k37c20_4529 g.10833 symbB1.EST_k37c20_4529 m.10833 type:complete len:454 (+) symbB1.EST_k37c20_4529:89-1450(+)",8.66666666666667,8.5,4,0.5,4.5,5,8,12.5,9.5,10.5,10,4.5,2.5,8.5,5,1,5,5.5,3,5.5,6,5,3.5
"3439","symbB1.EST_k37c20_4530|m.10835",NA,"symbB1.EST_k37c20_4530 g.10835  ORF symbB1.EST_k37c20_4530 g.10835 symbB1.EST_k37c20_4530 m.10835 type:complete len:1086 (-) symbB1.EST_k37c20_4530:193-3450(-)",2.66666666666667,3,2,1.5,3,1,1.5,4.5,1.5,4,2.5,0.5,2.5,2.5,1.5,1.5,0.5,2.5,1,2,4,1.5,2.5
"3440","symbB1.EST_k37c20_45812|m.86682",NA,"symbB1.EST_k37c20_45812 g.86682  ORF symbB1.EST_k37c20_45812 g.86682 symbB1.EST_k37c20_45812 m.86682 type:complete len:311 (-) symbB1.EST_k37c20_45812:49-981(-)",0,0,1.5,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5
"3441","symbB1.EST_k37c20_4585|m.10961",NA,"symbB1.EST_k37c20_4585 g.10961  ORF symbB1.EST_k37c20_4585 g.10961 symbB1.EST_k37c20_4585 m.10961 type:complete len:135 (-) symbB1.EST_k37c20_4585:62-466(-)",5.33333333333333,6,0,5,4,0,0,5.5,4.5,6,4.5,0,0,4,0,0,0,3.5,4,5,5,0,0
"3442","symbB1.EST_k37c20_45956|m.86783",NA,"symbB1.EST_k37c20_45956 g.86783  ORF symbB1.EST_k37c20_45956 g.86783 symbB1.EST_k37c20_45956 m.86783 type:internal len:430 (-) symbB1.EST_k37c20_45956:3-1289(-)",0.666666666666667,1,0,1,1,0,0,0.5,1,1,1,0,0,1,1,0,0,0.5,1,1,2,0,0
"3443","symbB1.EST_k37c20_46370|m.87062",NA,"symbB1.EST_k37c20_46370 g.87062  ORF symbB1.EST_k37c20_46370 g.87062 symbB1.EST_k37c20_46370 m.87062 type:complete len:230 (-) symbB1.EST_k37c20_46370:61-750(-)",4,2.5,0,0.5,3.5,0,0,4,3,3,3,0,0,3.5,3.5,0,0,2.5,2,2.5,2,0,0
"3444","symbB1.EST_k37c20_46440|m.87105",NA,"symbB1.EST_k37c20_46440 g.87105  ORF symbB1.EST_k37c20_46440 g.87105 symbB1.EST_k37c20_46440 m.87105 type:3prime_partial len:144 (+) symbB1.EST_k37c20_46440:158-586(+)",0,0.5,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"3445","symbB1.EST_k37c20_4653|m.11115",NA,"symbB1.EST_k37c20_4653 g.11115  ORF symbB1.EST_k37c20_4653 g.11115 symbB1.EST_k37c20_4653 m.11115 type:complete len:1034 (-) symbB1.EST_k37c20_4653:65-3166(-)",0,0,0.5,0,0,0,0.5,0,0,0,0,1.5,0,0,0,1,0.5,0,0,0,0,0,0
"3446","symbB1.EST_k37c20_46923|m.87386",NA,"symbB1.EST_k37c20_46923 g.87386  ORF symbB1.EST_k37c20_46923 g.87386 symbB1.EST_k37c20_46923 m.87386 type:5prime_partial len:255 (+) symbB1.EST_k37c20_46923:1-765(+)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0
"3447","symbB1.EST_k37c20_47040|m.87462",NA,"symbB1.EST_k37c20_47040 g.87462  ORF symbB1.EST_k37c20_47040 g.87462 symbB1.EST_k37c20_47040 m.87462 type:internal len:230 (-) symbB1.EST_k37c20_47040:1-687(-)",0,1.5,0,0.5,0,0,0,2,1.5,1.5,1,0,0,1.5,0,0,0,0,0,0,1,0,0
"3448","symbB1.EST_k37c20_47047|m.87468",NA,"symbB1.EST_k37c20_47047 g.87468  ORF symbB1.EST_k37c20_47047 g.87468 symbB1.EST_k37c20_47047 m.87468 type:internal len:189 (+) symbB1.EST_k37c20_47047:1-564(+)",0,0,0,0,0,0,0,1,0,1.5,1,0,0,0,0.5,0,0,0.5,0.5,1,1,0,0
"3449","symbB1.EST_k37c20_47102|m.87502",NA,"symbB1.EST_k37c20_47102 g.87502  ORF symbB1.EST_k37c20_47102 g.87502 symbB1.EST_k37c20_47102 m.87502 type:complete len:841 (+) symbB1.EST_k37c20_47102:56-2578(+)",0,0,2.5,0,0,1.5,5,0,0,0,0,2,2,0,0,1,5,0,0,0,0,0.5,1.5
"3450","symbB1.EST_k37c20_47206|m.87566",NA,"symbB1.EST_k37c20_47206 g.87566  ORF symbB1.EST_k37c20_47206 g.87566 symbB1.EST_k37c20_47206 m.87566 type:5prime_partial len:331 (+) symbB1.EST_k37c20_47206:3-995(+)",1.33333333333333,1.5,1.5,1,3,0.5,0,1,0,3.5,1.5,0,2,2,1,0,0.5,2,0.5,2.5,1,0,1
"3451","symbB1.EST_k37c20_47208|m.87569",NA,"symbB1.EST_k37c20_47208 g.87569  ORF symbB1.EST_k37c20_47208 g.87569 symbB1.EST_k37c20_47208 m.87569 type:5prime_partial len:118 (-) symbB1.EST_k37c20_47208:102-455(-)",1,0,1.5,0,2,2,2,2,1,2,1.5,0.5,0.5,1.5,0.5,0,2.5,0.5,1,1,1,0,1
