Protein,Len,HS1,HS2,HS3,HD1,HD2,HD3,LogFldChng-K34-K36vsK37-K39,Zstat-K34-K36vsK37-K39,fdr-K34-K36vsK37-K39,FDRup-K34-K36vsK37-K39,FDRdown-K34-K36vsK37-K39,DEFLINE
symbB1.EST_k37c20_2935|m.6930,230,0,5,3,2,0,3,-0.467,-0.9002,1,0.925005,1,symbB1.EST_k37c20_2935 g.6930  ORF symbB1.EST_k37c20_2935 g.6930 symbB1.EST_k37c20_2935 m.6930 type:complete len:230 (-) symbB1.EST_k37c20_2935:545-1234(-)
symbB1.EST_k37c20_2935|m.6931,199,2,7,3,5,6,4,0.229,0.5825,1,1,0.898436,symbB1.EST_k37c20_2935 g.6931  ORF symbB1.EST_k37c20_2935 g.6931 symbB1.EST_k37c20_2935 m.6931 type:complete len:199 (-) symbB1.EST_k37c20_2935:16-612(-)
symbB1.EST_k37c20_2935|m.6933,102,0,2,1,0,0,0,-0.388,-0.4723,1,0.838919,1,symbB1.EST_k37c20_2935 g.6933  ORF symbB1.EST_k37c20_2935 g.6933 symbB1.EST_k37c20_2935 m.6933 type:5prime_partial len:102 (-) symbB1.EST_k37c20_2935:1336-1641(-)
symbB1.EST_k37c20_2950|m.6958,569,0,0,0,0,0,0,-0.142,-0.1591,0.551379,0.884711,1,symbB1.EST_k37c20_2950 g.6958  ORF symbB1.EST_k37c20_2950 g.6958 symbB1.EST_k37c20_2950 m.6958 type:5prime_partial len:569 (+) symbB1.EST_k37c20_2950:1-1707(+)
symbB1.EST_k37c20_2950|m.6962,105,0,0,0,0,0,0,-0.095,-0.1018,0.530718,0.918153,0.99336,symbB1.EST_k37c20_2950 g.6962  ORF symbB1.EST_k37c20_2950 g.6962 symbB1.EST_k37c20_2950 m.6962 type:3prime_partial len:106 (+) symbB1.EST_k37c20_2950:1760-2074(+)
symbB1.EST_k37c20_2962|m.7004,867,0,0,0,0,0,0,-0.012,-0.0129,0.532754,0.987169,0.928422,symbB1.EST_k37c20_2962 g.7004  ORF symbB1.EST_k37c20_2962 g.7004 symbB1.EST_k37c20_2962 m.7004 type:5prime_partial len:867 (-) symbB1.EST_k37c20_2962:32-2632(-)
symbB1.EST_k37c20_2976|m.7040,656,0,1,0,0,0,0,0.01,0.0118,0.540693,1,0.914474,symbB1.EST_k37c20_2976 g.7040  ORF symbB1.EST_k37c20_2976 g.7040 symbB1.EST_k37c20_2976 m.7040 type:5prime_partial len:656 (+) symbB1.EST_k37c20_2976:2-1969(+)
symbB1.EST_k37c20_30030|m.64379,879,0,0,0,0,0,0,-0.02,-0.0253,0.53,0.975201,0.937077,symbB1.EST_k37c20_30030 g.64379  ORF symbB1.EST_k37c20_30030 g.64379 symbB1.EST_k37c20_30030 m.64379 type:5prime_partial len:879 (-) symbB1.EST_k37c20_30030:123-2759(-)
symbB1.EST_k37c20_30052|m.64411,370,0,1,0,0,0,0,-0.116,-0.1265,0.537454,0.901258,1,symbB1.EST_k37c20_30052 g.64411  ORF symbB1.EST_k37c20_30052 g.64411 symbB1.EST_k37c20_30052 m.64411 type:5prime_partial len:370 (-) symbB1.EST_k37c20_30052:71-1180(-)
symbB1.EST_k37c20_30145|m.64597,245,0,0,0,0,1,0,-0.125,-0.1457,0.54495,0.891743,1,symbB1.EST_k37c20_30145 g.64597  ORF symbB1.EST_k37c20_30145 g.64597 symbB1.EST_k37c20_30145 m.64597 type:5prime_partial len:245 (+) symbB1.EST_k37c20_30145:1-735(+)
symbB1.EST_k37c20_3016|m.7153,218,0,0,0,0,1,0,-0.038,-0.0446,0.527315,0.96091,0.94859,symbB1.EST_k37c20_3016 g.7153  ORF symbB1.EST_k37c20_3016 g.7153 symbB1.EST_k37c20_3016 m.7153 type:5prime_partial len:218 (-) symbB1.EST_k37c20_3016:33-686(-)
symbB1.EST_k37c20_3027|m.7190,362,0,2,7,0,0,0,-1.358,-1.9414,0.755378,0.994945,0.212721,symbB1.EST_k37c20_3027 g.7190  ORF symbB1.EST_k37c20_3027 g.7190 symbB1.EST_k37c20_3027 m.7190 type:5prime_partial len:362 (+) symbB1.EST_k37c20_3027:3-1088(+)
symbB1.EST_k37c20_30343|m.64968,434,0,0,0,0,0,0,-0.018,-0.0192,0.531254,0.981127,0.932687,symbB1.EST_k37c20_30343 g.64968  ORF symbB1.EST_k37c20_30343 g.64968 symbB1.EST_k37c20_30343 m.64968 type:complete len:434 (-) symbB1.EST_k37c20_30343:249-1550(-)
symbB1.EST_k37c20_3045|m.7223,570,0,3,1,5,1,1,0.283,0.4574,1,1,0.872485,symbB1.EST_k37c20_3045 g.7223  ORF symbB1.EST_k37c20_3045 g.7223 symbB1.EST_k37c20_3045 m.7223 type:complete len:570 (-) symbB1.EST_k37c20_3045:308-2017(-)
symbB1.EST_k37c20_3066|m.7286,202,0,0,0,1,0,0,0.008,0.0088,0.53955,1,0.916374,symbB1.EST_k37c20_3066 g.7286  ORF symbB1.EST_k37c20_3066 g.7286 symbB1.EST_k37c20_3066 m.7286 type:complete len:202 (+) symbB1.EST_k37c20_3066:103-708(+)
symbB1.EST_k37c20_3070|m.7296,138,0,0,0,0,0,0,-0.056,-0.0658,0.526607,0.942189,0.965992,symbB1.EST_k37c20_3070 g.7296  ORF symbB1.EST_k37c20_3070 g.7296 symbB1.EST_k37c20_3070 m.7296 type:3prime_partial len:139 (-) symbB1.EST_k37c20_3070:3-416(-)
symbB1.EST_k37c20_3072|m.7306,173,2,9,0,20,16,0,1.118,3.3357,0.004271,0.00055,0.973531,symbB1.EST_k37c20_3072 g.7306  ORF symbB1.EST_k37c20_3072 g.7306 symbB1.EST_k37c20_3072 m.7306 type:complete len:173 (-) symbB1.EST_k37c20_3072:119-637(-)
symbB1.EST_k37c20_30894|m.65929,282,0,0,0,0,0,0,0.013,0.0143,0.541681,1,0.912603,symbB1.EST_k37c20_30894 g.65929  ORF symbB1.EST_k37c20_30894 g.65929 symbB1.EST_k37c20_30894 m.65929 type:internal len:283 (-) symbB1.EST_k37c20_30894:1-846(-)
symbB1.EST_k37c20_3101|m.7360,126,0,0,0,0,0,0,-0.122,-0.1353,0.540644,0.897354,1,symbB1.EST_k37c20_3101 g.7360  ORF symbB1.EST_k37c20_3101 g.7360 symbB1.EST_k37c20_3101 m.7360 type:5prime_partial len:126 (+) symbB1.EST_k37c20_3101:1-378(+)
symbB1.EST_k37c20_31197|m.66423,243,2,3,4,8,6,2,0.507,1.268,1,0.515108,0.99376,symbB1.EST_k37c20_31197 g.66423  ORF symbB1.EST_k37c20_31197 g.66423 symbB1.EST_k37c20_31197 m.66423 type:5prime_partial len:243 (+) symbB1.EST_k37c20_31197:1-729(+)
symbB1.EST_k37c20_3137|m.7441,137,0,3,0,0,1,0,-0.722,-0.9161,1,0.928255,1,symbB1.EST_k37c20_3137 g.7441  ORF symbB1.EST_k37c20_3137 g.7441 symbB1.EST_k37c20_3137 m.7441 type:complete len:137 (-) symbB1.EST_k37c20_3137:112-522(-)
symbB1.EST_k37c20_3138|m.7442,296,1,5,4,8,3,2,0.263,0.6329,1,1,0.909383,symbB1.EST_k37c20_3138 g.7442  ORF symbB1.EST_k37c20_3138 g.7442 symbB1.EST_k37c20_3138 m.7442 type:5prime_partial len:296 (-) symbB1.EST_k37c20_3138:476-1363(-)
symbB1.EST_k37c20_3145|m.7462,992,0,0,0,2,0,0,0.377,0.441,1,1,0.869365,symbB1.EST_k37c20_3145 g.7462  ORF symbB1.EST_k37c20_3145 g.7462 symbB1.EST_k37c20_3145 m.7462 type:5prime_partial len:992 (+) symbB1.EST_k37c20_3145:1-2976(+)
symbB1.EST_k37c20_3150|m.7481,449,0,0,0,0,0,0,-0.079,-0.0899,0.528618,0.925027,0.984848,symbB1.EST_k37c20_3150 g.7481  ORF symbB1.EST_k37c20_3150 g.7481 symbB1.EST_k37c20_3150 m.7481 type:5prime_partial len:449 (+) symbB1.EST_k37c20_3150:2-1348(+)
symbB1.EST_k37c20_3155|m.7489,688,0,0,0,0,0,0,0.036,0.0396,0.553661,1,0.900388,symbB1.EST_k37c20_3155 g.7489  ORF symbB1.EST_k37c20_3155 g.7489 symbB1.EST_k37c20_3155 m.7489 type:5prime_partial len:688 (-) symbB1.EST_k37c20_3155:125-2188(-)
symbB1.EST_k37c20_31582|m.67089,257,0,0,0,0,0,0,-0.02,-0.0211,0.530837,0.978148,0.934869,symbB1.EST_k37c20_31582 g.67089  ORF symbB1.EST_k37c20_31582 g.67089 symbB1.EST_k37c20_31582 m.67089 type:5prime_partial len:257 (+) symbB1.EST_k37c20_31582:1-771(+)
symbB1.EST_k37c20_31635|m.67185,172,0,0,0,0,0,0,-0.027,-0.0312,0.528969,0.969393,0.941591,symbB1.EST_k37c20_31635 g.67185  ORF symbB1.EST_k37c20_31635 g.67185 symbB1.EST_k37c20_31635 m.67185 type:complete len:172 (+) symbB1.EST_k37c20_31635:53-568(+)
symbB1.EST_k37c20_319|m.681,429,0,3,0,13,5,2,1.403,2.8486,0.044478,0.004913,0.980802,symbB1.EST_k37c20_319 g.681  ORF symbB1.EST_k37c20_319 g.681 symbB1.EST_k37c20_319 m.681 type:complete len:429 (+) symbB1.EST_k37c20_319:58-1344(+)
symbB1.EST_k37c20_3194|m.7561,532,5,17,4,19,11,8,0.358,1.4099,1,0.396282,0.998676,symbB1.EST_k37c20_3194 g.7561  ORF symbB1.EST_k37c20_3194 g.7561 symbB1.EST_k37c20_3194 m.7561 type:5prime_partial len:532 (+) symbB1.EST_k37c20_3194:2-1597(+)
symbB1.EST_k37c20_32400|m.68510,739,0,0,0,1,0,1,-0.071,-0.0791,0.527343,0.932189,0.976592,symbB1.EST_k37c20_32400 g.68510  ORF symbB1.EST_k37c20_32400 g.68510 symbB1.EST_k37c20_32400 m.68510 type:5prime_partial len:739 (+) symbB1.EST_k37c20_32400:3-2219(+)
symbB1.EST_k37c20_32552|m.68767,1170,0,1,6,0,0,0,-1.143,-1.5226,1,0.991542,0.495057,symbB1.EST_k37c20_32552 g.68767  ORF symbB1.EST_k37c20_32552 g.68767 symbB1.EST_k37c20_32552 m.68767 type:5prime_partial len:1170 (-) symbB1.EST_k37c20_32552:115-3624(-)
symbB1.EST_k37c20_32715|m.69044,682,0,0,0,0,0,0,-0.088,-0.1025,0.530861,0.91593,0.996248,symbB1.EST_k37c20_32715 g.69044  ORF symbB1.EST_k37c20_32715 g.69044 symbB1.EST_k37c20_32715 m.69044 type:5prime_partial len:682 (+) symbB1.EST_k37c20_32715:2-2047(+)
symbB1.EST_k37c20_32814|m.69243,328,0,0,0,0,0,0,-0.036,-0.0389,0.52791,0.963706,0.946226,symbB1.EST_k37c20_32814 g.69243  ORF symbB1.EST_k37c20_32814 g.69243 symbB1.EST_k37c20_32814 m.69243 type:complete len:328 (-) symbB1.EST_k37c20_32814:19-1002(-)
symbB1.EST_k37c20_3283|m.7800,496,18,15,8,25,16,9,0.181,0.7897,1,1,0.940483,symbB1.EST_k37c20_3283 g.7800  ORF symbB1.EST_k37c20_3283 g.7800 symbB1.EST_k37c20_3283 m.7800 type:5prime_partial len:496 (-) symbB1.EST_k37c20_3283:145-1632(-)
symbB1.EST_k37c20_3290|m.7815,311,0,0,0,0,0,0,-0.037,-0.0446,0.527315,0.96091,0.94859,symbB1.EST_k37c20_3290 g.7815  ORF symbB1.EST_k37c20_3290 g.7815 symbB1.EST_k37c20_3290 m.7815 type:internal len:312 (+) symbB1.EST_k37c20_3290:3-935(+)
symbB1.EST_k37c20_3301|m.7882,342,0,0,0,0,0,0,-0.084,-0.0994,0.530233,0.918155,0.993357,symbB1.EST_k37c20_3301 g.7882  ORF symbB1.EST_k37c20_3301 g.7882 symbB1.EST_k37c20_3301 m.7882 type:3prime_partial len:343 (+) symbB1.EST_k37c20_3301:112-1137(+)
symbB1.EST_k37c20_3323|m.7920,437,0,0,0,0,0,0,-0.12,-0.1347,0.540415,0.897356,1,symbB1.EST_k37c20_3323 g.7920  ORF symbB1.EST_k37c20_3323 g.7920 symbB1.EST_k37c20_3323 m.7920 type:3prime_partial len:438 (+) symbB1.EST_k37c20_3323:201-1511(+)
symbB1.EST_k37c20_3326|m.7935,316,0,8,0,8,13,7,1.047,2.7253,0.073433,0.008152,0.982561,symbB1.EST_k37c20_3326 g.7935  ORF symbB1.EST_k37c20_3326 g.7935 symbB1.EST_k37c20_3326 m.7935 type:internal len:317 (-) symbB1.EST_k37c20_3326:3-950(-)
symbB1.EST_k37c20_3355|m.8002,163,0,0,0,1,0,0,-0.116,-0.1395,0.542308,0.89545,1,symbB1.EST_k37c20_3355 g.8002  ORF symbB1.EST_k37c20_3355 g.8002 symbB1.EST_k37c20_3355 m.8002 type:5prime_partial len:163 (-) symbB1.EST_k37c20_3355:226-714(-)
symbB1.EST_k37c20_3362|m.8010,1893,3,0,0,0,0,3,-0.041,-0.0678,0.526659,0.942189,0.965992,symbB1.EST_k37c20_3362 g.8010  ORF symbB1.EST_k37c20_3362 g.8010 symbB1.EST_k37c20_3362 m.8010 type:5prime_partial len:1893 (-) symbB1.EST_k37c20_3362:7-5685(-)
symbB1.EST_k37c20_33663|m.70659,599,0,0,0,0,0,0,-0.05,-0.0583,0.526588,0.947381,0.960869,symbB1.EST_k37c20_33663 g.70659  ORF symbB1.EST_k37c20_33663 g.70659 symbB1.EST_k37c20_33663 m.70659 type:5prime_partial len:599 (-) symbB1.EST_k37c20_33663:171-1967(-)
symbB1.EST_k37c20_3367|m.8026,143,0,0,0,0,0,0,-0.115,-0.1289,0.538284,0.901254,1,symbB1.EST_k37c20_3367 g.8026  ORF symbB1.EST_k37c20_3367 g.8026 symbB1.EST_k37c20_3367 m.8026 type:5prime_partial len:143 (-) symbB1.EST_k37c20_3367:54-482(-)
symbB1.EST_k37c20_3378|m.8052,1598,0,3,0,0,0,0,-0.64,-0.8093,1,0.90689,1,symbB1.EST_k37c20_3378 g.8052  ORF symbB1.EST_k37c20_3378 g.8052 symbB1.EST_k37c20_3378 m.8052 type:complete len:1598 (-) symbB1.EST_k37c20_3378:423-5216(-)
symbB1.EST_k37c20_33841|m.70947,216,0,0,0,0,0,0,-0.088,-0.1012,0.530597,0.918154,0.99336,symbB1.EST_k37c20_33841 g.70947  ORF symbB1.EST_k37c20_33841 g.70947 symbB1.EST_k37c20_33841 m.70947 type:5prime_partial len:216 (+) symbB1.EST_k37c20_33841:1-648(+)
symbB1.EST_k37c20_34347|m.71806,223,0,0,0,0,0,0,-0.048,-0.0549,0.526678,0.950024,0.958353,symbB1.EST_k37c20_34347 g.71806  ORF symbB1.EST_k37c20_34347 g.71806 symbB1.EST_k37c20_34347 m.71806 type:5prime_partial len:223 (-) symbB1.EST_k37c20_34347:39-707(-)
symbB1.EST_k37c20_34357|m.71826,522,0,0,0,0,0,0,0.036,0.0413,0.554599,1,0.89876,symbB1.EST_k37c20_34357 g.71826  ORF symbB1.EST_k37c20_34357 g.71826 symbB1.EST_k37c20_34357 m.71826 type:5prime_partial len:522 (-) symbB1.EST_k37c20_34357:69-1634(-)
symbB1.EST_k37c20_34565|m.72199,220,0,0,0,0,0,0,-0.148,-0.1641,0.554033,0.881387,1,symbB1.EST_k37c20_34565 g.72199  ORF symbB1.EST_k37c20_34565 g.72199 symbB1.EST_k37c20_34565 m.72199 type:internal len:221 (+) symbB1.EST_k37c20_34565:2-661(+)
symbB1.EST_k37c20_34664|m.72356,354,0,0,0,0,0,0,-0.004,-0.005,0.534934,0.993321,0.924282,symbB1.EST_k37c20_34664 g.72356  ORF symbB1.EST_k37c20_34664 g.72356 symbB1.EST_k37c20_34664 m.72356 type:5prime_partial len:354 (+) symbB1.EST_k37c20_34664:3-1064(+)
symbB1.EST_k37c20_34811|m.72609,265,0,0,0,0,0,0,-0.059,-0.0665,0.526625,0.942189,0.965992,symbB1.EST_k37c20_34811 g.72609  ORF symbB1.EST_k37c20_34811 g.72609 symbB1.EST_k37c20_34811 m.72609 type:complete len:265 (+) symbB1.EST_k37c20_34811:55-849(+)
symbB1.EST_k37c20_35331|m.73474,716,2,0,0,0,0,1,-0.302,-0.3565,0.78166,0.834237,1,symbB1.EST_k37c20_35331 g.73474  ORF symbB1.EST_k37c20_35331 g.73474 symbB1.EST_k37c20_35331 m.73474 type:5prime_partial len:716 (-) symbB1.EST_k37c20_35331:2152-4299(-)
symbB1.EST_k37c20_35485|m.73684,496,0,3,0,4,1,0,0.14,0.2219,0.767264,1,0.852357,symbB1.EST_k37c20_35485 g.73684  ORF symbB1.EST_k37c20_35485 g.73684 symbB1.EST_k37c20_35485 m.73684 type:5prime_partial len:496 (+) symbB1.EST_k37c20_35485:2-1489(+)
symbB1.EST_k37c20_3550|m.8423,118,0,0,0,0,0,0,-0.059,-0.0675,0.526651,0.942189,0.965992,symbB1.EST_k37c20_3550 g.8423  ORF symbB1.EST_k37c20_3550 g.8423 symbB1.EST_k37c20_3550 m.8423 type:internal len:119 (+) symbB1.EST_k37c20_3550:1-354(+)
symbB1.EST_k37c20_35567|m.73809,393,0,1,0,11,1,9,2.075,3.0879,0.014412,0.00172,0.977275,symbB1.EST_k37c20_35567 g.73809  ORF symbB1.EST_k37c20_35567 g.73809 symbB1.EST_k37c20_35567 m.73809 type:5prime_partial len:393 (+) symbB1.EST_k37c20_35567:3-1181(+)
symbB1.EST_k37c20_35684|m.73990,969,0,0,0,2,0,0,0.337,0.4091,1,1,0.864156,symbB1.EST_k37c20_35684 g.73990  ORF symbB1.EST_k37c20_35684 g.73990 symbB1.EST_k37c20_35684 m.73990 type:5prime_partial len:969 (-) symbB1.EST_k37c20_35684:64-2970(-)
symbB1.EST_k37c20_35694|m.74004,543,0,1,1,0,0,0,-0.056,-0.068,0.526664,0.942189,0.965992,symbB1.EST_k37c20_35694 g.74004  ORF symbB1.EST_k37c20_35694 g.74004 symbB1.EST_k37c20_35694 m.74004 type:5prime_partial len:543 (-) symbB1.EST_k37c20_35694:10-1638(-)
symbB1.EST_k37c20_35923|m.74384,408,1,0,1,1,0,0,-0.139,-0.1551,0.549357,0.886423,1,symbB1.EST_k37c20_35923 g.74384  ORF symbB1.EST_k37c20_35923 g.74384 symbB1.EST_k37c20_35923 m.74384 type:complete len:408 (-) symbB1.EST_k37c20_35923:102-1325(-)
symbB1.EST_k37c20_3607|m.8495,403,0,0,0,0,0,0,-0.088,-0.1026,0.530883,0.91593,0.996249,symbB1.EST_k37c20_3607 g.8495  ORF symbB1.EST_k37c20_3607 g.8495 symbB1.EST_k37c20_3607 m.8495 type:complete len:403 (-) symbB1.EST_k37c20_3607:48-1256(-)
symbB1.EST_k37c20_36108|m.74654,758,0,0,0,0,0,0,-0.137,-0.1555,0.549554,0.886422,1,symbB1.EST_k37c20_36108 g.74654  ORF symbB1.EST_k37c20_36108 g.74654 symbB1.EST_k37c20_36108 m.74654 type:complete len:758 (+) symbB1.EST_k37c20_36108:58-2331(+)
symbB1.EST_k37c20_36431|m.75122,631,0,0,0,0,0,0,0.026,0.0311,0.549231,1,0.903721,symbB1.EST_k37c20_36431 g.75122  ORF symbB1.EST_k37c20_36431 g.75122 symbB1.EST_k37c20_36431 m.75122 type:5prime_partial len:631 (+) symbB1.EST_k37c20_36431:2-1894(+)
symbB1.EST_k37c20_3660|m.8614,703,0,0,0,0,0,0,-0.045,-0.0537,0.526731,0.952698,0.955866,symbB1.EST_k37c20_3660 g.8614  ORF symbB1.EST_k37c20_3660 g.8614 symbB1.EST_k37c20_3660 m.8614 type:complete len:703 (+) symbB1.EST_k37c20_3660:108-2216(+)
symbB1.EST_k37c20_3701|m.8821,518,0,0,0,0,0,0,-0.01,-0.0103,0.533431,0.990235,0.926335,symbB1.EST_k37c20_3701 g.8821  ORF symbB1.EST_k37c20_3701 g.8821 symbB1.EST_k37c20_3701 m.8821 type:5prime_partial len:518 (+) symbB1.EST_k37c20_3701:1-1554(+)
symbB1.EST_k37c20_37157|m.76227,576,1,2,0,0,2,0,-0.022,-0.0303,0.529118,0.972284,0.939317,symbB1.EST_k37c20_37157 g.76227  ORF symbB1.EST_k37c20_37157 g.76227 symbB1.EST_k37c20_37157 m.76227 type:complete len:576 (+) symbB1.EST_k37c20_37157:58-1785(+)
symbB1.EST_k37c20_37308|m.76453,115,0,2,2,2,1,1,-0.273,-0.4074,0.891866,0.833989,1,symbB1.EST_k37c20_37308 g.76453  ORF symbB1.EST_k37c20_37308 g.76453 symbB1.EST_k37c20_37308 m.76453 type:5prime_partial len:115 (+) symbB1.EST_k37c20_37308:1-345(+)
symbB1.EST_k37c20_3735|m.8908,705,4,8,10,9,17,1,0.202,0.7569,1,1,0.934196,symbB1.EST_k37c20_3735 g.8908  ORF symbB1.EST_k37c20_3735 g.8908 symbB1.EST_k37c20_3735 m.8908 type:5prime_partial len:705 (-) symbB1.EST_k37c20_3735:137-2251(-)
symbB1.EST_k37c20_37403|m.76597,647,0,0,0,0,0,0,0.038,0.0466,0.557623,1,0.897172,symbB1.EST_k37c20_37403 g.76597  ORF symbB1.EST_k37c20_37403 g.76597 symbB1.EST_k37c20_37403 m.76597 type:3prime_partial len:648 (-) symbB1.EST_k37c20_37403:1-1941(-)
symbB1.EST_k37c20_3763|m.8967,138,9,11,10,12,10,7,-0.066,-0.2476,0.620599,0.85092,1,symbB1.EST_k37c20_3763 g.8967  ORF symbB1.EST_k37c20_3763 g.8967 symbB1.EST_k37c20_3763 m.8967 type:5prime_partial len:138 (-) symbB1.EST_k37c20_3763:200-613(-)
symbB1.EST_k37c20_379|m.815,143,0,0,0,0,0,0,-0.049,-0.0597,0.526576,0.947381,0.960869,symbB1.EST_k37c20_379 g.815  ORF symbB1.EST_k37c20_379 g.815 symbB1.EST_k37c20_379 m.815 type:5prime_partial len:143 (+) symbB1.EST_k37c20_379:1-429(+)
symbB1.EST_k37c20_3830|m.9127,133,1,2,6,8,2,2,0.278,0.5998,1,1,0.902097,symbB1.EST_k37c20_3830 g.9127  ORF symbB1.EST_k37c20_3830 g.9127 symbB1.EST_k37c20_3830 m.9127 type:complete len:133 (-) symbB1.EST_k37c20_3830:184-582(-)
symbB1.EST_k37c20_38355|m.77925,786,0,0,0,0,0,0,-0.066,-0.0783,0.527271,0.93464,0.973899,symbB1.EST_k37c20_38355 g.77925  ORF symbB1.EST_k37c20_38355 g.77925 symbB1.EST_k37c20_38355 m.77925 type:5prime_partial len:786 (-) symbB1.EST_k37c20_38355:18-2375(-)
symbB1.EST_k37c20_38565|m.78244,205,0,0,0,0,0,0,-0.02,-0.0229,0.530471,0.97815,0.934866,symbB1.EST_k37c20_38565 g.78244  ORF symbB1.EST_k37c20_38565 g.78244 symbB1.EST_k37c20_38565 m.78244 type:5prime_partial len:205 (-) symbB1.EST_k37c20_38565:79-693(-)
symbB1.EST_k37c20_38570|m.78248,100,0,0,0,0,0,0,-0.055,-0.0579,0.526598,0.950024,0.958353,symbB1.EST_k37c20_38570 g.78248  ORF symbB1.EST_k37c20_38570 g.78248 symbB1.EST_k37c20_38570 m.78248 type:5prime_partial len:100 (-) symbB1.EST_k37c20_38570:54-353(-)
symbB1.EST_k37c20_389|m.834,340,0,0,0,0,0,0,-0.133,-0.1494,0.546624,0.889936,1,symbB1.EST_k37c20_389 g.834  ORF symbB1.EST_k37c20_389 g.834 symbB1.EST_k37c20_389 m.834 type:3prime_partial len:341 (+) symbB1.EST_k37c20_389:628-1647(+)
symbB1.EST_k37c20_39215|m.79182,259,0,0,0,0,0,0,-0.046,-0.0522,0.526797,0.952698,0.955867,symbB1.EST_k37c20_39215 g.79182  ORF symbB1.EST_k37c20_39215 g.79182 symbB1.EST_k37c20_39215 m.79182 type:5prime_partial len:259 (+) symbB1.EST_k37c20_39215:3-779(+)
symbB1.EST_k37c20_3961|m.9475,232,0,0,0,1,0,0,0.015,0.0176,0.543039,1,0.910765,symbB1.EST_k37c20_3961 g.9475  ORF symbB1.EST_k37c20_3961 g.9475 symbB1.EST_k37c20_3961 m.9475 type:complete len:232 (+) symbB1.EST_k37c20_3961:2-697(+)
symbB1.EST_k37c20_3980|m.9525,2418,0,5,3,4,0,0,-0.497,-0.9231,1,0.929533,1,symbB1.EST_k37c20_3980 g.9525  ORF symbB1.EST_k37c20_3980 g.9525 symbB1.EST_k37c20_3980 m.9525 type:internal len:2419 (-) symbB1.EST_k37c20_3980:2-7255(-)
symbB1.EST_k37c20_4006|m.9590,256,0,0,0,0,0,0,-0.032,-0.038,0.528013,0.963706,0.946227,symbB1.EST_k37c20_4006 g.9590  ORF symbB1.EST_k37c20_4006 g.9590 symbB1.EST_k37c20_4006 m.9590 type:complete len:256 (+) symbB1.EST_k37c20_4006:83-850(+)
symbB1.EST_k37c20_4032|m.9644,478,0,0,0,0,0,0,0.041,0.0457,0.557101,1,0.897169,symbB1.EST_k37c20_4032 g.9644  ORF symbB1.EST_k37c20_4032 g.9644 symbB1.EST_k37c20_4032 m.9644 type:5prime_partial len:478 (+) symbB1.EST_k37c20_4032:1-1434(+)
symbB1.EST_k37c20_4035|m.9654,194,0,0,0,0,0,0,-0.028,-0.0325,0.528774,0.969394,0.94159,symbB1.EST_k37c20_4035 g.9654  ORF symbB1.EST_k37c20_4035 g.9654 symbB1.EST_k37c20_4035 m.9654 type:internal len:195 (-) symbB1.EST_k37c20_4035:3-584(-)
symbB1.EST_k37c20_40880|m.81403,200,7,10,7,11,5,10,0.079,0.2645,0.858124,1,0.850994,symbB1.EST_k37c20_40880 g.81403  ORF symbB1.EST_k37c20_40880 g.81403 symbB1.EST_k37c20_40880 m.81403 type:complete len:200 (-) symbB1.EST_k37c20_40880:111-710(-)
symbB1.EST_k37c20_409|m.896,1046,0,1,0,0,0,0,-0.103,-0.1245,0.536794,0.903255,1,symbB1.EST_k37c20_409 g.896  ORF symbB1.EST_k37c20_409 g.896 symbB1.EST_k37c20_409 m.896 type:internal len:1047 (+) symbB1.EST_k37c20_409:1-3138(+)
symbB1.EST_k37c20_4165|m.9910,173,2,0,0,0,0,0,-0.355,-0.4601,1,0.837815,1,symbB1.EST_k37c20_4165 g.9910  ORF symbB1.EST_k37c20_4165 g.9910 symbB1.EST_k37c20_4165 m.9910 type:complete len:173 (+) symbB1.EST_k37c20_4165:64-582(+)
symbB1.EST_k37c20_41676|m.82411,481,0,0,0,0,0,0,0.04,0.0445,0.556406,1,0.897166,symbB1.EST_k37c20_41676 g.82411  ORF symbB1.EST_k37c20_41676 g.82411 symbB1.EST_k37c20_41676 m.82411 type:complete len:481 (+) symbB1.EST_k37c20_41676:31-1473(+)
symbB1.EST_k37c20_41757|m.82522,299,0,0,0,0,0,0,0.011,0.0126,0.541002,1,0.914476,symbB1.EST_k37c20_41757 g.82522  ORF symbB1.EST_k37c20_41757 g.82522 symbB1.EST_k37c20_41757 m.82522 type:5prime_partial len:299 (-) symbB1.EST_k37c20_41757:49-945(-)
symbB1.EST_k37c20_41902|m.82682,468,0,0,0,15,0,0,1.88,2.7157,0.076167,0.008496,0.982708,symbB1.EST_k37c20_41902 g.82682  ORF symbB1.EST_k37c20_41902 g.82682 symbB1.EST_k37c20_41902 m.82682 type:3prime_partial len:469 (+) symbB1.EST_k37c20_41902:112-1515(+)
symbB1.EST_k37c20_4223|m.10068,542,0,0,0,0,0,0,-0.095,-0.107,0.531872,0.913736,0.99917,symbB1.EST_k37c20_4223 g.10068  ORF symbB1.EST_k37c20_4223 g.10068 symbB1.EST_k37c20_4223 m.10068 type:internal len:543 (+) symbB1.EST_k37c20_4223:1-1626(+)
symbB1.EST_k37c20_42597|m.83523,1158,0,0,0,0,0,0,0.023,0.0258,0.546677,1,0.907185,symbB1.EST_k37c20_42597 g.83523  ORF symbB1.EST_k37c20_42597 g.83523 symbB1.EST_k37c20_42597 m.83523 type:5prime_partial len:1158 (+) symbB1.EST_k37c20_42597:1-3474(+)
