PROTID,DEFLINE,PN1,PO1,WN31,WO31,OO1,ON2,ON3,ON1,OO2,OO3,OO2,WO31,OO1,ON2,ON3,PN1,PO1,WN31,WO31,OO1,ON2,ON3,PN1,PO1,WN31,OO2,ON1,OO3
m.34029,RWD domain-containing protein 1 OS=Rattus norvegicus GN=Rwdd1 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
symbB1.EST_k37c20_21482|m.48092,symbB1.EST_k37c20_21482 g.48092  ORF symbB1.EST_k37c20_21482 g.48092 symbB1.EST_k37c20_21482 m.48092 type:5prime_partial len:505 (-) symbB1.EST_k37c20_21482:145-1659(-),0,0,0,0,0,2,1,0,0,1,0,0,0,2,1,0,1,0,0,0,1,1,0,2,0,0,0,1
symbB1.EST_k37c20_27278|m.59440,symbB1.EST_k37c20_27278 g.59440  ORF symbB1.EST_k37c20_27278 g.59440 symbB1.EST_k37c20_27278 m.59440 type:complete len:394 (+) symbB1.EST_k37c20_27278:34-1215(+),2,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,0,2,0,0,1,1,1,0,2,0,0,0
m.15457,"Pyruvate dehydrogenase protein X component, mitochondrial OS=Mus musculus GN=Pdhx PE=2 SV=1",0,0,1,0,0,0,2,0,1,1,2,0,0,1,3,1,0,0,1,0,1,2,1,0,0,1,1,1
m.26905,Exonuclease OS=Enterobacteria phage lambda GN=exo PE=1 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
m.7395,Protein CWC15 homolog A OS=Xenopus laevis GN=cwc15-a PE=2 SV=1,2,1,1,0,1,2,1,1,2,1,1,0,2,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
m.37474,m.37474,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,0,0,0
m.7644,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
symbB1.EST_k37c20_26042|m.57123,symbB1.EST_k37c20_26042 g.57123  ORF symbB1.EST_k37c20_26042 g.57123 symbB1.EST_k37c20_26042 m.57123 type:5prime_partial len:629 (-) symbB1.EST_k37c20_26042:35-1921(-),0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
m.1547,EF-hand domain-containing protein D2 OS=Mus musculus GN=Efhd2 PE=1 SV=1,2,4,3,3,3,3,4,2,5,4,4,4,5,4,4,2,4,2,3,3,3,4,3,2,3,3,2,3
m.19469,WD repeat-containing protein 26 OS=Mus musculus GN=Wdr26 PE=2 SV=3,1,0,1,0,0,1,0,1,1,2,0,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0
m.19801,Glutathione peroxidase OS=Schistosoma mansoni GN=GPX1 PE=1 SV=2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
m.5058,Iron/zinc purple acid phosphatase-like protein OS=Danio rerio GN=papl PE=2 SV=1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.20912,Predicted protein OS=Nematostella vectensis GN=v1g243470 PE=4 SV=1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0
m.26896,Poly(ADP-ribose) polymerase pme-5 OS=Caenorhabditis elegans GN=pme-5 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
m.37798,Werner syndrome ATP-dependent helicase homolog OS=Xenopus laevis GN=wrn PE=2 SV=1,1,0,0,1,0,0,1,1,1,1,2,0,1,1,2,2,0,0,0,0,1,2,1,1,1,2,2,2
m.15471,Bactericidal permeability-increasing protein OS=Homo sapiens GN=BPI PE=1 SV=4,2,0,0,0,1,1,1,3,2,2,2,1,1,1,0,2,0,1,1,1,2,0,0,1,1,2,2,3
symbB1.EST_k37c20_23403|m.51979,symbB1.EST_k37c20_23403 g.51979  ORF symbB1.EST_k37c20_23403 g.51979 symbB1.EST_k37c20_23403 m.51979 type:complete len:420 (+) symbB1.EST_k37c20_23403:72-1331(+),1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
symbB1.EST_k37c20_35485|m.73684,symbB1.EST_k37c20_35485 g.73684  ORF symbB1.EST_k37c20_35485 g.73684 symbB1.EST_k37c20_35485 m.73684 type:5prime_partial len:496 (+) symbB1.EST_k37c20_35485:2-1489(+),1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1
symbB1.EST_k37c20_39776|m.79934,symbB1.EST_k37c20_39776 g.79934  ORF symbB1.EST_k37c20_39776 g.79934 symbB1.EST_k37c20_39776 m.79934 type:5prime_partial len:1100 (-) symbB1.EST_k37c20_39776:81-3380(-),0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
symbB1.EST_k37c20_7149|m.16842,symbB1.EST_k37c20_7149 g.16842  ORF symbB1.EST_k37c20_7149 g.16842 symbB1.EST_k37c20_7149 m.16842 type:complete len:796 (+) symbB1.EST_k37c20_7149:70-2457(+),1,1,1,0,2,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1
m.19593,"3_(2_),5_-bisphosphate nucleotidase 1 OS=Rattus norvegicus GN=Bpnt1 PE=1 SV=1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
m.1044,Coiled-coil and C2 domain-containing protein 1-like OS=Drosophila pseudoobscura pseudoobscura GN=GA18377 PE=3 SV=2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.22799,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.23144,m.23144,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.15477,Putative bifunctional amine oxidase DDB_G0291301 OS=Dictyostelium discoideum GN=DDB_G0291301 PE=1 SV=1,0,1,0,0,0,0,0,1,4,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
symbB1.EST_k37c20_17036|m.38818,symbB1.EST_k37c20_17036 g.38818  ORF symbB1.EST_k37c20_17036 g.38818 symbB1.EST_k37c20_17036 m.38818 type:complete len:252 (+) symbB1.EST_k37c20_17036:2-757(+),0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_4940|m.11794,symbB1.EST_k37c20_4940 g.11794  ORF symbB1.EST_k37c20_4940 g.11794 symbB1.EST_k37c20_4940 m.11794 type:complete len:354 (-) symbB1.EST_k37c20_4940:149-1210(-),1,2,2,1,0,1,1,1,1,1,0,2,1,2,1,0,1,0,2,1,1,1,1,2,0,0,1,0
m.3392,Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
symbB1.EST_k37c20_31787|m.67452,symbB1.EST_k37c20_31787 g.67452  ORF symbB1.EST_k37c20_31787 g.67452 symbB1.EST_k37c20_31787 m.67452 type:internal len:840 (+) symbB1.EST_k37c20_31787:2-2518(+),1,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
symbB1.EST_k37c20_49619|m.90205,symbB1.EST_k37c20_49619 g.90205  ORF symbB1.EST_k37c20_49619 g.90205 symbB1.EST_k37c20_49619 m.90205 type:5prime_partial len:209 (+) symbB1.EST_k37c20_49619:2-628(+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
m.1388,"FERM, RhoGEF and pleckstrin domain-containing protein 2 OS=Homo sapiens GN=FARP2 PE=1 SV=3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
m.15491,Mitotic checkpoint protein BUB3 OS=Mus musculus GN=Bub3 PE=2 SV=2,0,1,0,0,1,0,1,1,0,1,0,0,1,0,2,2,0,0,0,0,0,2,1,0,0,0,1,0
m.17244,tRNA selenocysteine 1-associated protein 1 OS=Homo sapiens GN=TRNAU1AP PE=1 SV=1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0
m.33873,Predicted protein OS=Nematostella vectensis GN=v1g216683 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
symbB1.EST_k37c20_18280|m.41505,symbB1.EST_k37c20_18280 g.41505  ORF symbB1.EST_k37c20_18280 g.41505 symbB1.EST_k37c20_18280 m.41505 type:complete len:322 (-) symbB1.EST_k37c20_18280:97-1062(-),0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1
symbB1.EST_k37c20_7353|m.17285,symbB1.EST_k37c20_7353 g.17285  ORF symbB1.EST_k37c20_7353 g.17285 symbB1.EST_k37c20_7353 m.17285 type:5prime_partial len:533 (-) symbB1.EST_k37c20_7353:231-1829(-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
m.321,Signal transducing adapter molecule 2 OS=Homo sapiens GN=STAM2 PE=1 SV=1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1
symbB1.EST_k37c20_40102|m.80407,symbB1.EST_k37c20_40102 g.80407  ORF symbB1.EST_k37c20_40102 g.80407 symbB1.EST_k37c20_40102 m.80407 type:complete len:260 (-) symbB1.EST_k37c20_40102:1122-1901(-),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
m.14921,"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Danio rerio GN=letm1 PE=3 SV=2",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
m.15526,Biliverdin reductase A OS=Mus musculus GN=Blvra PE=2 SV=1,2,1,3,2,1,3,4,3,2,2,3,1,1,3,3,3,1,2,2,2,4,4,2,2,2,4,1,2
m.18002,Putative protein tag-53 OS=Caenorhabditis elegans GN=tag-53 PE=1 SV=3,0,0,2,1,0,2,0,0,0,0,0,1,1,1,1,0,0,0,1,2,0,0,0,1,2,2,1,0
m.35438,m.35438,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
m.9740,Caspase domain-containing protein OS=Xenococcus sp. PCC 7305 GN=Xen7305DRAFT_00036030 PE=4 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
symbB1.EST_k37c20_32314|m.68362,symbB1.EST_k37c20_32314 g.68362  ORF symbB1.EST_k37c20_32314 g.68362 symbB1.EST_k37c20_32314 m.68362 type:3prime_partial len:500 (-) symbB1.EST_k37c20_32314:2-1498(-),1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,1,0,0
symbB1.EST_k37c20_34536|m.72143,symbB1.EST_k37c20_34536 g.72143  ORF symbB1.EST_k37c20_34536 g.72143 symbB1.EST_k37c20_34536 m.72143 type:complete len:224 (-) symbB1.EST_k37c20_34536:120-791(-),1,1,2,0,2,1,1,1,2,2,2,0,2,2,2,1,1,1,0,2,2,1,1,1,2,2,0,0
symbB1.EST_k37c20_26779|m.58489,symbB1.EST_k37c20_26779 g.58489  ORF symbB1.EST_k37c20_26779 g.58489 symbB1.EST_k37c20_26779 m.58489 type:5prime_partial len:651 (-) symbB1.EST_k37c20_26779:53-2005(-),0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
m.15530,N-acetylserotonin O-methyltransferase-like protein OS=Homo sapiens GN=ASMTL PE=1 SV=3,4,3,2,3,2,4,4,6,0,1,0,2,2,3,4,5,3,2,1,1,3,2,5,1,0,0,5,2
m.27591,Uncharacterized protein (Fragment) OS=Rhizophagus irregularis (strain DAOM 181602 / DAOM 197198 / MUCL 43194) GN=GLOINDRAFT_92041 PE=4 SV=1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0
m.3549,Alpha-mannosidase 2C1 OS=Mus musculus GN=Man2c1 PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
m.23708,Zinc finger RNA-binding protein OS=Rattus norvegicus GN=Zfr PE=1 SV=2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.15778,Conodipine-M alpha chain OS=Conus magus PE=1 SV=2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.2066,COMM domain-containing protein 5 OS=Homo sapiens GN=COMMD5 PE=1 SV=1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symbB1.EST_k37c20_38266|m.77784,symbB1.EST_k37c20_38266 g.77784  ORF symbB1.EST_k37c20_38266 g.77784 symbB1.EST_k37c20_38266 m.77784 type:3prime_partial len:306 (+) symbB1.EST_k37c20_38266:81-995(+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
m.15544,Ribonuclease UK114 OS=Capra hircus GN=HRSP12 PE=1 SV=3,3,3,3,2,2,5,4,4,3,4,3,2,3,5,4,4,1,2,1,1,5,5,4,2,2,4,4,3
m.12517,Zinc finger FYVE domain-containing protein 21 OS=Homo sapiens GN=ZFYVE21 PE=1 SV=1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
m.30956,UPF0369 protein C6orf57 homolog OS=Mus musculus PE=2 SV=2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
m.10558,Predicted protein OS=Nematostella vectensis GN=v1g246076 PE=4 SV=1,4,4,1,2,3,2,4,2,3,5,4,2,1,3,4,4,3,2,1,2,3,4,3,3,1,4,2,2
m.15586,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Rattus norvegicus GN=Slc9a3r1 PE=1 SV=3,5,8,8,7,8,7,9,8,8,5,8,6,7,7,8,6,7,7,7,8,6,8,7,8,8,10,6,7
m.19647,Adenylate kinase 8 OS=Xenopus laevis GN=ak8 PE=2 SV=1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1
symbB1.EST_k37c20_20753|m.46572,symbB1.EST_k37c20_20753 g.46572  ORF symbB1.EST_k37c20_20753 g.46572 symbB1.EST_k37c20_20753 m.46572 type:complete len:685 (-) symbB1.EST_k37c20_20753:140-2194(-),0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0
symbB1.EST_k37c20_24073|m.53275,symbB1.EST_k37c20_24073 g.53275  ORF symbB1.EST_k37c20_24073 g.53275 symbB1.EST_k37c20_24073 m.53275 type:complete len:595 (-) symbB1.EST_k37c20_24073:178-1962(-),2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,0,1
symbB1.EST_k37c20_29369|m.63265,symbB1.EST_k37c20_29369 g.63265  ORF symbB1.EST_k37c20_29369 g.63265 symbB1.EST_k37c20_29369 m.63265 type:5prime_partial len:582 (+) symbB1.EST_k37c20_29369:3-1748(+),1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
symbB1.EST_k37c20_56696|m.95177,symbB1.EST_k37c20_56696 g.95177  ORF symbB1.EST_k37c20_56696 g.95177 symbB1.EST_k37c20_56696 m.95177 type:5prime_partial len:333 (+) symbB1.EST_k37c20_56696:3-1001(+),0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0
m.2821,Vacuolar protein sorting-associated protein 18 homolog OS=Danio rerio GN=vps18 PE=2 SV=2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
m.33839,m.33839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
m.1560,T-complex protein 1 subunit theta OS=Gallus gallus GN=CCT8 PE=1 SV=3,11,11,11,11,8,10,9,9,12,9,10,10,11,7,10,13,9,10,9,10,8,8,9,8,9,11,8,7
m.38547,m.38547,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
symbB1.EST_k37c20_26304|m.57570,symbB1.EST_k37c20_26304 g.57570  ORF symbB1.EST_k37c20_26304 g.57570 symbB1.EST_k37c20_26304 m.57570 type:complete len:446 (-) symbB1.EST_k37c20_26304:122-1459(-),0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0
symbB1.EST_k37c20_27345|m.59562,symbB1.EST_k37c20_27345 g.59562  ORF symbB1.EST_k37c20_27345 g.59562 symbB1.EST_k37c20_27345 m.59562 type:3prime_partial len:298 (-) symbB1.EST_k37c20_27345:2-892(-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
m.11561,GA-binding protein alpha chain OS=Mus musculus GN=Gabpa PE=1 SV=2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
symbB1.EST_k37c20_48971|m.89485,symbB1.EST_k37c20_48971 g.89485  ORF symbB1.EST_k37c20_48971 g.89485 symbB1.EST_k37c20_48971 m.89485 type:5prime_partial len:104 (+) symbB1.EST_k37c20_48971:1-312(+),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
symbB1.EST_k37c20_9976|m.23107,symbB1.EST_k37c20_9976 g.23107  ORF symbB1.EST_k37c20_9976 g.23107 symbB1.EST_k37c20_9976 m.23107 type:complete len:967 (+) symbB1.EST_k37c20_9976:116-3016(+),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m.15633,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2,33,22,21,22,24,38,28,33,31,24,24,20,22,38,32,29,22,22,21,26,35,27,29,23,23,26,34,20
m.15693,Drebrin-like protein A OS=Xenopus laevis GN=dbnl-a PE=2 SV=1,10,10,9,9,10,12,11,12,12,11,10,9,8,11,12,11,10,9,10,9,11,13,10,10,7,11,12,10
m.15700,m.15700,2,2,1,3,2,0,3,1,0,1,1,3,1,0,2,3,1,0,2,2,0,2,1,3,0,1,1,2
m.15722,Retinal dehydrogenase 1 OS=Oryctolagus cuniculus GN=ALDH1A1 PE=2 SV=1,14,9,7,8,8,15,12,18,14,13,13,11,9,14,14,1,11,7,7,9,13,12,13,8,7,15,16,11
m.15724,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2,3,2,3,2,3,5,3,4,2,2,1,2,1,3,2,2,0,4,2,3,5,2,3,1,2,3,1,1
m.15750,m.15750,4,3,2,2,3,3,1,6,3,5,4,2,1,4,4,6,1,2,4,1,5,2,8,2,3,5,1,3
m.1576,Collagen alpha-5(VI) chain OS=Mus musculus GN=Col6a5 PE=1 SV=3,5,6,5,6,7,5,7,6,4,7,6,9,7,4,6,6,7,6,8,7,5,6,6,6,5,5,5,7
m.15764,Phosphatidylinositol-binding clathrin assembly protein OS=Rattus norvegicus GN=Picalm PE=1 SV=1,3,2,1,2,1,3,4,1,3,2,3,1,1,4,3,4,1,1,1,1,3,2,3,1,1,2,2,3
m.10575,Grainyhead-like protein 2 homolog OS=Mus musculus GN=Grhl2 PE=2 SV=1,0,0,1,1,3,0,1,0,0,2,0,1,2,0,2,1,0,2,1,2,1,0,1,0,2,0,0,1
m.15803,Purine nucleoside phosphorylase OS=Homo sapiens GN=PNP PE=1 SV=2,3,2,2,1,1,2,2,2,0,2,1,1,1,2,2,4,0,0,1,1,3,3,2,1,2,0,1,2
m.1582,Calbindin-32 OS=Drosophila melanogaster GN=Cbp53E PE=2 SV=1,1,1,0,1,0,0,1,1,1,2,0,0,0,1,1,0,2,1,1,0,1,1,1,2,0,0,0,1
m.15822,Predicted protein OS=Nematostella vectensis GN=v1g244535 PE=4 SV=1,1,1,1,0,0,2,0,2,1,0,2,0,0,2,0,1,0,0,1,0,2,0,0,0,1,0,1,0
m.1583,Phosphoenolpyruvate phosphomutase OS=Mytilus edulis PE=1 SV=3,5,6,6,3,5,4,5,5,8,7,6,6,7,8,6,6,5,5,5,4,7,5,7,4,6,8,8,5
m.15831,m.15831,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
m.15838,Poly(A) RNA polymerase GLD2-B OS=Xenopus laevis GN=papd4-b PE=1 SV=1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
m.15839,GTP-binding protein SAR1b OS=Mus musculus GN=Sar1b PE=1 SV=1,3,3,3,4,3,2,5,1,4,1,4,2,4,4,5,3,4,2,3,5,4,5,2,2,2,5,4,4
m.15850,Tumor necrosis factor alpha-induced protein 8 OS=Gallus gallus GN=TNFAIP8 PE=2 SV=1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1
m.15857,Proteasomal ubiquitin receptor ADRM1 OS=Danio rerio GN=adrm1b PE=1 SV=1,2,2,2,3,2,2,4,3,3,3,3,3,2,2,1,2,2,2,1,2,3,3,2,2,2,3,2,3
m.15899,Sorting nexin-30 OS=Mus musculus GN=Snx30 PE=2 SV=1,3,1,0,0,1,0,2,0,2,2,2,0,0,1,0,1,1,0,0,0,0,1,2,1,1,2,1,0
m.1060,Calmodulin OS=Renilla reniformis PE=1 SV=2,1,1,1,0,1,0,1,1,1,1,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,1,2
m.1592,Serine/threonine-protein kinase HT1 OS=Arabidopsis thaliana GN=HT1 PE=1 SV=1,1,2,0,0,1,1,1,0,1,1,1,0,0,2,1,1,1,0,0,1,3,1,1,0,1,1,2,2
m.15923,Thyroglobulin OS=Bos taurus GN=TG PE=1 SV=1,10,11,12,3,10,11,24,7,13,16,14,3,12,9,21,11,10,13,5,11,6,21,11,12,11,12,5,16
m.1600,5_-methylthioadenosine/S-adenosylhomocysteine nucleosidase OS=Proteus mirabilis (strain HI4320) GN=mtnN PE=3 SV=1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,2,1,1,0,0
m.16009,Laminin subunit alpha-3 OS=Mus musculus GN=Lama3 PE=1 SV=4,6,7,7,8,8,5,6,10,7,9,8,7,5,9,12,6,7,6,5,7,6,11,6,8,5,11,5,10
m.16029,Actin-related protein 10 OS=Mus musculus GN=Actr10 PE=1 SV=2,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,2,0,1
m.16036,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63863 PE=4 SV=1,2,0,3,2,2,5,4,4,3,3,4,0,1,3,3,4,1,3,0,2,4,4,3,0,4,3,4,3
m.16090,Flotillin-1 OS=Drosophila melanogaster GN=Flo-1 PE=2 SV=1,12,8,9,10,7,10,9,8,15,13,7,9,6,7,9,11,9,7,9,7,9,10,10,9,9,11,7,9
m.16099,m.16099,2,0,0,0,0,0,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,0
m.16108,1-aminocyclopropane-1-carboxylate synthase-like protein 1 OS=Takifugu rubripes GN=accs PE=3 SV=1,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,2,1,2,1,1,1,0,0,0
m.16119,"GrpE protein homolog 1, mitochondrial OS=Pongo abelii GN=GRPEL1 PE=2 SV=1",1,1,1,2,1,0,4,1,1,2,2,2,1,2,2,2,1,3,2,0,2,2,2,1,2,0,0,2
m.10621,Creatine kinase B-type OS=Bos taurus GN=CKB PE=2 SV=1,2,3,2,5,1,1,2,4,2,0,3,3,1,1,2,4,4,2,5,1,2,1,3,2,3,3,5,2
m.16132,Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus GN=Camk1d PE=1 SV=2,3,0,1,0,2,3,1,2,2,3,2,1,0,3,1,4,1,0,0,1,1,2,4,0,0,2,1,1
m.16180,Ubiquitin carboxyl-terminal hydrolase 14 OS=Bos taurus GN=USP14 PE=2 SV=3,4,2,2,1,1,4,2,3,2,2,2,3,1,3,2,4,3,2,1,1,2,4,3,2,1,2,4,2
m.16211,Ras suppressor protein 1 OS=Bos taurus GN=RSU1 PE=2 SV=1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
m.16222,"Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Bos taurus GN=GPD2 PE=2 SV=1",1,0,1,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0
m.16224,Uncharacterized methyltransferase-like C25B8.10 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC25B8.10 PE=3 SV=1,1,0,0,0,0,0,2,4,1,0,1,0,0,2,1,1,1,0,1,0,1,1,1,1,1,0,2,1
m.16233,m.16233,7,3,4,2,3,7,5,7,4,6,7,2,4,5,5,5,4,5,3,5,4,6,7,5,6,3,5,4
m.16246,Arsenite methyltransferase OS=Mus musculus GN=As3mt PE=2 SV=2,2,0,0,0,0,2,2,1,2,1,2,0,0,2,2,3,0,0,0,0,3,2,1,0,0,2,1,0
m.16247,Inosine-uridine preferring nucleoside hydrolase OS=Leishmania major GN=NSNH PE=1 SV=3,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1
m.16258,"DNA-directed RNA polymerases I, II, and III subunit RPABC3 OS=Mus musculus GN=Polr2h PE=2 SV=3",1,0,1,1,0,0,1,0,1,1,2,1,1,0,2,1,0,1,1,0,0,1,1,1,0,1,0,1
m.16259,Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_63863 PE=4 SV=1,0,0,0,0,1,0,1,2,1,1,1,0,1,0,1,0,0,0,0,2,1,1,0,1,1,1,0,0
m.10645,m.10645,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,2,1,1,1,0,0,2,1,0,0,1,0,0
m.1626,Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Bos taurus GN=SGTA PE=2 SV=1,4,4,3,2,5,7,4,8,4,6,5,3,3,5,5,4,4,2,3,5,4,4,4,4,3,5,5,4
