"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1626","m.548",221,0,0,1,1,0,0,-0.251,-0.252,1,0.63086,0.899829,"Q3T178","Vacuolar protein sorting-associated protein 28 homolog OS=Bos taurus GN=VPS28 PE=2 SV=1                 "
"1627","m.5484",707,1,1,1,3,2,2,0.615,0.7355,0.020322,0.004007,0.817023,"Q8K0E3","Sodium/myo-inositol cotransporter 2 OS=Mus musculus GN=Slc5a11 PE=2 SV=1                    "
"1628","m.5486",109,1,2,2,0,2,1,-0.453,-0.5026,1,0.736636,0.792038,"P55833","40S ribosomal protein S27 OS=Homarus americanus GN=RPS27 PE=3 SV=2                   "
"1629","m.5487",105,1,1,1,1,1,1,-0.23,-0.216,1,0.6063,0.907293,"P54357","Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1                   "
"1630","m.5493",248,0,0,0,1,0,0,-0.277,-0.2739,1,0.644454,0.89463,"Q99715","Collagen alpha-1(XII) chain OS=Homo sapiens GN=COL12A1 PE=1 SV=2                    "
"1631","m.5494",170,0,1,0,0,0,0,-0.312,-0.2948,0.99995,0.656517,0.889145,NA,NA
"1632","m.550",489,12,9,11,7,6,7,-0.34,-0.6915,0.952498,0.766792,0.590482,"O18728","Fascin-2 OS=Bos taurus GN=FSCN2 PE=2 SV=1                      "
"1633","m.5502",228,6,5,6,2,3,2,-0.809,-1.146,0.234726,0.762608,0.070799,"4765919","Uncharacterized protein OS=Crassostrea gigas GN=CGI_10009549 PE=4 SV=1                     "
"1634","m.5507",231,2,2,1,1,2,1,-0.147,-0.1476,1,0.551695,0.91842,"3278984","Predicted protein OS=Nematostella vectensis GN=v1g245328 PE=4 SV=1                     "
"1635","m.5510",229,4,4,4,6,5,5,0.446,0.7397,0.019538,0.00385,0.816306,NA,NA
"1636","m.5513",246,4,4,3,1,1,2,-0.933,-0.9783,0.503992,0.768899,0.202588,NA,NA
"1637","m.5516",387,5,4,4,4,6,7,0.223,0.3312,0.406564,0.092211,0.903268,"Q3THS6","S-adenosylmethionine synthase isoform type-2 OS=Mus musculus GN=Mat2a PE=2 SV=2                   "
"1638","m.5519",372,0,0,0,1,1,0,-0.339,-0.3216,1,0.670747,0.881268,"P51954","Serine/threonine-protein kinase Nek1 OS=Mus musculus GN=Nek1 PE=1 SV=2                    "
"1639","m.552",338,8,6,4,8,6,11,0.731,1.3609,1.1e-05,2e-06,0.759664,NA,NA
"1640","m.5522",429,3,1,3,1,3,1,-0.628,-0.7406,0.904061,0.769969,0.521422,"Q8VCN5","Cystathionine gamma-lyase OS=Mus musculus GN=Cth PE=1 SV=1                     "
"1641","m.5525",456,10,10,12,10,12,10,-0.107,-0.2423,1,0.624518,0.901966,"Q98TZ8","Flotillin-2a OS=Danio rerio GN=flot2a PE=2 SV=2                      "
"1642","m.5528",192,0,0,0,1,2,1,-0.23,-0.2125,1,0.603761,0.907953,"Q96PK6","RNA-binding protein 14 OS=Homo sapiens GN=RBM14 PE=1 SV=2                    "
"1643","m.5531",219,0,1,0,1,1,0,-0.116,-0.1186,1,0.525371,0.922157,"Q9Y5Z4","Heme-binding protein 2 OS=Homo sapiens GN=HEBP2 PE=1 SV=1                    "
"1644","m.5535",314,3,2,0,3,1,3,0.764,0.9112,0.003455,0.000664,0.791574,"P43509","Cathepsin B-like cysteine proteinase 5 OS=Caenorhabditis elegans GN=cpr-5 PE=2 SV=1                  "
"1645","m.5538",480,14,17,13,18,13,15,0.4,1.0675,0.00058,0.000107,0.776074,"Q8VIF7","Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1                    "
"1646","m.5546",1101,2,3,2,0,0,0,-0.688,-0.7142,0.932123,0.768468,0.55903,"P11024","NAD(P) transhydrogenase mitochondrial OS=Bos taurus GN=NNT PE=1 SV=3                           "
"1647","m.5581",320,3,2,3,3,3,3,0.128,0.1715,0.763062,0.214263,0.928648,"Q924C6","Lysyl oxidase homolog 4 OS=Mus musculus GN=Loxl4 PE=2 SV=2                   "
"1648","m.5582",258,2,2,1,1,1,4,-0.077,-0.0778,1,0.485291,0.926614,"Q7XPW5","Phosphomannomutase OS=Oryza sativa subsp. japonica GN=PMM PE=2 SV=2                    "
"1649","m.5583",175,2,2,2,1,1,3,-0.414,-0.4246,1,0.713942,0.839775,NA,NA
"1650","m.5593",175,0,1,1,2,2,1,0.41,0.4852,0.157913,0.03292,0.868527,"B0SMR8","Hydroxyethylthiazole kinase OS=Leptospira biflexa serovar Patoc (strain Patoc 1 / ATCC 23582 / Paris) GN=thiM PE=3 SV=1           "
"1651","m.56",236,5,6,6,5,4,5,-0.061,-0.105,1,0.512394,0.92374,"Q58DT1","60S ribosomal protein L7 OS=Bos taurus GN=RPL7 PE=2 SV=1                   "
"1652","m.5603",203,0,0,1,1,0,0,-0.289,-0.2847,0.999924,0.650796,0.891863,"P22124","Ras-related protein O-RAL OS=Diplobatis ommata PE=2 SV=1                     "
"1653","m.5606",190,0,2,1,1,2,2,0.066,0.0646,0.929966,0.327809,0.934092,"Q9D3D9","ATP synthase subunit delta mitochondrial OS=Mus musculus GN=Atp5d PE=1 SV=1                           "
"1654","m.5611",317,7,8,8,10,11,10,0.402,0.8356,0.007638,0.001487,0.801405,NA,NA
"1655","m.5613",134,3,6,4,3,4,4,-0.147,-0.2131,1,0.604198,0.907841,"Q99PD4","Actin-related protein 3-Feb complex subunit 1A OS=Rattus norvegicus GN=Arpc1a PE=2 SV=1                 "
"1656","m.5618",330,1,1,1,3,3,2,0.64,0.7286,0.021671,0.004277,0.818211,"Q32LQ4","Betaine--homocysteine S-methyltransferase 1 OS=Danio rerio GN=bhmt PE=2 SV=1                    "
"1657","m.5619",199,3,3,2,3,2,2,0.392,0.5152,0.127443,0.026304,0.861634,NA,NA
"1658","m.5620",959,0,0,0,0,0,1,-0.265,-0.2695,1,0.641802,0.895718,"Q67E01","Dual serine/threonine and tyrosine protein kinase OS=Xenopus laevis GN=dstyk PE=2 SV=1                 "
"1659","m.5623",526,0,1,0,0,0,0,-0.308,-0.3078,1,0.663589,0.885449,"O88327","Alpha-catulin OS=Mus musculus GN=Ctnnal1 PE=2 SV=1                      "
"1660","m.5624",813,7,7,4,5,4,3,0.254,0.409,0.261042,0.056224,0.886165,"Q9EQH3","Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1                  "
"1661","m.5628",431,11,11,8,16,13,16,0.781,1.8745,0,0,0.749981,"Q8IDX6","Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1                "
"1662","m.5634",149,5,6,5,3,2,4,-0.401,-0.5747,1,0.751742,0.730439,NA,NA
"1663","m.5644",430,7,5,5,10,7,7,0.78,1.5222,1e-06,0,0.754823,"P04181","Ornithine aminotransferase mitochondrial OS=Homo sapiens GN=OAT PE=1 SV=1                           "
"1664","m.5659",127,3,3,4,3,3,4,-0.132,-0.1852,1,0.583018,0.912748,"O57592","60S ribosomal protein L7a OS=Takifugu rubripes GN=rpl7a PE=3 SV=3                   "
"1665","m.5664",242,11,10,9,12,15,10,0.396,0.878,0.004922,0.000952,0.79569,"P42637","Tropomyosin-1 OS=Schistosoma mansoni PE=2 SV=1                       "
"1666","m.5665",346,5,3,3,5,3,5,0.433,0.6575,0.040989,0.008177,0.831303,"A7RKS5","40S ribosomal protein SA OS=Nematostella vectensis GN=v1g198553 PE=3 SV=1                   "
"1667","m.5669",235,2,1,1,1,1,1,-0.258,-0.2499,1,0.629504,0.9003,"P50429","Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3                     "
"1668","m.5670",433,1,1,1,1,1,1,-0.359,-0.3346,1,0.677171,0.877074,"Q2KHZ9","Glutaryl-CoA dehydrogenase mitochondrial OS=Bos taurus GN=GCDH PE=2 SV=1                           "
"1669","m.5676",297,2,2,2,2,1,2,-0.097,-0.1189,1,0.525653,0.922121,"O00560","Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1                      "
"1670","m.5677",398,1,1,1,1,1,1,-0.231,-0.2233,1,0.611508,0.905879,"Q9JI85","Nucleobindin-2 OS=Rattus norvegicus GN=Nucb2 PE=2 SV=1                      "
"1671","m.5686",252,0,0,0,2,1,1,0.291,0.3139,0.443736,0.10219,0.906784,"Q7M456","Ribonuclease Oy OS=Crassostrea gigas PE=1 SV=1                      "
"1672","m.5689",476,1,1,0,1,1,1,-0.338,-0.3331,1,0.676445,0.877571,"Q9Y243","RAC-gamma serine/threonine-protein kinase OS=Homo sapiens GN=AKT3 PE=1 SV=1                    "
"1673","m.5692",394,1,1,0,0,0,0,-0.435,-0.4217,1,0.712948,0.841239,"P39940","E3 ubiquitin-protein ligase RSP5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RSP5 PE=1 SV=1              "
"1674","m.5696",189,3,3,3,3,3,3,0.108,0.1482,0.808054,0.237385,0.930706,"XP_001628544","predicted protein [Nematostella vectensis]                        "
"1675","m.5712",270,0,0,0,0,0,1,-0.213,-0.2163,1,0.606516,0.907235,"O64700","Urease accessory protein G OS=Arabidopsis thaliana GN=UREG PE=2 SV=1                   "
"1676","m.5724",205,1,2,1,0,0,1,-0.134,-0.1313,1,0.537128,0.920583,"O73817","Proteasome subunit beta type-3 OS=Oncorhynchus mykiss GN=psmb3 PE=2 SV=1                   "
"1677","m.5735",289,0,0,0,1,0,0,-0.229,-0.2378,1,0.621507,0.902925,"A7SN31","S-methyl-5'-thioadenosine phosphorylase OS=Nematostella vectensis GN=v1g214799 PE=3 SV=1                     "
"1678","m.5746",161,7,6,7,6,7,7,0.032,0.0621,0.932594,0.330629,0.934098,"P08991","Histone H2A.V (Fragment) OS=Strongylocentrotus purpuratus GN=H2A.F/Z PE=1 SV=1                    "
"1679","m.5752",384,0,0,0,1,0,0,-0.349,-0.347,1,0.683018,0.872825,"Q3V1L4","Cytosolic purine 5'-nucleotidase OS=Mus musculus GN=Nt5c2 PE=1 SV=2                    "
"1680","m.5753",396,3,3,2,3,2,4,0.33,0.4071,0.264118,0.056943,0.8866,"P54802","Alpha-N-acetylglucosaminidase OS=Homo sapiens GN=NAGLU PE=1 SV=2                      "
"1681","m.5755",241,1,3,2,1,2,2,-0.474,-0.5042,1,0.737027,0.790871,"Q9ULC3","Ras-related protein Rab-23 OS=Homo sapiens GN=RAB23 PE=1 SV=1                    "
"1682","m.579",570,10,10,8,6,7,4,-0.145,-0.2809,0.999945,0.648591,0.892852,"4596768","Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633656 PE=4 SV=1                     "
"1683","m.5798",414,0,0,1,1,0,1,-0.343,-0.349,1,0.683936,0.872116,"3686394","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_68793 PE=4 SV=1                    "
"1684","m.580",344,14,15,13,15,13,14,0.228,0.6046,0.063898,0.012882,0.842,"P05689","Cathepsin Z OS=Bos taurus GN=CTSZ PE=2 SV=2                     "
"1685","m.5803",326,1,2,1,2,2,1,0.23,0.2734,0.53518,0.12861,0.914414,"Q5SW96","Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens GN=LDLRAP1 PE=1 SV=3                "
"1686","m.5804",1293,3,4,4,3,4,4,-0.149,-0.2205,1,0.609524,0.906427,"Q8VDJ3","Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1                      "
"1687","m.5811",486,14,14,14,21,19,13,0.481,1.4512,3e-06,0,0.75669,"Q64727","Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4                      "
"1688","m.5813",899,0,1,1,0,0,0,-0.397,-0.3832,1,0.698607,0.8589,"Q4GZT3","Polycystin-2 OS=Bos taurus GN=PKD2 PE=2 SV=1                      "
"1689","m.5828",1791,4,3,4,4,2,3,-0.004,-0.0068,0.983903,0.408649,0.932218,"Q9Z0R4","Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2                      "
"1690","m.5833",121,2,1,2,0,0,0,-0.724,-0.8159,0.799663,0.771973,0.411908,"Q17RW2","Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=2 SV=2                    "
"1691","m.5839",328,2,4,3,6,1,3,0.571,0.9539,0.002164,0.000412,0.786726,"3272239","Predicted protein OS=Nematostella vectensis GN=v1g241481 PE=4 SV=1                     "
"1692","m.585",748,0,0,0,0,0,1,-0.387,-0.3706,1,0.693423,0.864019,"Q9DDT2","Phosphoinositide 3-kinase adapter protein 1 OS=Gallus gallus GN=PIK3AP1 PE=1 SV=1                  "
"1693","m.5851",386,1,0,0,0,0,0,-0.231,-0.2339,1,0.618863,0.903739,"Q8IVE3","Pleckstrin homology domain-containing family H member 2 OS=Homo sapiens GN=PLEKHH2 PE=2 SV=2                "
"1694","m.5859",199,6,8,9,7,8,7,-0.143,-0.2927,0.999937,0.655344,0.889721,"O88951","Protein lin-7 homolog B OS=Mus musculus GN=Lin7b PE=1 SV=2                   "
"1695","m.5862",284,0,0,0,1,0,0,-0.311,-0.3144,1,0.667057,0.883483,"Q08331","Calretinin OS=Mus musculus GN=Calb2 PE=1 SV=3                      "
"1696","m.5867",472,1,0,0,1,3,1,-0.235,-0.2421,1,0.624385,0.902009,NA,NA
"1697","m.5869",404,0,2,3,2,1,2,-0.37,-0.4499,1,0.72213,0.826127,"Q92734","Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2                     "
"1698","m.5870",1080,5,2,5,4,3,4,-0.093,-0.1513,1,0.554919,0.917906,"P53621","Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2                    "
"1699","m.5881",363,2,2,2,3,2,4,0.285,0.3539,0.360171,0.080255,0.898466,"P16580","Glutamine synthetase OS=Gallus gallus GN=GLUL PE=1 SV=1                     "
"1700","m.5891",357,2,0,0,0,0,0,-0.441,-0.4264,1,0.714553,0.838856,"Q6PGV1","V-type proton ATPase subunit d 1 OS=Danio rerio GN=atp6v0d1 PE=1 SV=1                 "
"1701","m.5892",125,4,4,7,4,5,3,-0.35,-0.6128,0.997918,0.757892,0.689733,"P58374","60S ribosomal protein L30 OS=Branchiostoma belcheri GN=RPL30 PE=3 SV=1                   "
"1702","m.5898",324,0,0,0,0,0,1,-0.327,-0.2939,0.999936,0.656015,0.889392,"Q9Y315","Putative deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2                    "
"1703","m.5900",332,1,0,0,1,1,2,-0.148,-0.1523,1,0.555785,0.917765,NA,NA
"1704","m.5911",687,0,0,0,1,0,1,-0.062,-0.0565,1,0.46307,0.928617,"B5DF89","Cullin-3 OS=Rattus norvegicus GN=Cul3 PE=1 SV=2                      "
"1705","m.592",568,1,2,1,1,1,0,-0.256,-0.2464,1,0.627223,0.901074,"Q6IQE0","Poly(U)-binding-splicing factor PUF60-B OS=Danio rerio GN=puf60b PE=2 SV=2                    "
"1706","m.5921",124,1,0,1,1,1,1,-0.17,-0.1654,1,0.566922,0.91586,"Q8C6K9","Collagen alpha-6(VI) chain OS=Mus musculus GN=Col6a6 PE=1 SV=2                    "
"1707","m.5924",163,0,0,1,0,0,0,-0.389,-0.3966,1,0.703848,0.853112,"Q9Z0J0","Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=2 SV=1                   "
"1708","m.5940",470,10,6,6,7,9,10,0.305,0.547,0.100567,0.020565,0.854464,"O14111","Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2              "
"1709","m.5946",412,1,0,0,2,0,0,0.145,0.1617,0.782485,0.223848,0.929572,"Q08DM7","Neuronal-specific septin-3 OS=Bos taurus GN=SEPT3 PE=2 SV=3                     "
"1710","m.5947",328,3,5,4,5,3,3,0.205,0.3288,0.411634,0.09355,0.903764,"Q32L40","T-complex protein 1 subunit alpha OS=Bos taurus GN=TCP1 PE=1 SV=1                  "
"1711","m.595",591,7,4,4,6,4,4,0.39,0.617,0.057717,0.011605,0.839424,"Q99MD6","Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3                    "
"1712","m.5953",1295,19,17,19,15,14,16,-0.136,-0.4167,1,0.711208,0.843717,"Q9Y4G6","Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4                      "
"1713","m.5961",726,20,21,25,11,10,9,-0.719,-2.1632,1e-06,0.749351,0,"P05165","Propionyl-CoA carboxylase alpha chain mitochondrial OS=Homo sapiens GN=PCCA PE=1 SV=4                           "
"1714","m.5981",145,2,0,2,3,4,2,0.353,0.4563,0.192476,0.040566,0.875229,"Q5RC61","SH3 domain-binding glutamic acid-rich-like protein 3 OS=Pongo abelii GN=SH3BGRL3 PE=3 SV=1                 "
"1715","m.599",163,1,0,1,1,2,2,-0.024,-0.024,0.991183,0.4278,0.93117,"Q9CQ22","Ragulator complex protein LAMTOR1 OS=Mus musculus GN=Lamtor1 PE=1 SV=1                   "
"1716","m.60",320,5,5,5,5,4,4,0.061,0.1034,0.881577,0.284693,0.933298,"Q9ERQ8","Carbonic anhydrase 7 OS=Mus musculus GN=Ca7 PE=1 SV=2                    "
"1717","m.6000",281,7,6,4,6,5,4,0.357,0.5898,0.07201,0.014566,0.845128,NA,NA
"1718","m.6006",339,21,19,19,20,20,20,0.136,0.4479,0.203541,0.043047,0.87718,"P40926","Malate dehydrogenase mitochondrial OS=Homo sapiens GN=MDH2 PE=1 SV=3                           "
"1719","m.6024",399,2,2,1,3,2,2,0.608,0.6937,0.029802,0.00591,0.824447,"A5A6P2","Acid ceramidase OS=Pan troglodytes GN=ASAH1 PE=2 SV=1                     "
"1720","m.6025",191,1,2,2,0,1,0,-0.685,-0.7294,0.916538,0.769388,0.537488,"Q8CFN2","Cell division control protein 42 homolog OS=Rattus norvegicus GN=Cdc42 PE=1 SV=2                 "
"1721","m.604",626,3,2,3,3,6,4,0.208,0.267,0.549977,0.133186,0.915532,NA,NA
"1722","m.6042",807,0,1,1,0,0,0,-0.359,-0.3395,1,0.679514,0.875424,"Q00685","Complement C3 (Fragment) OS=Lampetra japonica GN=C3 PE=2 SV=1                    "
"1723","m.6043",332,0,1,1,0,1,1,-0.191,-0.1865,1,0.584044,0.912533,"Q9H477","Ribokinase OS=Homo sapiens GN=RBKS PE=1 SV=1                      "
"1724","m.6058",1126,0,0,0,0,1,0,-0.171,-0.175,1,0.574837,0.914387,"Q8IDX6","Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1                "
"1725","m.606",401,8,9,8,7,7,6,-0.037,-0.073,1,0.480357,0.927083,"P39790","Extracellular metalloprotease OS=Bacillus subtilis (strain 168) GN=mpr PE=1 SV=1                   "
"1726","m.6062",535,6,10,8,7,7,5,-0.033,-0.0653,1,0.472351,0.927814,"Q4R5E4","Phosphoglucomutase-1 OS=Macaca fascicularis GN=PGM1 PE=2 SV=3                      "
"1727","m.6067",290,5,3,3,2,3,2,-0.208,-0.2686,1,0.641255,0.895938,"Q5FVR2","Thymidine phosphorylase OS=Rattus norvegicus GN=Tymp PE=2 SV=1                     "
"1728","m.6098",224,1,1,0,0,0,0,-0.337,-0.3549,1,0.686605,0.869986,"Q3T075","Syntaxin-8 OS=Bos taurus GN=STX8 PE=2 SV=1                      "
"1729","m.6100",310,1,2,3,0,0,1,-0.942,-0.9757,0.508824,0.768991,0.205372,"P27080","ADPATP carrier protein OS=Chlamydomonas reinhardtii GN=ABT PE=1 SV=1                           "
"1730","m.6106",1183,4,5,6,4,6,6,-0.196,-0.3036,1,0.66134,0.886668,"Q4H4B6","Protein scribble homolog OS=Danio rerio GN=scrib PE=1 SV=1                    "
"1731","m.611",550,1,2,1,0,1,0,-0.108,-0.1082,1,0.515483,0.923376,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"1732","m.612",679,23,24,25,25,26,28,0.09,0.3182,0.434366,0.099638,0.905923,"Q0VCX2","78 kDa glucose-regulated protein OS=Bos taurus GN=HSPA5 PE=2 SV=1                   "
"1733","m.6130",287,9,8,10,5,5,5,-0.548,-1.0555,0.367833,0.76599,0.130301,"Q6BWA5","Inorganic pyrophosphatase OS=Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 83 / IGC 2968) GN=IPP1 PE=3 SV=1      "
"1734","m.6137",829,1,2,2,0,2,0,-0.479,-0.512,1,0.738894,0.785057,"Q9ERG2","Striatin-3 OS=Mus musculus GN=Strn3 PE=1 SV=1                      "
"1735","m.6149",834,7,6,8,6,6,6,-0.093,-0.1831,1,0.581353,0.913092,"Q63617","Hypoxia up-regulated protein 1 OS=Rattus norvegicus GN=Hyou1 PE=1 SV=1                   "
"1736","m.6153",459,2,2,2,1,1,1,-0.563,-0.6151,0.997092,0.758226,0.687096,"P12021","Apomucin (Fragment) OS=Sus scrofa PE=1 SV=2                      "
"1737","m.616",1072,2,4,2,1,3,2,-0.428,-0.4568,1,0.724218,0.822118,"P35032","Trypsin-2 (Fragment) OS=Salmo salar PE=2 SV=1                      "
"1738","m.6160",246,3,2,2,1,2,3,-0.458,-0.5117,1,0.738823,0.785284,NA,NA
"1739","m.6161",297,1,1,2,2,3,2,0.061,0.0737,0.919903,0.317576,0.934025,"P47941","Crk-like protein OS=Mus musculus GN=Crkl PE=1 SV=2                     "
"1740","m.6174",243,12,13,12,15,13,15,0.327,0.8452,0.006924,0.001346,0.800065,"P0CB50","Peroxiredoxin-1 OS=Gallus gallus GN=PRDX1 PE=1 SV=1                      "
"1741","m.6180",693,19,18,16,21,22,24,0.379,1.2362,6.5e-05,1.1e-05,0.765127,"Q90474","Heat shock protein HSP 90-alpha 1 OS=Danio rerio GN=hsp90a.1 PE=1 SV=3                 "
"1742","m.6186",860,2,3,2,0,0,0,-0.726,-0.7308,0.91503,0.769466,0.535487,"Q3SYW2","Complement C2 OS=Bos taurus GN=C2 PE=2 SV=1                     "
"1743","m.6190",936,0,0,0,2,0,2,0.225,0.2467,0.597073,0.14843,0.918897,"O14974","Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1                 "
"1744","m.6192",463,4,5,3,2,2,3,-0.386,-0.5085,1,0.738064,0.787691,"Q9ULV4","Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1                      "
"1745","m.6193",694,4,3,2,4,3,3,0.633,0.8368,0.007545,0.001468,0.801236,"P47820","Angiotensin-converting enzyme OS=Rattus norvegicus GN=Ace PE=2 SV=1                     "
"1746","m.6203",143,5,3,5,3,3,4,-0.375,-0.561,1,0.749242,0.743638,"Q5R7J6","Ubiquitin-conjugating enzyme E2 N OS=Pongo abelii GN=UBE2N PE=2 SV=1                   "
"1747","m.6207",485,2,2,3,1,3,1,-0.733,-0.8235,0.787361,0.772016,0.400953,"P50426","N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1                      "
"1748","m.6212",640,18,19,19,14,14,18,-0.188,-0.5281,1,0.74255,0.772403,"Q6DIF4","WD repeat-containing protein 1 OS=Xenopus tropicalis GN=wdr1 PE=2 SV=1                   "
"1749","m.6219",1290,3,2,1,1,1,1,-0.367,-0.36,1,0.688865,0.868096,"Q14185","Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2                  "
"1750","m.6233",239,0,0,0,0,0,1,-0.215,-0.2077,1,0.600235,0.908841,"Q8HXP6","Superoxide dismutase [Mn] mitochondrial OS=Pongo pygmaeus GN=SOD2 PE=2 SV=3                           "
"1751","m.6235",1030,1,1,1,0,0,1,-0.213,-0.2216,1,0.610306,0.906213,"Q80X50","Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1                    "
"1752","m.6244",213,0,0,0,1,0,1,-0.393,-0.3966,1,0.703848,0.853112,"Q80T32","Probable G-protein coupled receptor 133 OS=Mus musculus GN=Gpr133 PE=2 SV=2                  "
"1753","m.6258",470,1,3,3,2,2,2,-0.311,-0.3856,1,0.699566,0.85789,"Q6INX4","Mitochondrial enolase superfamily member 1 OS=Xenopus laevis GN=enosf1 PE=2 SV=1                  "
"1754","m.6265",202,0,0,0,1,1,0,-0.316,-0.3158,1,0.667782,0.883059,"P22003","Bone morphogenetic protein 5 OS=Homo sapiens GN=BMP5 PE=2 SV=1                   "
"1755","m.6266",564,5,6,5,3,4,1,-0.441,-0.6931,0.951177,0.766923,0.588298,"Q2KJG3","Asparagine--tRNA ligase cytoplasmic OS=Bos taurus GN=NARS PE=2 SV=3                           "
"1756","m.6279",328,0,0,0,1,0,0,-0.435,-0.4464,1,0.721047,0.828112,"3267062","Predicted protein OS=Nematostella vectensis GN=v1g197473 PE=4 SV=1                     "
"1757","m.628",379,2,1,0,0,0,1,-0.287,-0.2815,0.99994,0.648941,0.892697,"Q91447","Dual specificity mitogen-activated protein kinase kinase 1 (Fragment) OS=Serinus canaria GN=MAP2K1 PE=2 SV=1               "
"1758","m.6293",273,0,0,0,1,0,0,-0.263,-0.2599,1,0.635879,0.898015,NA,NA
"1759","m.6313",386,1,0,0,0,0,0,-0.326,-0.3276,1,0.67375,0.879364,"Q26619","cAMP-dependent protein kinase type II regulatory subunit OS=Strongylocentrotus purpuratus PE=2 SV=1                 "
"1760","m.6354",185,2,2,1,3,3,3,0.682,0.7952,0.011453,0.002241,0.807344,"Q640R7","Ras-related protein Rap-1b OS=Xenopus tropicalis GN=rap1b PE=2 SV=1                    "
"1761","m.6361",1066,6,7,5,6,4,4,0.359,0.6138,0.059261,0.011923,0.840085,"Q6P179","Endoplasmic reticulum aminopeptidase 2 OS=Homo sapiens GN=ERAP2 PE=1 SV=2                   "
"1762","m.6363",693,0,0,0,2,1,0,0.158,0.1725,0.761034,0.213297,0.928549,"Q86VP6","Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2                   "
"1763","m.637",726,0,0,0,1,1,1,-0.323,-0.31,1,0.664754,0.8848,"A2VDN6","Splicing factor 3A subunit 1 OS=Bos taurus GN=SF3A1 PE=2 SV=1                  "
"1764","m.6370",313,12,12,12,13,12,13,0.182,0.463,0.183985,0.038673,0.873673,NA,NA
"1765","m.6404",402,1,3,3,2,0,1,-0.545,-0.6942,0.950256,0.767011,0.586793,NA,NA
"1766","m.6408",422,0,1,1,1,1,0,-0.163,-0.1738,1,0.573859,0.914575,"Q5ZK44","Protein FAM172A OS=Gallus gallus GN=FAM172A PE=2 SV=1                     "
"1767","m.6414",454,2,4,3,4,3,3,0.228,0.3274,0.414607,0.094337,0.904052,"Q60865","Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2                      "
"1768","m.644",181,12,9,10,8,12,9,-0.064,-0.1498,1,0.553616,0.918115,"P84079","ADP-ribosylation factor 1 OS=Rattus norvegicus GN=Arf1 PE=1 SV=2                    "
"1769","m.6463",6996,7,6,4,6,4,5,0.441,0.7619,0.01583,0.003111,0.812609,"A2ASS6","Titin OS=Mus musculus GN=Ttn PE=1 SV=1                      "
"1770","m.6490",438,7,7,7,5,1,2,-0.274,-0.4914,1,0.733821,0.799982,"3270643","Predicted protein OS=Nematostella vectensis GN=v1g240575 PE=4 SV=1                     "
"1771","m.6492",285,2,2,2,1,1,1,-0.688,-0.722,0.924329,0.76896,0.548017,"3283494","Predicted protein OS=Nematostella vectensis GN=v1g247680 PE=4 SV=1                     "
"1772","m.6495",278,0,0,0,1,1,1,-0.192,-0.183,1,0.581274,0.913108,"Q8R205","Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1                 "
