"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1972","m.4356",640,3,6,5,5,6,4,0.064,0.1087,0.944281,0.158475,0.893488,"Q7TMK9","Heterogeneous nuclear ribonucleoprotein Q OS=Mus musculus GN=Syncrip PE=1 SV=2                   "
"1973","m.4358",403,5,5,4,8,7,2,0.667,1.2372,9.5e-05,6e-06,0.61258,"Q9H4G4","Golgi-associated plant pathogenesis-related protein 1 OS=Homo sapiens GN=GLIPR2 PE=1 SV=3                  "
"1974","m.4359",370,2,6,1,3,4,2,0.71,0.8069,0.016583,0.00119,0.723241,"Q3ZBV2","ATP-dependent RNA helicase DDX19A OS=Bos taurus GN=DDX19A PE=2 SV=1                   "
"1975","m.4371",294,2,3,0,0,2,1,-0.306,-0.2968,1,0.389716,0.772272,"A8TX70","Collagen alpha-5(VI) chain OS=Homo sapiens GN=COL6A5 PE=1 SV=1                    "
"1976","m.4386",383,14,25,15,26,34,10,0.647,2.1933,0,0,0.505284,"Q9UNW9","RNA-binding protein Nova-2 OS=Homo sapiens GN=NOVA2 PE=1 SV=1                    "
"1977","m.4387",576,6,6,2,4,5,0,0.727,0.9315,0.004403,0.000309,0.685543,NA,NA
"1978","m.4396",851,0,0,0,0,0,2,-0.086,-0.0799,1,0.277451,0.864105,"Q96N67","Dedicator of cytokinesis protein 7 OS=Homo sapiens GN=DOCK7 PE=1 SV=4                  "
"1979","m.44",328,4,7,3,6,6,6,0.633,0.9454,0.003766,0.000263,0.681607,NA,NA
"1980","m.441",423,31,31,18,41,45,25,0.846,2.7959,0,0,0.483099,"P00504","Aspartate aminotransferase cytoplasmic OS=Gallus gallus GN=GOT1 PE=1 SV=3                           "
"1981","m.4415",804,1,3,2,0,0,2,-0.578,-0.5985,0.898294,0.462747,0.442185,"F6R2G2","NLR family CARD domain-containing protein 4 OS=Xenopus tropicalis GN=nlrc4 PE=2 SV=2                 "
"1982","m.4416",678,0,3,1,0,0,0,-0.231,-0.2167,1,0.353991,0.816426,"Q5R416","Catenin alpha-2 OS=Pongo abelii GN=CTNNA2 PE=2 SV=3                     "
"1983","m.4429",352,1,4,0,3,3,0,0.7,0.8307,0.013012,0.00093,0.715728,"Q9BX70","BTB/POZ domain-containing protein 2 OS=Homo sapiens GN=BTBD2 PE=1 SV=1                   "
"1984","m.443",202,0,0,3,0,3,1,-0.862,-0.9524,0.27509,0.472056,0.073722,"P12815","Programmed cell death protein 6 OS=Mus musculus GN=Pdcd6 PE=1 SV=2                  "
"1985","m.444",342,1,0,1,0,0,1,-0.089,-0.0861,1,0.281258,0.862509,"Q2QI47","Usherin OS=Mus musculus GN=Ush2A PE=1 SV=2                      "
"1986","m.4449",151,0,2,2,2,3,2,-0.006,-0.0068,0.996177,0.23122,0.879838,NA,NA
"1987","m.4453",365,7,9,6,5,8,2,-0.101,-0.1847,1,0.3377,0.830255,"Q9NVD7","Alpha-parvin OS=Homo sapiens GN=PARVA PE=1 SV=1                      "
"1988","m.449",162,11,9,6,8,11,8,0.374,0.771,0.023661,0.001708,0.734819,"P62264","40S ribosomal protein S14 OS=Mus musculus GN=Rps14 PE=2 SV=3                   "
"1989","m.450",995,3,1,3,4,0,2,0.273,0.4262,0.340771,0.029957,0.850342,"3273090","Predicted protein OS=Nematostella vectensis GN=v1g242007 PE=4 SV=1                     "
"1990","m.4533",744,1,5,3,1,4,2,-0.805,-0.8717,0.410874,0.472906,0.125159,"Q9R0E1","Procollagen-lysine2-oxoglutarate 5-dioxygenase 3 OS=Mus musculus GN=Plod3 PE=1 SV=1                           "
"1991","m.454",722,1,1,2,2,3,0,-0.25,-0.2752,1,0.380811,0.785678,"Q54IP4","Dual specificity protein kinase shkB OS=Dictyostelium discoideum GN=shkB PE=3 SV=1                  "
"1992","m.4541",228,3,3,1,1,1,1,-0.353,-0.3443,1,0.407406,0.738294,"Q9QZM5","Abl interactor 1 OS=Rattus norvegicus GN=Abi1 PE=1 SV=3                    "
"1993","m.4556",530,5,8,3,3,5,1,-0.035,-0.0463,0.99963,0.256449,0.872026,"A6QLU6","Probable G-protein coupled receptor 133 OS=Bos taurus GN=GPR133 PE=2 SV=1                  "
"1994","m.4558",266,6,0,4,2,0,4,-0.588,-0.7237,0.698258,0.47123,0.27409,"Q6MZM0","Hephaestin-like protein 1 OS=Homo sapiens GN=HEPHL1 PE=2 SV=2                    "
"1995","m.458",572,1,3,1,4,0,2,0.978,1.1032,0.000568,3.8e-05,0.641099,"O89023","Tripeptidyl-peptidase 1 OS=Mus musculus GN=Tpp1 PE=1 SV=2                     "
"1996","m.459",339,10,10,10,16,19,6,0.572,1.3807,1.1e-05,1e-06,0.587171,"Q27245","Putative aminopeptidase W07G4.4 OS=Caenorhabditis elegans GN=W07G4.4 PE=1 SV=1                    "
"1997","m.4593",1009,0,0,0,2,1,1,0.479,0.5424,0.162742,0.012904,0.812688,"Q7PPA5","Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type OS=Anopheles gambiae GN=Ca-P60A PE=3 SV=5                  "
"1998","m.4597",352,0,1,1,2,1,2,0.287,0.2972,0.623751,0.065955,0.881845,"Q6ZN66","Guanylate-binding protein 6 OS=Homo sapiens GN=GBP6 PE=2 SV=1                    "
"1999","m.4598",220,0,3,1,3,1,1,0.715,0.8242,0.01391,0.000995,0.717766,"Q12496","Uncharacterized protein YOL098C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL098C PE=1 SV=1               "
"2000","m.460",402,8,16,9,18,12,9,0.727,1.7107,0,0,0.543617,"Q6P8X1","Sorting nexin-6 OS=Mus musculus GN=Snx6 PE=1 SV=2                     "
"2001","m.461",891,4,2,2,0,3,2,-0.409,-0.4134,1,0.428654,0.676332,"Q60997","Deleted in malignant brain tumors 1 protein OS=Mus musculus GN=Dmbt1 PE=1 SV=2                "
"2002","m.4616",493,0,0,0,1,1,0,-0.195,-0.1791,1,0.334737,0.832484,"Q5R7A7","Serine/threonine-protein kinase Sgk3 OS=Pongo abelii GN=SGK3 PE=2 SV=1                    "
"2003","m.462",353,8,10,6,11,8,6,0.59,1.1829,2e-04,1.3e-05,0.623527,"P82471","Guanine nucleotide-binding protein G(q) subunit alpha OS=Rattus norvegicus GN=Gnaq PE=1 SV=2                 "
"2004","m.4637",291,0,4,5,7,6,3,0.39,0.6928,0.04898,0.003603,0.760899,"Q9EQG7","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5 OS=Mus musculus GN=Enpp5 PE=2 SV=3                  "
"2005","m.4641",249,2,1,3,1,0,2,-1.063,-1.0893,0.115102,0.469824,0.025499,"Q503V9","Poly(U)-specific endoribonuclease-B OS=Danio rerio GN=endoub PE=2 SV=1                     "
"2006","m.4645",459,0,0,0,2,3,0,0.363,0.376,0.444031,0.041475,0.86438,"3274911","Predicted protein OS=Nematostella vectensis GN=v1g243062 PE=4 SV=1                     "
"2007","m.466",178,3,2,4,4,7,4,0.131,0.1982,0.828743,0.108898,0.893569,NA,NA
"2008","m.4694",414,19,23,15,24,20,7,0.505,1.5582,1e-06,0,0.561561,"Q9D8N0","Elongation factor 1-gamma OS=Mus musculus GN=Eef1g PE=1 SV=3                    "
"2009","m.47",1132,0,3,2,0,0,1,-0.638,-0.6415,0.839674,0.466694,0.382245,"P21613","Kinesin heavy chain OS=Doryteuthis pealeii PE=2 SV=1                     "
"2010","m.471",360,1,1,1,0,0,0,-0.132,-0.1397,0.999985,0.313005,0.846715,NA,NA
"2011","m.4724",266,0,0,1,0,1,0,-0.208,-0.1987,1,0.344964,0.82444,"4191201","Putative uncharacterized protein OS=Salpingoeca rosetta (strain ATCC 50818 / BSB-021) GN=PTSG_01084 PE=4 SV=1               "
"2012","m.4728",213,2,0,0,2,4,0,0.465,0.5358,0.17048,0.013582,0.814938,"P29241","ADP-ribosyl cyclase OS=Aplysia californica PE=1 SV=1                      "
"2013","m.473",628,0,2,2,2,4,1,0.231,0.275,0.67417,0.074389,0.885536,"Q5RBM1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Pongo abelii GN=RPN2 PE=2 SV=1                   "
"2014","m.4733",390,1,7,2,5,5,0,0.754,1.0541,0.001048,7.1e-05,0.652874,"Q6NXR0","Interferon-inducible GTPase 5 OS=Homo sapiens GN=IRGC PE=2 SV=1                    "
"2015","m.474",402,0,3,1,3,3,2,0.869,0.8744,0.008224,0.000583,0.702301,"Q9Z0M5","Lysosomal acid lipase/cholesteryl ester hydrolase OS=Mus musculus GN=Lipa PE=2 SV=2                  "
"2016","m.4747",349,20,28,13,19,16,22,0.441,1.2565,7.2e-05,5e-06,0.608877,"P23232","Guanine nucleotide-binding protein subunit beta OS=Loligo forbesi PE=2 SV=1                   "
"2017","m.4759",223,27,30,15,18,34,11,0.289,0.8514,0.010492,0.000747,0.709306,"O43399","Tumor protein D54 OS=Homo sapiens GN=TPD52L2 PE=1 SV=2                    "
"2018","m.4781",617,44,65,34,63,56,26,0.657,3.0911,0,0,0.476697,"Q27331","V-type proton ATPase catalytic subunit A isoform 2 OS=Drosophila melanogaster GN=Vha68-2 PE=1 SV=2               "
"2019","m.4805",113,0,0,0,2,1,0,0.235,0.2497,0.729324,0.084851,0.889009,"Q9NRY5","Protein FAM114A2 OS=Homo sapiens GN=FAM114A2 PE=1 SV=4                     "
"2020","m.481",1150,0,0,0,1,4,7,-0.313,-0.2418,1,0.365978,0.804163,"Q92896","Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2                   "
"2021","m.4855",1250,3,2,1,4,5,1,1.167,1.3571,1.6e-05,1e-06,0.59103,"P02466","Collagen alpha-2(I) chain OS=Rattus norvegicus GN=Col1a2 PE=1 SV=3                    "
"2022","m.4865",531,11,14,12,12,15,11,0.068,0.1668,0.878128,0.125269,0.894678,"Q5U3Q6","Cdc42-interacting protein 4 homolog OS=Danio rerio GN=trip10 PE=2 SV=1                   "
"2023","m.4874",397,0,0,0,0,0,1,-0.367,-0.3352,1,0.404216,0.745312,"P28685","Contactin-2 OS=Gallus gallus GN=CNTN2 PE=1 SV=1                      "
"2024","m.4876",497,26,27,23,35,36,21,0.452,1.6616,0,0,0.549032,NA,NA
"2025","m.4878",331,38,45,25,54,33,36,0.804,3.4738,0,0,0.471039,"Q3T145","Malate dehydrogenase cytoplasmic OS=Bos taurus GN=MDH1 PE=2 SV=3                           "
"2026","m.4884",253,38,32,31,43,43,26,0.373,1.6425,0,0,0.551229,"Q0Z8U2","40S ribosomal protein S3 OS=Sus scrofa GN=RPS3 PE=2 SV=1                   "
"2027","m.4889",468,0,4,0,4,3,0,0.951,1.1758,0.00022,1.4e-05,0.625018,"O75351","Vacuolar protein sorting-associated protein 4B OS=Homo sapiens GN=VPS4B PE=1 SV=2                  "
"2028","m.4892",422,2,1,2,0,3,2,-0.355,-0.3874,1,0.421261,0.701509,"Q5PQS4","PTB domain-containing engulfment adapter protein 1 OS=Rattus norvegicus GN=Gulp1 PE=1 SV=1                 "
"2029","m.4894",508,5,4,2,2,3,1,-0.047,-0.0513,0.999824,0.259608,0.870923,"P38062","Methionine aminopeptidase 2 OS=Rattus norvegicus GN=Metap2 PE=1 SV=2                    "
"2030","m.4897",319,12,17,11,19,23,14,0.615,1.6062,0,0,0.555548,"Q9P784","60S ribosomal protein L4-B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rpl4b PE=3 SV=1              "
"2031","m.4900",202,0,3,0,1,2,2,-0.045,-0.0421,0.999435,0.253787,0.872932,"Q03251","Glycine-rich RNA-binding protein 8 OS=Arabidopsis thaliana GN=RBG8 PE=1 SV=1                   "
"2032","m.4903",2982,1,0,2,1,3,5,-0.332,-0.3298,1,0.402279,0.749359,"E9Q414","Apolipoprotein B-100 OS=Mus musculus GN=Apob PE=1 SV=1                     "
"2033","m.491",248,21,28,16,33,33,18,0.76,2.6264,0,0,0.487681,"Q6QMZ4","60S ribosomal protein L6 OS=Chinchilla lanigera GN=RPL6 PE=2 SV=3                   "
"2034","m.4911",552,123,174,100,158,139,97,0.488,3.5828,0,0,0.469895,"Q5R546","ATP synthase subunit alpha mitochondrial OS=Pongo abelii GN=ATP5A1 PE=2 SV=1                           "
"2035","m.4921",158,15,32,17,30,32,14,0.587,1.9588,0,0,0.520855,"P31399","ATP synthase subunit d mitochondrial OS=Rattus norvegicus GN=Atp5h PE=1 SV=3                           "
"2036","m.4923",315,22,26,20,33,36,19,0.536,1.8376,0,0,0.531069,"P63245","Guanine nucleotide-binding protein subunit beta-2-like 1 OS=Rattus norvegicus GN=Gnb2l1 PE=1 SV=3                 "
"2037","m.4926",159,1,0,0,1,1,1,-0.214,-0.2016,1,0.346442,0.82319,"Q54RA4","Probable iron/ascorbate oxidoreductase DDB_G0283291 OS=Dictyostelium discoideum GN=DDB_G0283291 PE=3 SV=1                   "
"2038","m.4935",224,2,2,0,0,3,2,-0.159,-0.1516,1,0.319726,0.842673,NA,NA
"2039","m.494",400,0,2,0,2,5,2,0.356,0.366,0.466062,0.044129,0.866935,"Q9PTX2","Cold-inducible RNA-binding protein OS=Lithobates catesbeiana GN=cirbp PE=2 SV=1                    "
"2040","m.4943",647,53,79,46,94,102,65,0.754,4.115,0,0,0.465794,"Q9D4D4","Transketolase-like protein 2 OS=Mus musculus GN=Tktl2 PE=2 SV=1                    "
"2041","m.4946",322,4,3,1,4,4,1,1.079,1.2214,0.000119,8e-06,0.615684,"Q8BUL6","Pleckstrin homology domain-containing family A member 1 OS=Mus musculus GN=Plekha1 PE=2 SV=1                "
"2042","m.4958",221,3,4,1,3,3,3,0.818,0.9148,0.005301,0.000373,0.690348,"Q17R06","Ras-related protein Rab-21 OS=Bos taurus GN=RAB21 PE=2 SV=1                    "
"2043","m.4960",840,35,41,29,55,54,42,0.679,3.1258,0,0,0.476063,"Q90705","Elongation factor 2 OS=Gallus gallus GN=EEF2 PE=1 SV=3                    "
"2044","m.4974",208,0,5,4,5,6,2,0.176,0.2667,0.692599,0.077722,0.886763,"Q5RET2","Peptidyl-prolyl cis-trans isomerase FKBP7 OS=Pongo abelii GN=FKBP7 PE=2 SV=1                   "
"2045","m.4978",368,93,109,64,109,108,71,0.515,3.121,0,0,0.476149,"O22263","Protein disulfide-isomerase like 1-Feb OS=Arabidopsis thaliana GN=PDIL2-1 PE=1 SV=1                   "
"2046","m.498",709,1,2,2,3,4,2,0.383,0.4932,0.227163,0.018716,0.829232,"Q5RAZ4","Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Pongo abelii GN=DHX15 PE=2 SV=2                "
"2047","m.4980",256,2,1,0,1,1,0,-0.206,-0.1963,1,0.343733,0.825462,"P53360","TATA-box-binding protein OS=Mesocricetus auratus GN=TBP PE=2 SV=1                     "
"2048","m.4988",204,2,10,4,9,8,8,0.794,1.3848,1.1e-05,1e-06,0.586513,"P61314","60S ribosomal protein L15 OS=Rattus norvegicus GN=Rpl15 PE=1 SV=2                   "
"2049","m.4990",351,7,9,5,12,9,7,0.898,1.6292,0,0,0.552789,"Q9UGV2","Protein NDRG3 OS=Homo sapiens GN=NDRG3 PE=1 SV=2                     "
"2050","m.4998",325,4,0,1,1,0,2,-0.043,-0.044,0.999539,0.254992,0.872525,"Q3ZBY3","Calretinin OS=Bos taurus GN=CALB2 PE=2 SV=1                      "
"2051","m.50",394,6,4,3,2,3,2,-0.351,-0.4467,1,0.437118,0.640654,"O93429","Serotransferrin OS=Paralichthys olivaceus GN=tf PE=2 SV=1                      "
"2052","m.500",227,3,5,4,7,8,1,0.568,0.9014,0.006141,0.000433,0.694261,"Q8N6F8","Williams-Beuren syndrome chromosomal region 27 protein OS=Homo sapiens GN=WBSCR27 PE=2 SV=2                 "
"2053","m.5005",481,31,47,27,45,47,29,0.546,2.3791,0,0,0.496287,"Q63081","Protein disulfide-isomerase A6 OS=Rattus norvegicus GN=Pdia6 PE=1 SV=2                    "
"2054","m.5012",2350,144,261,140,248,208,134,0.575,5.1932,0,0,0.46266,"Q01082","Spectrin beta chain non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2                           "
"2055","m.5017",206,3,3,2,3,3,2,0.245,0.2969,0.624438,0.066064,0.881899,NA,NA
"2056","m.5020",224,11,15,11,22,29,16,0.764,2.0636,0,0,0.513261,"Q90YS3","40S ribosomal protein S2 OS=Ictalurus punctatus GN=rps2 PE=2 SV=1                   "
"2057","m.5022",151,16,20,10,22,16,13,0.847,2.272,0,0,0.501147,"Q95VY2","Translationally-controlled tumor protein homolog OS=Branchiostoma belcheri PE=2 SV=1                    "
"2058","m.5025",257,25,39,25,44,33,22,0.573,2.1619,0,0,0.507079,"P92177","14-3-3 protein epsilon OS=Drosophila melanogaster GN=14-3-3epsilon PE=1 SV=2                    "
"2059","m.5026",617,0,0,1,0,2,2,-0.102,-0.1027,1,0.291325,0.858011,"Q8BMA6","Signal recognition particle subunit SRP68 OS=Mus musculus GN=Srp68 PE=2 SV=2                  "
"2060","m.5028",1007,60,61,35,51,72,33,0.401,1.8077,0,0,0.533846,"Q9WV92","Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1                   "
"2061","m.5030",279,27,39,22,40,26,25,0.622,2.4409,0,0,0.493839,"P25324","Thiosulfate sulfurtransferase OS=Gallus gallus GN=TST PE=1 SV=1                     "
"2062","m.5036",327,5,6,3,2,7,0,-0.187,-0.2283,1,0.359619,0.810922,"Q8WPW2","Probable pyridoxine biosynthesis SNZERR OS=Suberites domuncula GN=SNZERR PE=2 SV=2                   "
"2063","m.504",1022,4,2,2,4,6,0,0.612,0.8319,0.012852,0.000918,0.715353,"Q91W43","Glycine dehydrogenase (decarboxylating) mitochondrial OS=Mus musculus GN=Gldc PE=1 SV=1                           "
"2064","m.5042",675,8,5,5,6,9,3,0.272,0.4684,0.265722,0.022383,0.837289,"Q91ZW7","CD209 antigen-like protein E OS=Mus musculus GN=Cd209e PE=2 SV=1                   "
"2065","m.5045",171,1,0,1,0,2,0,0.091,0.0815,0.964627,0.175054,0.891562,"Q8WYK1","Contactin-associated protein-like 5 OS=Homo sapiens GN=CNTNAP5 PE=2 SV=1                    "
"2066","m.5056",403,16,11,10,11,14,8,0.201,0.4568,0.285181,0.02429,0.840969,"Q9R0R1","Melanotransferrin OS=Mus musculus GN=Mfi2 PE=2 SV=1                      "
"2067","m.506",193,5,4,7,10,8,11,0.414,0.8931,0.006723,0.000475,0.696711,NA,NA
"2068","m.5061",506,16,34,13,22,22,9,0.585,1.6527,0,0,0.550049,"C3YWU0","Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2                      "
"2069","m.5062",346,8,11,7,21,15,16,1.133,2.6788,0,0,0.486181,"P00787","Cathepsin B OS=Rattus norvegicus GN=Ctsb PE=1 SV=2                     "
"2070","m.5064",342,21,19,16,20,14,10,0.279,0.8759,0.008093,0.000574,0.701849,NA,NA
"2071","m.5075",186,1,0,0,0,1,0,-0.151,-0.159,1,0.323839,0.840051,"Q8K4M5","COMM domain-containing protein 1 OS=Mus musculus GN=Commd1 PE=2 SV=2                   "
"2072","m.5076",1105,12,20,16,19,22,16,0.228,0.7071,0.043094,0.003156,0.756054,"P49696","Valine--tRNA ligase OS=Takifugu rubripes GN=vars PE=3 SV=1                     "
"2073","m.508",371,0,7,3,4,12,7,0.448,0.6535,0.068797,0.005131,0.774344,"Q9D1Q6","Endoplasmic reticulum resident protein 44 OS=Mus musculus GN=Erp44 PE=1 SV=1                  "
"2074","m.5080",107,14,16,10,17,17,9,0.618,1.5261,1e-06,0,0.565784,NA,NA
"2075","m.5081",198,24,28,19,22,20,17,0.215,0.6473,0.072466,0.005418,0.776479,"P38976","Ras-like protein RAS2 OS=Hydra vulgaris GN=RAS2 PE=2 SV=1                    "
"2076","m.5087",320,4,6,3,10,6,5,1.098,1.9146,0,0,0.524393,"Q16566","Calcium/calmodulin-dependent protein kinase type IV OS=Homo sapiens GN=CAMK4 PE=1 SV=1                  "
"2077","m.5096",1402,8,10,8,4,15,6,-0.641,-1.169,0.061738,0.468518,0.012529,"Q95209","Sortilin-related receptor OS=Oryctolagus cuniculus GN=SORL1 PE=2 SV=1                     "
"2078","m.5108",251,96,120,76,116,120,63,0.432,2.664,0,0,0.486596,"Q5F3W6","14-3-3 protein gamma OS=Gallus gallus GN=YWHAG PE=1 SV=1                    "
"2079","m.5109",131,6,10,6,13,9,5,0.774,1.671,0,0,0.54797,"Q6NVR1","Alpha-endosulfine OS=Xenopus tropicalis GN=ensa PE=2 SV=1                      "
"2080","m.5113",272,10,12,7,16,12,8,0.867,1.9318,0,0,0.522991,"Q90YS0","40S ribosomal protein S4 OS=Ictalurus punctatus GN=rps4 PE=2 SV=3                   "
"2081","m.5115",549,28,20,16,20,31,15,0.301,0.8581,0.009778,0.000695,0.707251,"Q5SRX1","TOM1-like protein 2 OS=Mus musculus GN=Tom1l2 PE=2 SV=1                    "
"2082","m.5116",342,1,3,1,3,1,0,0.717,0.8379,0.012079,0.000862,0.713482,"3276105","Predicted protein OS=Nematostella vectensis GN=v1g243708 PE=4 SV=1                     "
"2083","m.5120",694,48,61,37,65,67,33,0.563,2.7079,0,0,0.485382,"Q3ZCH0","Stress-70 protein mitochondrial OS=Bos taurus GN=HSPA9 PE=2 SV=1                           "
"2084","m.5125",382,1,2,4,0,4,1,-1.105,-1.3022,0.018007,0.466627,0.003309,"3273662","Predicted protein OS=Nematostella vectensis GN=v1g242327 PE=4 SV=1                     "
"2085","m.5128",376,3,11,4,4,0,7,0.077,0.1199,0.934025,0.151817,0.894034,"3285278","Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g140878 PE=4 SV=1                    "
"2086","m.5142",151,11,7,5,18,11,11,1.353,2.7954,0,0,0.483111,NA,NA
"2087","m.5146",126,10,7,6,6,11,7,0.113,0.1974,0.830121,0.1093,0.893613,"Q6RUV5","Ras-related C3 botulinum toxin substrate 1 OS=Rattus norvegicus GN=Rac1 PE=1 SV=1                 "
"2088","m.5147",416,24,25,12,30,28,14,0.959,2.9782,0,0,0.478931,"Q6XUZ5","Isocitrate dehydrogenase [NADP] cytoplasmic OS=Ovis aries GN=IDH1 PE=2 SV=1                   "
"2089","m.5148",167,3,2,2,4,2,4,0.538,0.7549,0.027632,0.002001,0.740098,"Q9W5U2","Probable chitinase 3 OS=Drosophila melanogaster GN=Cht3 PE=2 SV=2                    "
"2090","m.5150",488,3,3,1,6,6,2,1.566,1.9452,0,0,0.521921,"Q26534","Cathepsin L OS=Schistosoma mansoni GN=CL1 PE=2 SV=1                     "
"2091","m.5161",451,14,14,6,10,18,2,0.634,1.252,7.7e-05,5e-06,0.609732,"C3YWU0","Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2                      "
"2092","m.5163",1400,7,6,0,0,0,0,-0.196,-0.1843,1,0.337489,0.830416,"O42350","Collagen alpha-2(I) chain OS=Lithobates catesbeiana GN=COL1A2 PE=2 SV=1                    "
"2093","m.5172",212,1,1,0,0,3,0,-0.105,-0.1107,1,0.296106,0.855723,"Q9DC70","NADH dehydrogenase [ubiquinone] iron-sulfur protein 7 mitochondrial OS=Mus musculus GN=Ndufs7 PE=1 SV=1                           "
"2094","m.5182",409,30,42,19,33,38,17,0.581,2.0849,0,0,0.511847,"Q86UP6","CUB and zona pellucida-like domain-containing protein 1 OS=Homo sapiens GN=CUZD1 PE=2 SV=1                "
"2095","m.5185",122,0,1,0,3,1,1,0.746,0.8399,0.011831,0.000844,0.712861,"3277618","Predicted protein OS=Nematostella vectensis GN=v1g244535 PE=4 SV=1                     "
"2096","m.5186",242,83,139,74,121,94,64,0.486,3.4554,0,0,0.471248,"Q8WR63","Tropomyosin OS=Trichinella pseudospiralis PE=2 SV=1                       "
"2097","m.5189",253,2,8,1,4,3,5,1.149,1.3747,1.3e-05,1e-06,0.588141,"Q9BW91","ADP-ribose pyrophosphatase mitochondrial OS=Homo sapiens GN=NUDT9 PE=1 SV=1                           "
"2098","m.519",515,24,36,18,29,24,22,0.5,1.7866,0,0,0.535871,"Q8TMI6","23-bisphosphoglycerate-independent phosphoglycerate mutase 1 OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) GN=gpmI1 PE=3 SV=1                           "
"2099","m.5191",2106,2,14,6,1,9,2,-1.192,-1.5704,0.00082,0.46399,0.000136,"Q9NZM1","Myoferlin OS=Homo sapiens GN=MYOF PE=1 SV=1                      "
"2100","m.5196",113,0,1,1,0,2,0,-0.094,-0.0881,1,0.28248,0.861984,"Q5RCP3","N-alpha-acetyltransferase 38 NatC auxiliary subunit OS=Pongo abelii GN=NAA38 PE=3 SV=3                           "
"2101","m.5199",639,3,4,4,6,7,4,0.488,0.7771,0.022294,0.001607,0.732832,"Q15029","116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 PE=1 SV=1                "
"2102","m.5203",1963,0,1,0,0,0,0,-0.198,-0.1946,1,0.342858,0.82618,"Q9U943","Apolipophorins OS=Locusta migratoria PE=1 SV=2                       "
"2103","m.5212",302,0,0,1,1,0,0,-0.248,-0.2219,1,0.356533,0.813992,"C3YFB4","Anamorsin homolog OS=Branchiostoma floridae GN=BRAFLDRAFT_58504 PE=3 SV=1                     "
"2104","m.5216",1018,5,0,2,1,3,3,-0.329,-0.3365,1,0.404678,0.744325,"Q8BKG3","Inactive tyrosine-protein kinase 7 OS=Mus musculus GN=Ptk7 PE=1 SV=1                   "
"2105","m.523",663,3,2,4,2,5,2,-0.513,-0.6447,0.834819,0.466939,0.377833,"Q8BIK4","Dedicator of cytokinesis protein 9 OS=Mus musculus GN=Dock9 PE=2 SV=2                  "
"2106","m.5250",227,3,6,3,24,3,8,2.001,3.3313,0,0,0.472812,"P00921","Carbonic anhydrase 2 OS=Bos taurus GN=CA2 PE=1 SV=3                    "
"2107","m.5253",335,39,82,56,92,55,49,0.533,3.1227,0,0,0.476118,"Q5R2J2","Glyceraldehyde-3-phosphate dehydrogenase OS=Pelodiscus sinensis GN=GAPDH PE=2 SV=1                     "
"2108","m.5256",138,9,12,7,10,9,11,0.439,0.9301,0.004472,0.000314,0.685943,"Q4PM04","60S ribosomal protein L18 OS=Ixodes scapularis GN=RpL18 PE=2 SV=1                   "
"2109","m.5266",746,0,1,0,1,3,2,-0.131,-0.128,1,0.306273,0.850488,"P35224","Catenin beta OS=Urechis caupo PE=2 SV=1                      "
"2110","m.5270",380,8,9,7,5,14,7,-0.183,-0.3437,1,0.407198,0.738764,"O16118","Guanine nucleotide-binding protein G(s) subunit alpha OS=Homarus americanus PE=2 SV=1                  "
"2111","m.5277",148,2,3,0,1,3,0,-0.046,-0.0443,0.999553,0.255182,0.87246,NA,NA
"2112","m.5290",1690,21,18,23,34,36,18,0.438,1.7291,0,0,0.541671,"P39447","Tight junction protein ZO-1 OS=Mus musculus GN=Tjp1 PE=1 SV=2                   "
"2113","m.5296",670,1,3,2,1,5,0,-0.54,-0.538,0.958841,0.454915,0.525922,"Q6DF78","Pyridoxal-dependent decarboxylase domain-containing protein 1 OS=Xenopus laevis GN=pdxdc1 PE=2 SV=1                  "
"2114","m.5305",270,2,14,6,14,6,8,0.83,1.6902,0,0,0.545838,"Q9U9L2","60S ribosomal protein L8 OS=Anopheles gambiae GN=RpL8 PE=2 SV=2                   "
"2115","m.5309",1972,187,266,193,276,277,177,0.382,3.9338,0,0,0.466953,"Q61879","Myosin-10 OS=Mus musculus GN=Myh10 PE=1 SV=2                      "
