"","Protein","Len","S0","S0.1","S0.2","S1","S1.1","S1.2","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown","UniprotID","DEFLINE"
"1885","m.5369",500,6,8,6,3,2,1,-0.609,-1.0176,0.375326,0.851948,0.107042,NA,NA
"1886","m.537",304,2,0,1,0,0,1,-0.679,-0.642,0.967407,0.872652,0.50665,NA,NA
"1887","m.5376",135,1,1,0,1,0,0,-0.332,-0.3055,1,0.771,0.762371,NA,NA
"1888","m.5382",195,2,2,1,2,1,2,0.247,0.2706,0.40799,0.128738,0.818548,NA,NA
"1889","m.5384",568,2,5,3,2,2,1,-0.371,-0.4788,1,0.842651,0.66552,NA,NA
"1890","m.5390",842,4,4,7,5,5,5,-0.237,-0.4322,1,0.82841,0.698152,NA,NA
"1891","m.5398",324,1,1,1,1,1,0,-0.357,-0.3274,1,0.783294,0.753477,NA,NA
"1892","m.5400",164,4,5,5,5,5,5,0.043,0.0718,0.85204,0.349423,0.828629,NA,NA
"1893","m.5403",461,9,9,8,5,7,6,-0.368,-0.6677,0.951451,0.874856,0.476279,NA,NA
"1894","m.5407",595,7,9,8,6,5,5,-0.218,-0.4197,1,0.824056,0.705995,NA,NA
"1895","m.5413",216,0,0,0,1,2,1,-0.177,-0.1834,1,0.678318,0.799165,NA,NA
"1896","m.5415",188,4,5,5,5,2,3,0.014,0.0245,0.921682,0.416403,0.827294,NA,NA
"1897","m.5416",476,1,1,1,1,0,1,-0.406,-0.4027,1,0.817732,0.716082,NA,NA
"1898","m.5422",1121,4,7,7,5,7,7,-0.192,-0.338,1,0.788847,0.748874,NA,NA
"1899","m.5425",415,14,17,14,10,11,10,-0.255,-0.6295,0.973745,0.871342,0.521027,NA,NA
"1900","m.5435",138,1,0,0,0,0,0,-0.424,-0.4011,1,0.817112,0.716998,NA,NA
"1901","m.5439",531,1,1,1,0,0,0,-0.307,-0.3276,1,0.783402,0.753392,NA,NA
"1902","m.5442",167,10,11,10,7,7,8,-0.276,-0.5835,0.99018,0.865151,0.571173,NA,NA
"1903","m.5451",290,2,0,3,1,1,2,-0.862,-0.9022,0.605758,0.867665,0.201211,NA,NA
"1904","m.5457",390,2,1,0,0,0,0,-0.322,-0.3133,1,0.77551,0.759296,NA,NA
"1905","m.5459",641,1,0,1,1,0,0,-0.523,-0.5128,1,0.851296,0.638115,NA,NA
"1906","m.5463",882,50,50,46,46,48,46,0.017,0.0781,0.841046,0.340707,0.828676,NA,NA
"1907","m.5465",622,2,3,4,1,1,2,-1.142,-1.3555,0.036196,0.805296,0.007836,NA,NA
"1908","m.5473",170,0,0,0,1,1,0,-0.445,-0.4278,1,0.826905,0.700955,NA,NA
"1909","m.548",221,1,1,1,0,0,0,-0.243,-0.2504,1,0.734633,0.781419,NA,NA
"1910","m.5484",707,4,2,3,3,1,2,-0.057,-0.0794,0.999224,0.560986,0.817795,NA,NA
"1911","m.5486",109,1,2,2,1,2,0,-0.548,-0.5859,0.989559,0.865527,0.568676,NA,NA
"1912","m.5493",248,0,0,0,0,1,0,-0.373,-0.3947,1,0.814587,0.720606,NA,NA
"1913","m.550",489,17,15,16,13,11,11,-0.095,-0.2557,1,0.738496,0.779777,NA,NA
"1914","m.5502",228,3,6,5,4,5,5,-0.17,-0.2696,1,0.748245,0.775286,NA,NA
"1915","m.5507",231,4,1,2,2,1,1,-0.235,-0.277,1,0.753215,0.772783,NA,NA
"1916","m.5510",229,8,4,7,6,4,5,-0.133,-0.2432,1,0.729253,0.783589,NA,NA
"1917","m.5513",246,4,6,4,1,3,4,-1.037,-1.3015,0.057044,0.811306,0.012849,NA,NA
"1918","m.5516",387,5,6,4,6,7,5,0.451,0.7353,0.012452,0.003125,0.779133,NA,NA
"1919","m.552",338,8,9,11,6,8,5,-0.503,-1.0132,0.383504,0.85261,0.109922,NA,NA
"1920","m.5522",429,3,3,4,3,3,1,-0.215,-0.3026,1,0.769285,0.763489,NA,NA
"1921","m.5525",456,12,12,11,10,8,10,-0.06,-0.1323,1,0.625307,0.809478,NA,NA
"1922","m.5528",192,1,2,0,0,0,2,-0.321,-0.2841,1,0.757844,0.770306,NA,NA
"1923","m.5531",219,0,0,1,1,1,0,-0.354,-0.3377,1,0.788693,0.749007,NA,NA
"1924","m.5534",255,0,0,1,0,0,0,-0.364,-0.3355,1,0.78756,0.749978,NA,NA
"1925","m.5535",314,1,1,1,0,2,0,-0.152,-0.1394,1,0.633214,0.808189,NA,NA
"1926","m.5538",480,16,13,19,17,15,13,-0.038,-0.1103,1,0.5997,0.813201,NA,NA
"1927","m.554",167,0,1,1,0,0,0,-0.389,-0.3663,1,0.802487,0.735565,NA,NA
"1928","m.5544",228,1,1,0,0,0,0,-0.461,-0.3938,1,0.814226,0.721106,NA,NA
"1929","m.5546",1101,6,7,9,3,3,5,-0.951,-1.5358,0.006476,0.790161,0.0012,NA,NA
"1930","m.5581",320,4,4,4,1,3,1,-1.102,-1.2615,0.078459,0.816214,0.018182,NA,NA
"1931","m.5582",258,6,4,5,3,2,1,-0.509,-0.7457,0.875594,0.877602,0.380231,NA,NA
"1932","m.5583",175,4,3,4,3,3,3,-0.233,-0.3392,1,0.789459,0.74834,NA,NA
"1933","m.5593",175,3,3,3,2,1,2,-0.422,-0.5475,0.996983,0.858772,0.606902,NA,NA
"1934","m.56",236,7,6,10,5,5,4,-0.638,-1.1848,0.138122,0.826624,0.03383,NA,NA
"1935","m.5603",203,2,2,1,0,0,1,-0.311,-0.3009,1,0.76827,0.764137,NA,NA
"1936","m.5605",166,1,1,1,0,0,0,-0.377,-0.3737,1,0.805786,0.731827,NA,NA
"1937","m.5606",190,2,3,4,2,1,2,-0.778,-1.0671,0.28941,0.844369,0.078346,NA,NA
"1938","m.5611",317,10,12,12,9,9,9,-0.21,-0.5296,0.998906,0.855083,0.623408,NA,NA
"1939","m.5613",134,5,5,5,5,4,5,0.032,0.0565,0.877085,0.370842,0.82839,"Q99PD4","Actin-related protein 3-Feb complex subunit 1A OS=Rattus norvegicus GN=Arpc1a PE=2 SV=1                 "
"1940","m.5618",330,1,3,2,1,1,1,-0.76,-0.8204,0.762766,0.875097,0.289605,"Q32LQ4","Betaine--homocysteine S-methyltransferase 1 OS=Danio rerio GN=bhmt PE=2 SV=1                    "
"1941","m.5619",199,4,4,2,2,2,1,-0.233,-0.2729,1,0.75048,0.77418,NA,NA
"1942","m.5620",959,2,2,1,0,0,0,-0.337,-0.3627,1,0.800843,0.737343,"Q67E01","Dual serine/threonine and tyrosine protein kinase OS=Xenopus laevis GN=dstyk PE=2 SV=1                 "
"1943","m.5623",526,0,0,1,0,0,0,-0.408,-0.3813,0.999988,0.809065,0.727873,"O88327","Alpha-catulin OS=Mus musculus GN=Ctnnal1 PE=2 SV=1                      "
"1944","m.5624",813,8,6,7,5,6,3,-0.255,-0.456,1,0.836056,0.682172,"Q9EQH3","Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1                  "
"1945","m.5628",431,15,16,12,11,15,14,0.041,0.1032,0.793556,0.306736,0.828573,"Q8IDX6","Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1                "
"1946","m.5634",149,5,7,6,6,5,7,-0.004,-0.007,0.95534,0.461485,0.825396,NA,NA
"1947","m.5643",338,1,3,1,0,0,0,-0.419,-0.4139,1,0.821952,0.709511,"P13086","Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha"
"1948","m.5644",430,14,10,11,9,9,12,-0.082,-0.1873,1,0.681995,0.798273,"P04181","Ornithine aminotransferase"
"1949","m.5659",127,4,4,4,2,3,3,-0.574,-0.7447,0.876842,0.877603,0.381473,"O57592","60S ribosomal protein L7a OS=Takifugu rubripes GN=rpl7a PE=3 SV=3                   "
"1950","m.5664",242,12,12,10,11,12,13,0.204,0.4462,0.133255,0.039513,0.800517,"P42637","Tropomyosin-1 OS=Schistosoma mansoni PE=2 SV=1                       "
"1951","m.5665",346,5,7,7,6,5,8,-0.029,-0.0554,0.98918,0.52906,0.820826,"A7RKS5","40S ribosomal protein SA OS=Nematostella vectensis GN=v1g198553 PE=3 SV=1                   "
"1952","m.5669",235,1,1,1,1,1,1,-0.37,-0.3517,1,0.795658,0.742621,"P50429","Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3                     "
"1953","m.5670",433,1,2,1,0,0,1,-0.449,-0.4374,1,0.830151,0.694779,"Q2KHZ9","Glutaryl-CoA dehydrogenase"
"1954","m.5676",297,3,2,2,2,1,1,-0.23,-0.2452,1,0.730763,0.782993,"O00560","Syntenin-1 OS=Homo sapiens GN=SDCBP PE=1 SV=1                      "
"1955","m.5677",398,2,2,0,1,1,1,-0.372,-0.367,1,0.802804,0.735216,"Q9JI85","Nucleobindin-2 OS=Rattus norvegicus GN=Nucb2 PE=2 SV=1                      "
"1956","m.5679",145,0,0,0,1,1,0,-0.428,-0.4421,1,0.83169,0.691674,NA,NA
"1957","m.5686",252,1,1,1,1,1,0,-0.372,-0.368,1,0.803254,0.734716,"Q7M456","Ribonuclease Oy OS=Crassostrea gigas PE=1 SV=1                      "
"1958","m.5689",476,1,2,3,2,1,2,-0.393,-0.4855,1,0.844462,0.660367,NA,NA
"1959","m.5692",394,1,0,1,1,0,0,-0.45,-0.4539,1,0.835414,0.683639,NA,NA
"1960","m.5696",189,4,3,4,5,3,4,0.231,0.352,0.252838,0.07686,0.810323,NA,NA
"1961","m.5712",270,2,1,1,1,1,0,-0.424,-0.4376,1,0.830217,0.694648,NA,NA
"1962","m.5724",205,1,2,2,1,1,1,-0.751,-0.7814,0.826306,0.876986,0.336218,NA,NA
"1963","m.5735",289,0,1,0,0,0,0,-0.415,-0.4228,1,0.825159,0.704084,NA,NA
"1964","m.5746",161,8,2,8,7,7,6,-0.102,-0.201,1,0.69451,0.795008,NA,NA
"1965","m.5747",202,0,0,1,0,0,0,-0.416,-0.4097,1,0.820394,0.712008,NA,NA
"1966","m.5753",396,2,3,2,2,1,2,-0.266,-0.3069,1,0.77182,0.761826,NA,NA
"1967","m.5755",241,3,3,3,3,1,2,-0.134,-0.1735,1,0.668751,0.80136,NA,NA
"1968","m.578",416,0,1,0,0,0,0,-0.418,-0.3819,0.999995,0.80932,0.727556,NA,NA
"1969","m.579",570,32,27,27,13,12,10,-0.695,-2.1456,1e-06,0.770507,0,"4596768","Uncharacterized protein OS=Amphimedon queenslandica GN=LOC100633656 PE=4 SV=1                     "
"1970","m.5798",414,0,1,1,0,0,0,-0.349,-0.3446,1,0.792178,0.745905,"3686394","Putative uncharacterized protein OS=Branchiostoma floridae GN=BRAFLDRAFT_68793 PE=4 SV=1                    "
"1971","m.580",344,20,21,19,12,10,10,-0.392,-1.1027,0.235472,0.838879,0.061656,"P05689","Cathepsin Z OS=Bos taurus GN=CTSZ PE=2 SV=2                     "
"1972","m.5803",326,2,3,1,3,1,1,0.456,0.5858,0.04564,0.012841,0.788137,"Q5SW96","Low density lipoprotein receptor adapter protein 1 OS=Homo sapiens GN=LDLRAP1 PE=1 SV=3                "
"1973","m.5804",1293,7,6,7,5,5,1,-0.312,-0.582,0.990556,0.864912,0.572727,"Q8VDJ3","Vigilin OS=Mus musculus GN=Hdlbp PE=1 SV=1                      "
"1974","m.5811",486,18,19,19,16,16,15,-0.094,-0.2785,1,0.754204,0.772266,"Q64727","Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4                      "
"1975","m.5813",899,0,0,1,0,0,1,-0.425,-0.3993,1,0.816409,0.718022,"Q4GZT3","Polycystin-2 OS=Bos taurus GN=PKD2 PE=2 SV=1                      "
"1976","m.5828",1791,3,2,4,2,3,3,-0.607,-0.8675,0.675203,0.871324,0.236824,"Q9Z0R4","Intersectin-1 OS=Mus musculus GN=Itsn1 PE=1 SV=2                      "
"1977","m.5833",121,2,2,2,1,2,2,-0.522,-0.514,0.999977,0.851577,0.63709,"Q17RW2","Collagen alpha-1(XXIV) chain OS=Homo sapiens GN=COL24A1 PE=2 SV=2                    "
"1978","m.5839",328,3,4,3,3,2,1,-0.031,-0.0416,0.981529,0.510151,0.822337,"3272239","Predicted protein OS=Nematostella vectensis GN=v1g241481 PE=4 SV=1                     "
"1979","m.585",748,0,0,1,0,0,0,-0.351,-0.3108,1,0.774081,0.760292,"Q9DDT2","Phosphoinositide 3-kinase adapter protein 1 OS=Gallus gallus GN=PIK3AP1 PE=1 SV=1                  "
"1980","m.5859",199,8,7,6,8,6,7,0.324,0.5856,0.045715,0.012863,0.788152,"O88951","Protein lin-7 homolog B OS=Mus musculus GN=Lin7b PE=1 SV=2                   "
"1981","m.5867",472,4,3,6,2,3,1,-0.866,-1.2636,0.077187,0.815947,0.01786,NA,NA
"1982","m.5868",232,2,2,1,0,2,1,-0.29,-0.2696,1,0.748245,0.775286,"Q05876","Tyrosine-protein kinase Fyn OS=Gallus gallus GN=FYN PE=1 SV=2                    "
"1983","m.5869",404,3,4,6,3,2,4,-0.57,-0.8592,0.691313,0.872095,0.245781,"Q92734","Protein TFG OS=Homo sapiens GN=TFG PE=1 SV=2                     "
"1984","m.5870",1080,11,7,7,5,3,3,-0.266,-0.4732,1,0.841094,0.669735,"P53621","Coatomer subunit alpha OS=Homo sapiens GN=COPA PE=1 SV=2                    "
"1985","m.5881",363,6,6,7,3,2,3,-0.723,-1.1642,0.159058,0.829613,0.039575,"P16580","Glutamine synthetase OS=Gallus gallus GN=GLUL PE=1 SV=1                     "
"1986","m.5891",357,1,2,2,0,1,0,-0.791,-0.8397,0.728101,0.873734,0.267429,"Q6PGV1","V-type proton ATPase subunit d 1 OS=Danio rerio GN=atp6v0d1 PE=1 SV=1                 "
"1987","m.5892",125,5,7,6,5,5,6,-0.069,-0.1211,1,0.612479,0.811423,"P58374","60S ribosomal protein L30 OS=Branchiostoma belcheri GN=RPL30 PE=3 SV=1                   "
"1988","m.5898",324,1,2,1,1,0,0,-0.352,-0.3598,1,0.7995,0.738758,"Q9Y315","Putative deoxyribose-phosphate aldolase OS=Homo sapiens GN=DERA PE=1 SV=2                    "
"1989","m.5900",332,1,1,2,1,1,2,-0.693,-0.7424,0.879691,0.877602,0.384331,NA,NA
"1990","m.5911",687,0,0,0,0,0,1,-0.409,-0.3823,0.999998,0.809489,0.727344,"B5DF89","Cullin-3 OS=Rattus norvegicus GN=Cul3 PE=1 SV=2                      "
"1991","m.5919",327,1,0,1,0,0,0,-0.42,-0.3928,1,0.813824,0.721659,"E1C7U0","Stimulator of interferon genes protein OS=Gallus gallus GN=TMEM173 PE=3 SV=1                  "
"1992","m.592",568,1,2,1,1,1,0,-0.382,-0.3767,1,0.807094,0.73028,"Q6IQE0","Poly(U)-binding-splicing factor PUF60-B OS=Danio rerio GN=puf60b PE=2 SV=2                    "
"1993","m.5921",124,0,0,0,1,1,0,-0.409,-0.4053,1,0.81873,0.714582,"Q8C6K9","Collagen alpha-6(VI) chain OS=Mus musculus GN=Col6a6 PE=1 SV=2                    "
"1994","m.5924",163,3,3,3,3,2,2,-0.092,-0.1315,1,0.624405,0.80962,"Q9Z0J0","Epididymal secretory protein E1 OS=Mus musculus GN=Npc2 PE=2 SV=1                   "
"1995","m.5940",470,13,9,12,12,11,10,0.105,0.276,0.396299,0.124626,0.818037,"O14111","Phosphatidylserine decarboxylase proenzyme 3 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=psd3 PE=3 SV=2              "
"1996","m.5946",412,0,2,3,1,0,0,-0.983,-1.0178,0.374957,0.851917,0.106912,"Q08DM7","Neuronal-specific septin-3 OS=Bos taurus GN=SEPT3 PE=2 SV=3                     "
"1997","m.5947",328,4,7,5,3,3,3,-0.424,-0.6706,0.949389,0.875063,0.472793,"Q32L40","T-complex protein 1 subunit alpha OS=Bos taurus GN=TCP1 PE=1 SV=1                  "
"1998","m.595",591,5,8,5,5,6,8,0.196,0.32,0.308145,0.094769,0.81366,"Q99MD6","Thioredoxin reductase 3 OS=Mus musculus GN=Txnrd3 PE=1 SV=3                    "
"1999","m.5953",1295,31,30,31,23,24,27,-0.274,-0.9676,0.472212,0.859253,0.143078,"Q9Y4G6","Talin-2 OS=Homo sapiens GN=TLN2 PE=1 SV=4                      "
"2000","m.5961",726,27,29,31,25,22,25,-0.135,-0.5215,0.999524,0.853297,0.630594,"P05165","Propionyl-CoA carboxylase alpha chain"
"2001","m.5981",145,4,4,4,4,5,4,0.137,0.2096,0.549404,0.182375,0.82371,"Q5RC61","SH3 domain-binding glutamic acid-rich-like protein 3 OS=Pongo abelii GN=SH3BGRL3 PE=3 SV=1                 "
"2002","m.599",163,0,0,2,1,1,2,-0.642,-0.6556,0.959472,0.8739,0.490703,"Q9CQ22","Ragulator complex protein LAMTOR1 OS=Mus musculus GN=Lamtor1 PE=1 SV=1                   "
"2003","m.60",320,5,2,5,5,3,5,0.029,0.0494,0.8879,0.38088,0.828217,"Q9ERQ8","Carbonic anhydrase 7 OS=Mus musculus GN=Ca7 PE=1 SV=2                    "
"2004","m.6000",281,5,6,5,4,3,3,-0.166,-0.2408,1,0.727425,0.784298,NA,NA
"2005","m.6006",339,25,24,24,22,21,23,-0.012,-0.0431,0.982429,0.512223,0.822181,"P40926","Malate dehydrogenase"
"2006","m.6009",1126,0,1,0,0,0,0,-0.347,-0.3078,1,0.772345,0.761474,"P55011","Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1                 "
"2007","m.6024",399,3,2,4,2,0,0,-0.679,-0.8465,0.715455,0.873191,0.259788,"A5A6P2","Acid ceramidase OS=Pan troglodytes GN=ASAH1 PE=2 SV=1                     "
"2008","m.6025",191,2,1,2,1,2,2,-0.522,-0.5499,0.996659,0.859241,0.604625,"Q8CFN2","Cell division control protein 42 homolog OS=Rattus norvegicus GN=Cdc42 PE=1 SV=2                 "
"2009","m.604",626,8,8,6,4,4,4,-0.333,-0.5291,0.99895,0.854975,0.623856,NA,NA
"2010","m.6042",807,0,0,1,0,0,0,-0.518,-0.4815,1,0.843387,0.663458,"Q00685","Complement C3 (Fragment) OS=Lampetra japonica GN=C3 PE=2 SV=1                    "
"2011","m.6043",332,1,3,1,0,2,1,-0.39,-0.3825,0.999998,0.809573,0.727237,"Q9H477","Ribokinase OS=Homo sapiens GN=RBKS PE=1 SV=1                      "
"2012","m.6046",318,0,1,0,0,0,0,-0.364,-0.3597,1,0.799454,0.738806,"Q9CW42","MOSC domain-containing protein 1"
"2013","m.6058",1126,0,0,0,1,0,2,-0.147,-0.1435,1,0.637701,0.807425,"Q8IDX6","Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1                "
"2014","m.606",401,11,9,11,9,9,9,-0.118,-0.2761,1,0.752618,0.773092,"P39790","Extracellular metalloprotease OS=Bacillus subtilis (strain 168) GN=mpr PE=1 SV=1                   "
"2015","m.6062",535,15,14,15,7,6,4,-0.73,-1.5267,0.007119,0.790761,0.001331,"Q4R5E4","Phosphoglucomutase-1 OS=Macaca fascicularis GN=PGM1 PE=2 SV=3                      "
"2016","m.6067",290,3,4,2,1,3,3,-0.52,-0.5538,0.996101,0.859988,0.600891,"Q5FVR2","Thymidine phosphorylase OS=Rattus norvegicus GN=Tymp PE=2 SV=1                     "
"2017","m.6098",224,2,1,1,0,0,0,-0.284,-0.273,1,0.750547,0.774146,"Q3T075","Syntaxin-8 OS=Bos taurus GN=STX8 PE=2 SV=1                      "
"2018","m.6100",310,12,8,9,2,2,2,-1.344,-2.0149,1e-05,0.772728,1e-06,"P27080","ADP,ATP carrier protein OS=Chlamydomonas reinhardtii GN=ABT PE=1 SV=1                           "
"2019","m.6106",1183,5,6,5,5,5,5,0.033,0.0514,0.884907,0.378047,0.82827,"Q4H4B6","Protein scribble homolog OS=Danio rerio GN=scrib PE=1 SV=1                    "
"2020","m.611",550,4,5,4,3,3,4,-0.24,-0.3306,1,0.784997,0.752109,"Q96RW7","Hemicentin-1 OS=Homo sapiens GN=HMCN1 PE=1 SV=2                      "
"2021","m.612",679,44,30,42,33,32,29,-0.179,-0.7831,0.823735,0.876929,0.334147,NA,NA
"2022","m.6130",287,10,10,10,5,4,5,-0.585,-1.1865,0.136495,0.82638,0.033388,NA,NA
"2023","m.6137",829,2,1,1,1,1,1,-0.317,-0.3014,1,0.76857,0.763947,NA,NA
"2024","m.6149",834,8,9,7,9,8,8,0.342,0.7164,0.014819,0.003787,0.780039,NA,NA
"2025","m.6153",459,3,2,2,2,3,2,-0.072,-0.0842,1,0.567202,0.817128,NA,NA
"2026","m.616",1072,2,3,2,6,5,4,0.895,1.3055,9e-06,1e-06,0.767995,NA,NA
"2027","m.6160",246,6,5,5,4,4,3,-0.185,-0.3201,1,0.779322,0.756532,NA,NA
"2028","m.6161",297,3,4,4,1,2,2,-1.106,-1.2062,0.118699,0.823598,0.028616,NA,NA
"2029","m.6174",243,9,7,14,11,11,13,-0.116,-0.2835,1,0.757458,0.770518,"P0CB50","Peroxiredoxin-1 OS=Gallus gallus GN=PRDX1 PE=1 SV=1                      "
"2030","m.6180",693,28,18,30,26,28,32,-0.096,-0.3565,1,0.797951,0.740347,"Q90474","Heat shock protein HSP 90-alpha 1 OS=Danio rerio GN=hsp90a.1 PE=1 SV=3                 "
"2031","m.6190",936,1,2,1,2,2,0,0.152,0.1627,0.662165,0.232677,0.826641,"O14974","Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1                 "
"2032","m.6192",463,14,11,14,9,8,7,-0.345,-0.8196,0.764163,0.875147,0.290538,"Q9ULV4","Coronin-1C OS=Homo sapiens GN=CORO1C PE=1 SV=1                      "
"2033","m.6193",694,2,2,3,3,0,2,-0.136,-0.1776,1,0.672754,0.800463,"P47820","Angiotensin-converting enzyme OS=Rattus norvegicus GN=Ace PE=2 SV=1                     "
"2034","m.6203",143,8,8,6,7,6,7,0.165,0.3125,0.322212,0.099414,0.814428,"Q5R7J6","Ubiquitin-conjugating enzyme E2 N OS=Pongo abelii GN=UBE2N PE=2 SV=1                   "
"2035","m.6207",485,1,2,1,1,1,1,-0.315,-0.2879,1,0.760266,0.768949,"P50426","N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1                      "
"2036","m.6212",640,26,23,26,23,20,21,-0.086,-0.3065,1,0.771587,0.761982,"Q6DIF4","WD repeat-containing protein 1 OS=Xenopus tropicalis GN=wdr1 PE=2 SV=1                   "
"2037","m.6219",1290,6,5,3,1,3,2,-0.805,-0.8913,0.627862,0.868885,0.212064,NA,NA
"2038","m.6233",239,1,2,2,2,1,1,-0.239,-0.2847,1,0.758229,0.770093,NA,NA
"2039","m.6235",1030,2,1,2,1,0,2,-0.686,-0.6999,0.925366,0.876696,0.43706,"Q80X50","Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1                    "
"2040","m.6244",213,0,0,0,1,0,1,-0.304,-0.2896,1,0.761338,0.768335,"Q80T32","Probable G-protein coupled receptor 133 OS=Mus musculus GN=Gpr133 PE=2 SV=2                  "
"2041","m.6258",470,3,3,3,4,1,1,0.056,0.0794,0.838741,0.338917,0.828682,"Q6INX4","Mitochondrial enolase superfamily member 1 OS=Xenopus laevis GN=enosf1 PE=2 SV=1                  "
"2042","m.6265",202,0,1,1,0,0,1,-0.47,-0.4518,1,0.834766,0.685094,"P22003","Bone morphogenetic protein 5 OS=Homo sapiens GN=BMP5 PE=2 SV=1                   "
"2043","m.6266",564,14,16,16,5,7,7,-1,-2.1435,1e-06,0.770537,0,"Q2KJG3","Asparagine--tRNA ligase"
"2044","m.6279",328,0,1,0,2,2,1,0.315,0.3404,0.271994,0.083004,0.811541,NA,NA
"2045","m.628",379,3,3,3,0,0,0,-0.909,-0.9885,0.430756,0.856265,0.127127,NA,NA
"2046","m.6293",273,0,1,0,0,0,1,-0.275,-0.2634,1,0.743964,0.777322,NA,NA
"2047","m.631",168,1,0,0,0,0,0,-0.532,-0.5001,1,0.848223,0.64872,NA,NA
"2048","m.6354",185,3,3,3,2,1,2,-0.327,-0.4487,1,0.833798,0.687223,NA,NA
"2049","m.6361",1066,16,13,16,6,4,5,-0.866,-1.9441,3.1e-05,0.774222,4e-06,NA,NA
"2050","m.6363",693,2,1,2,0,0,0,-0.763,-0.7531,0.86612,0.877566,0.371049,NA,NA
"2051","m.637",726,0,1,1,0,0,0,-0.353,-0.3407,1,0.790221,0.747669,NA,NA
"2052","m.6370",313,14,15,15,14,14,13,0.023,0.0644,0.864446,0.359742,0.828536,NA,NA
"2053","m.6404",402,4,1,4,4,1,2,-0.014,-0.0207,0.966981,0.480924,0.824308,NA,NA
"2054","m.6408",422,1,1,1,1,1,1,-0.423,-0.4135,1,0.821805,0.70975,NA,NA
"2055","m.6410",391,1,0,0,0,0,0,-0.367,-0.347,1,0.793367,0.744806,NA,NA
"2056","m.6414",454,3,4,5,5,4,4,0.132,0.2228,0.517748,0.169631,0.822704,NA,NA
"2057","m.6433",288,0,1,1,0,0,0,-0.354,-0.3468,1,0.793268,0.744898,NA,NA
"2058","m.644",181,9,3,11,11,10,11,0.067,0.1468,0.699243,0.251432,0.827371,NA,NA
"2059","m.6458",848,0,1,1,0,0,0,-0.403,-0.3692,1,0.803793,0.734113,NA,NA
"2060","m.6463",6996,10,7,13,7,9,9,-0.564,-1.257,0.081242,0.816789,0.018887,NA,NA
"2061","m.6490",438,11,12,9,5,7,4,-0.507,-0.9665,0.474425,0.859407,0.143953,NA,NA
"2062","m.6492",285,3,3,3,1,1,2,-0.919,-1.0116,0.386496,0.85285,0.110983,NA,NA
"2063","m.6495",278,1,0,0,2,1,0,0.134,0.149,0.694179,0.248789,0.827279,NA,NA
"2064","m.6499",297,9,10,10,11,10,8,0.107,0.2611,0.428964,0.136217,0.819429,NA,NA
"2065","m.650",554,2,1,0,0,0,0,-0.377,-0.3611,1,0.800104,0.738126,NA,NA
"2066","m.6505",217,0,0,1,0,0,0,-0.386,-0.3766,1,0.80705,0.730332,NA,NA
"2067","m.651",113,5,9,7,7,7,7,0.069,0.1349,0.726215,0.26599,0.82782,NA,NA
"2068","m.6511",281,8,10,7,8,8,10,0.211,0.4478,0.131729,0.039045,0.800356,NA,NA
"2069","m.6517",538,13,14,14,12,11,10,-0.128,-0.3322,1,0.78584,0.751418,NA,NA
"2070","m.6522",302,7,6,10,7,7,7,-0.233,-0.5156,0.999892,0.851949,0.635717,"P35441","Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1                      "
"2071","m.6524",587,26,26,22,19,24,20,-0.095,-0.323,1,0.780915,0.75533,"P18687","60 kDa heat shock protein"
"2072","m.6534",473,2,2,1,0,0,2,-0.251,-0.2393,1,0.726274,0.784737,"D0Z9R0","Tat-linked quality control protein TatD OS=Edwardsiella tarda (strain EIB202) GN=tatD PE=3 SV=1                "
"2073","m.6550",319,1,0,0,0,0,0,-0.466,-0.4298,1,0.827593,0.699686,NA,NA
"2074","m.6554",533,7,10,5,7,6,6,0.361,0.6137,0.036271,0.010039,0.786121,NA,NA
"2075","m.657",677,8,10,10,4,5,5,-0.793,-1.4256,0.019245,0.798547,0.003941,NA,NA
"2076","m.6574",602,5,5,5,2,1,1,-0.878,-1.1777,0.145084,0.827646,0.035726,NA,NA
"2077","m.6586",314,0,1,0,0,0,0,-0.343,-0.3103,1,0.773793,0.76049,NA,NA
"2078","m.6593",1058,26,26,27,13,12,14,-0.662,-2.0057,1.1e-05,0.77291,2e-06,NA,NA
"2079","m.6599",345,0,1,1,0,1,1,-0.382,-0.3456,1,0.792675,0.745449,NA,NA
"2080","m.6603",632,2,3,2,1,2,1,-0.75,-0.8043,0.790128,0.876022,0.308593,NA,NA
