"Protein","PROTLEN","DEFLINE","PL30-C","PL12-1m","PL12-100b","PL30-100m","PL12-100m","PL30-10m","PL30-100b","PL30-1m","PL12-C","PL12-10m","UniprotID"
"m.8236",303,"Transmembrane protease serine 5 OS=Homo sapiens GN=TMPRSS5 PE=1 SV=2",0,0,1,0,0,0,0,0,0,0,"Q9H3S3"
"m.8241",512,"SH2 domain-containing adapter protein B OS=Homo sapiens GN=SHB PE=1 SV=2",0.5,1,1,1,0.5,0.5,0.5,0.5,0.5,0.5,"Q15464"
"m.8246",632,"Predicted protein OS=Nematostella vectensis GN=v1g119730 PE=4 SV=1",0,0.5,1.5,1,0,1,0,1,0.5,0.5,"3279327"
"m.8342",908,"Puromycin-sensitive aminopeptidase OS=Homo sapiens GN=NPEPPS PE=1 SV=2",53.5,53.5,53.5,46,81,46.5,53,39,41,35.5,"P55786"
"m.849",171,"Myosin regulatory light polypeptide 9 OS=Bos taurus GN=MYL9 PE=2 SV=3",3,11.5,4.5,1,1.5,3,2,1,9.5,2,"Q5E9E2"
"m.858",537,"Glutamate dehydrogenase, mitochondrial OS=Chaenocephalus aceratus GN=glud1 PE=1 SV=1",2.5,2,2,0.5,0.5,1,2,0,2.5,0,"P82264"
"m.8594",352,"CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2",3,5,6.5,5,5,4.5,4,3,3,6,"P70412"
"m.8609",175,"Predicted protein OS=Nematostella vectensis GN=v1g220800 PE=3 SV=1",0,0,0,6.5,4.5,3.5,0,1,0,5,"3285395"
"m.865",271,"F-actin-capping protein subunit alpha OS=Drosophila melanogaster GN=cpa PE=2 SV=1",9,14.5,14,6,13,9.5,8,5,11,7.5,"Q9W2N0"
"m.8669",206,"m.8669",0,1.5,1,0,3,1.5,0,1,0,0,NA
"m.8693",201,"WAP four-disulfide core domain protein 2 OS=Canis familiaris GN=WFDC2 PE=2 SV=1",2.5,1,1,2,3.5,2,3,1,0.5,1,"Q28894"
"m.8696",278,"Kinesin-related protein 1 OS=Dictyostelium discoideum GN=kif1 PE=1 SV=1",0,0,1,0,1,0.5,0.5,0,0,0.5,"Q9NGQ2"
"m.8703",160,"Ubiquitin-like protein 4A OS=Danio rerio GN=ubl4a PE=2 SV=1",0,0.5,0,0,0,0,0,0,1.5,0,"Q7ZWB2"
"m.8709",507,"Arylsulfatase B OS=Mus musculus GN=Arsb PE=2 SV=3",2.5,0,0,0.5,0.5,1.5,0,0,1,1,"P50429"
"m.873",140,"40S ribosomal protein S12 OS=Sus scrofa GN=RPS12 PE=2 SV=2",0,0,0.5,0,0,0,0,0,0,0,"P46405"
"m.8796",376,"Alpha-centractin OS=Rattus norvegicus GN=Actr1a PE=1 SV=1",0,2,0.5,0,0,0,0.5,0,1.5,0,"P85515"
"m.8799",389,"m.8799",2.5,15,12.5,7.5,18.5,10.5,1,12.5,9.5,3.5,NA
"m.8844",218,"m.8844",0,0.5,0.5,0,0,0.5,0,0.5,0,0.5,NA
"m.8870",312,"Caspase-3 OS=Mesocricetus auratus GN=CASP3 PE=2 SV=1",2,6.5,3,1,2,3.5,3.5,0,7,0.5,"Q60431"
"m.8872",406,"Actin-related protein 2-A OS=Danio rerio GN=actr2a PE=2 SV=1",6.5,24,12.5,4.5,10,9.5,14,2,7.5,1,"Q7SXW6"
"m.8875",267,"40S ribosomal protein S6 OS=Rattus norvegicus GN=Rps6 PE=1 SV=1",0.5,4,4.5,0,2.5,0,0,0,2.5,0,"P62755"
"m.8877",241,"Growth factor receptor-bound protein 2 OS=Mus musculus GN=Grb2 PE=1 SV=1",1.5,3,3.5,0.5,3,3.5,0,0,3,0,"Q60631"
"m.8880",300,"Sodium/potassium-transporting ATPase subunit beta-1 OS=Drosophila melanogaster GN=nrv1 PE=1 SV=2",0,0.5,7,0,0.5,0,0,0,0.5,0,"Q24046"
"m.8885",757,"Extended synaptotagmin-2 OS=Mus musculus GN=Esyt2 PE=1 SV=1",4.5,5.5,4,3.5,1,1.5,5.5,1.5,4.5,2,"Q3TZZ7"
"m.8900",399,"CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus GN=Cuzd1 PE=2 SV=2",15,17,33.5,52,42,32,40,16,14.5,29,"P70412"
"m.8901",709,"Ataxin-2-like protein OS=Mus musculus GN=Atxn2l PE=1 SV=1",0,0,1.5,0,0,0,0,0,0,0,"Q7TQH0"
"m.8903",180,"m.8903",18,26.5,18,10,18.5,17.5,27.5,10,20,9.5,NA
"m.8913",420,"Homer protein homolog 2 OS=Mus musculus GN=Homer2 PE=1 SV=1",0,0,1,0.5,0.5,1,0,1,0,0,"Q9QWW1"
"m.8914",480,"Arginine--tRNA ligase, cytoplasmic OS=Xenopus tropicalis GN=rars PE=2 SV=1",0,2,0.5,0,0,0.5,1,0,4,0,"Q6P1S4"
"m.8917",676,"Heat shock cognate 71 kDa protein OS=Rattus norvegicus GN=Hspa8 PE=1 SV=1",19,45.5,37,20,45.5,33.5,22,12,34.5,8.5,"P63018"
"m.892",692,"Arachidonate 5-lipoxygenase OS=Mus musculus GN=Alox5 PE=1 SV=3",5,2.5,5.5,0,1,1,4.5,0,1.5,1,"P48999"
"m.8924",116,"60S ribosomal protein L27 OS=Rattus norvegicus GN=Rpl27 PE=2 SV=2",0,0.5,0,0,0,0,0,0,1,0,"P61354"
"m.8927",151,"Myosin-2 essential light chain OS=Drosophila melanogaster GN=Mlc-c PE=1 SV=1",0,1.5,1,0,0.5,0.5,0,0,1.5,0,"P54357"
"m.8928",359,"UV excision repair protein RAD23 homolog B OS=Bos taurus GN=RAD23B PE=2 SV=1",5.5,6,8,4.5,9,5,3,4.5,3.5,4,"Q29RK4"
"m.8932",510,"Coatomer subunit delta OS=Bos taurus GN=ARCN1 PE=1 SV=1",1.5,2.5,2.5,3,3.5,3.5,0.5,2,3,0.5,"P53619"
"m.8936",197,"Proteasome subunit beta type-2 OS=Homo sapiens GN=PSMB2 PE=1 SV=1",0,0,2.5,0,0,0,0,0,0,0,"P49721"
"m.8939",146,"Myotrophin OS=Homo sapiens GN=MTPN PE=1 SV=2",5,4.5,4,5.5,4,3,2,3,4.5,4.5,"P58546"
"m.8941",216,"Glutathione S-transferase Mu 1 OS=Bos taurus GN=GSTM1 PE=1 SV=3",6,14,12.5,7.5,17.5,15,5.5,5,6.5,4,"Q9N0V4"
"m.8943",224,"Riboflavin-binding protein OS=Gallus gallus PE=1 SV=2",0.5,0.5,1,1,1,0.5,0,1,0.5,1,"P02752"
"m.8947",2092,"m.8947",0,2,2.5,0,0,0,0,0.5,3,0,NA
"m.8953",221,"Proteasome subunit beta type-6 OS=Bos taurus GN=PSMB6 PE=1 SV=1",1,0.5,5,0.5,0.5,0,0,0.5,1,1.5,"Q3MHN0"
"m.8954",500,"Spondin-2 OS=Homo sapiens GN=SPON2 PE=1 SV=3",0,0,0,0,0,0,0,0,0,2,"Q9BUD6"
"m.8957",494,"Kinesin-like protein KIF28P OS=Homo sapiens GN=KIF28P PE=3 SV=2",0,1,1.5,0.5,0.5,0.5,0,1,1,0.5,"B7ZC32"
"m.8978",174,"GMP reductase 2 OS=Homo sapiens GN=GMPR2 PE=1 SV=1",0,1,1,1,0,0,0.5,0,0,0.5,"Q9P2T1"
"m.8982",213,"Uncharacterized protein OS=Crassostrea gigas GN=CGI_10028476 PE=4 SV=1",0,2.5,0,0,0,0,0,0,0,0,"4785826"
"m.8984",345,"RNA-binding protein 39 OS=Pongo abelii GN=RBM39 PE=2 SV=1",0,1,0,2.5,3.5,3,0,2.5,0,3.5,"Q5RC80"
"m.899",700,"Choline transporter-like protein 4 OS=Xenopus laevis GN=slc44a4 PE=2 SV=1",0,0.5,4.5,1.5,2,0.5,1.5,0,2,2.5,"Q6GN42"
"m.8991",306,"3-hydroxypropionyl-coenzyme A dehydratase OS=Metallosphaera sedula (strain ATCC 51363 / DSM 5348) GN=Msed_2001 PE=1 SV=1",0.5,2.5,0.5,0.5,1,0.5,1,0,1.5,0,"A4YI89"
"m.900",248,"DNA damage checkpoint protein rad24 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=rad24 PE=1 SV=2",41,53,72,40,70.5,57.5,29.5,31,52.5,39,"P42656"
"m.9013",389,"Prosaposin OS=Bos taurus GN=PSAP PE=1 SV=3",5.5,15,12,12.5,11,13,5,18,5.5,8,"P26779"
"m.9015",170,"Universal stress protein A-like protein OS=Arabidopsis thaliana GN=At3g01520 PE=1 SV=2",0,1,1.5,0,0.5,0,0,0,1,0,"Q8LGG8"
"m.9022",1133,"Contactin-associated protein-like 2 OS=Mus musculus GN=Cntnap2 PE=1 SV=2",42.5,42.5,41.5,43.5,54.5,43.5,46,23.5,43,26.5,"Q9CPW0"
"m.9023",1893,"Multiple PDZ domain protein OS=Homo sapiens GN=MPDZ PE=1 SV=2",0,0,0.5,0,0.5,0.5,0,0,0,0,"O75970"
"m.9026",230,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",0,1.5,0.5,0.5,0.5,0,0,0,0.5,0,"P0C6B8"
"m.9034",345,"Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Drosophila melanogaster GN=Anp32a PE=2 SV=1",0,0,0,0,0,0,0,0.5,1,0,"Q9V895"
"m.904",870,"Piwi-like protein 1 OS=Danio rerio GN=piwil1 PE=1 SV=1",0,8,4.5,0,0,0,8.5,0,4.5,0,"Q8UVX0"
"m.9051",213,"40S ribosomal protein S9 OS=Rattus norvegicus GN=Rps9 PE=1 SV=4",4.5,8,6,2.5,2.5,1.5,1.5,0,7,3.5,"P29314"
"m.9052",1364,"Equistatin OS=Actinia equina PE=1 SV=1",5,2.5,1,1,2,0,6.5,0,4,0.5,"P81439"
"m.9058",352,"Endophilin-B1 OS=Gallus gallus GN=SH3GLB1 PE=2 SV=1",4.5,8.5,7.5,4.5,6,5.5,5.5,1,6,1,"Q5ZIR1"
"m.9072",179,"m.9072",5,3.5,4,4,5,4,4.5,3.5,2,4,NA
"m.9073",508,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Homo sapiens GN=DLD PE=1 SV=2",5,7.5,7,2.5,9.5,8,0.5,1,4,3,"P09622"
"m.9078",300,"Dystrobrevin alpha OS=Homo sapiens GN=DTNA PE=1 SV=2",0,0,0,0,0.5,0,0,0.5,0,0,"Q9Y4J8"
"m.9086",773,"Protein-glutamine gamma-glutamyltransferase K OS=Rattus norvegicus GN=Tgm1 PE=2 SV=1",1,6.5,1.5,1,2,0.5,1,0,5,0,"P23606"
"m.9089",726,"EGF-like repeat and discoidin I-like domain-containing protein 3 OS=Mus musculus GN=Edil3 PE=1 SV=2",2,6,3,6,7.5,3,3,2,4.5,3,"O35474"
"m.9097",494,"FERM domain-containing protein 5 OS=Mus musculus GN=Frmd5 PE=2 SV=1",0,5.5,2.5,0,0,0,2.5,0,5.5,0,"Q6P5H6"
"m.9110",140,"Ubiquitin-conjugating enzyme E2 variant 2 OS=Mus musculus GN=Ube2v2 PE=2 SV=4",4.5,5,13.5,8,9.5,7.5,3.5,5.5,5.5,6.5,"Q9D2M8"
"m.9119",158,"Glutathione S-transferase OS=Blattella germanica PE=1 SV=3",31.5,33.5,29,13,42,29.5,25.5,9,14.5,20.5,"O18598"
"m.9133",155,"Uncharacterized protein OS=Helobdella robusta GN=HELRODRAFT_193192 PE=4 SV=1",13,14,9.5,12,9.5,7,25,0,18.5,1,"5494725"
"m.9135",505,"Selenium-binding protein 1 OS=Rattus norvegicus GN=Selenbp1 PE=1 SV=1",5.5,12,10,9,9.5,8,7.5,6.5,9,6,"Q8VIF7"
"m.9137",549,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 OS=Rattus norvegicus GN=Svep1 PE=1 SV=1",13,13,12,14,31.5,16,8.5,8,7.5,17.5,"P0C6B8"
"m.9144",101,"m.9144",0,20,21,7,7.5,18,15.5,1.5,14,1.5,NA
"m.9151",279,"Dehydrogenase/reductase SDR family member 4 (Fragment) OS=Oryctolagus cuniculus GN=DHRS4 PE=1 SV=1",0.5,2.5,1,0,0,0,0.5,0,2.5,0,"Q9GKX2"
"m.9167",564,"mRNA cap guanine-N7 methyltransferase OS=Macaca fascicularis GN=RNMT PE=2 SV=1",0.5,7,2,0,1.5,2,0.5,1,3,0.5,"Q4R7K1"
"m.9170",543,"Nucleolar protein 56 OS=Homo sapiens GN=NOP56 PE=1 SV=4",0,0.5,0.5,0,0,0,0.5,0,0.5,0,"O00567"
"m.9176",257,"Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2",0,0.5,1.5,0,0,0,0,0,0,0,"Q00577"
"m.918",345,"UDP-glucose 4-epimerase OS=Pongo abelii GN=GALE PE=2 SV=1",6,17.5,8.5,5,15.5,6.5,5,1,7,2.5,"Q5R8D0"
"m.9181",139,"m.9181",2,3,3,0.5,0.5,1,4,0,2,0.5,NA
"m.9188",352,"MAP kinase-activated protein kinase 2 OS=Mus musculus GN=Mapkapk2 PE=1 SV=2",0,0.5,0,0,0,0,0.5,0,1,0,"P49138"
"m.9195",251,"Uncharacterized protein OS=Acinetobacter rudis CIP 110305 GN=F945_02101 PE=4 SV=1",0,1,2,1,3,2,0,1.5,1,1,"33019803"
"m.9200",158,"Pyroglutamyl-peptidase 1 OS=Mus musculus GN=Pgpep1 PE=2 SV=1",0.5,0.5,0.5,0,0.5,1.5,0.5,0,0,0.5,"Q9ESW8"
"m.9225",304,"N-acetylneuraminate lyase OS=Pongo abelii GN=NPL PE=2 SV=1",0,0,0,0.5,1.5,0.5,0,0.5,0,1.5,"Q5RDY1"
"m.9226",462,"Trifunctional enzyme subunit beta, mitochondrial OS=Bos taurus GN=HADHB PE=2 SV=1",1,3.5,6,0.5,1.5,2,2,0,4.5,0,"O46629"
"m.923",391,"Band 4.1-like protein 3 OS=Mus musculus GN=Epb41l3 PE=1 SV=1",0,5,3.5,0.5,2,0,0,0.5,2,1,"Q9WV92"
"m.924",786,"Integrin beta-1 OS=Ovis aries GN=ITGB1 PE=2 SV=1",4.5,3.5,6.5,5,3,2,3.5,3,3.5,5.5,"B0FYY4"
"m.9242",256,"m.9242",1.5,2,2,0.5,3.5,1.5,2,0,2.5,0.5,NA
"m.925",826,"Transitional endoplasmic reticulum ATPase OS=Xenopus laevis GN=vcp PE=1 SV=3",3.5,12.5,15.5,2,5,4,5,3.5,14,3,"P23787"
"m.9253",509,"Y+L amino acid transporter 2 OS=Homo sapiens GN=SLC7A6 PE=1 SV=3",0,1.5,1.5,0,0.5,0.5,0.5,0.5,1.5,0.5,"Q92536"
"m.9279",376,"Carbonic anhydrase 2 OS=Mus musculus GN=Ca2 PE=1 SV=4",2.5,4.5,5.5,5,7,4,2.5,3.5,2.5,3.5,"P00920"
"m.9284",447,"Protein kinase C-binding protein NELL2 OS=Xenopus tropicalis GN=nell2 PE=2 SV=1",3.5,7,12,7.5,7,4.5,2.5,4.5,5.5,5,"A2VCU8"
"m.9295",226,"Nicotinamide mononucleotide adenylyltransferase 1 OS=Homo sapiens GN=NMNAT1 PE=1 SV=1",2.5,7.5,4,11.5,15,9,6,9.5,5.5,2,"Q9HAN9"
"m.9299",205,"Ras-related protein Rab-7a OS=Canis familiaris GN=RAB7A PE=2 SV=1",17,25,15.5,9.5,13.5,11.5,24.5,7,22,6,"P18067"
"m.9307",494,"Protein FAM135B OS=Mus musculus GN=Fam135b PE=2 SV=3",0,0,1,0.5,0,0,0,0,0,0,"Q9DAI6"
"m.9312",311,"Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Xenopus tropicalis GN=coq9 PE=2 SV=1",0.5,1.5,1.5,0.5,0.5,0.5,0,0.5,0,1.5,"Q5RJV0"
"m.9319",314,"Eukaryotic translation initiation factor 2 subunit 1 OS=Xenopus tropicalis GN=eif2s1 PE=2 SV=1",2.5,2,2,0.5,0.5,0.5,4,0,2.5,1.5,"Q6GL89"
"m.9330",588,"m.9330",14.5,15,22,29,26,31,16.5,17,17.5,22,NA
"m.9340",260,"NADP-dependent malic enzyme OS=Mus musculus GN=Me1 PE=1 SV=2",3.5,3,1.5,1,5.5,3,2.5,0.5,1.5,0,"P06801"
"m.9342",193,"Rho-related GTP-binding protein RhoC OS=Gallus gallus GN=RHOC PE=1 SV=1",3,7,6.5,3.5,5,2.5,1,2,6.5,2,"Q9PSX7"
"m.9363",503,"Uncharacterized protein YxaL OS=Bacillus subtilis (strain 168) GN=yxaL PE=1 SV=3",0,0,0,1.5,0,0,0,0.5,0,1,"P42111"
"m.9389",756,"Bifunctional protein NCOAT OS=Rattus norvegicus GN=Mgea5 PE=1 SV=1",0,0,0,0,0,0,0,0.5,1,1,"Q8VIJ5"
"m.9399",268,"Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1",0.5,2,1.5,1,0.5,0,0,0,2.5,2,"Q27433"
"m.940",484,"Bleomycin hydrolase OS=Gallus gallus GN=BLMH PE=1 SV=1",0.5,3,0,0.5,0.5,0,0,0,2,0,"P87362"
"m.9408",224,"Predicted protein OS=Nematostella vectensis GN=v1g238751 PE=4 SV=1",0,0,0,0.5,0.5,0.5,0,0.5,0,0.5,"3267537"
"m.9411",328,"Mechanosensory protein 2 OS=Caenorhabditis elegans GN=mec-2 PE=1 SV=1",1,3.5,3,2,1.5,1.5,2,1,4,3,"Q27433"
"m.9424",545,"m.9424",21.5,46.5,70.5,25,50,39,12.5,37,28,24,NA
"m.9431",161,"40S ribosomal protein S17 OS=Bos taurus GN=RPS17 PE=2 SV=1",0,1,3.5,0,0,1,0,0,3,0,"A5PK63"
"m.9447",704,"Neural cell adhesion molecule 1 OS=Gallus gallus GN=NCAM1 PE=1 SV=3",3.5,8.5,3.5,9,11,9,3.5,3.5,4.5,2.5,"P13590"
"m.9478",1342,"Talin-1 OS=Homo sapiens GN=TLN1 PE=1 SV=3",3,19.5,13.5,5.5,6.5,10.5,6,2,24.5,0.5,"Q9Y490"
"m.948",269,"Chymotrypsin-like elastase family member 3B OS=Homo sapiens GN=CELA3B PE=1 SV=3",7,5,6,8,3,4.5,3,4,3.5,4,"P08861"
"m.9482",331,"Serine racemase OS=Bos taurus GN=SRR PE=2 SV=1",0,0.5,1.5,0,4,1,0,0,0.5,0,"A0JNI4"
"m.9483",562,"Glypican-4 OS=Mus musculus GN=Gpc4 PE=2 SV=2",0.5,0.5,2,1,0,0.5,0.5,0,0.5,0.5,"P51655"
"m.949",153,"Tryptase-2 OS=Ovis aries PE=2 SV=1",8,7.5,10.5,9,13.5,14,5.5,8.5,5,3,"Q9XSM2"
"m.9498",636,"Predicted protein OS=Nematostella vectensis GN=v1g242619 PE=4 SV=1",0,0.5,0.5,1.5,1.5,1,0.5,1,1.5,0.5,"3274122"
"m.9511",681,"Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Rattus norvegicus GN=Gfpt1 PE=1 SV=3",0.5,2.5,0,0,0,0,0.5,0,1.5,0,"P82808"
"m.9546",175,"Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3",0.5,0.5,2.5,2,1.5,2,0,2,2,3,"P30151"
"m.9551",312,"Tetratricopeptide repeat protein 38 OS=Danio rerio GN=ttc38 PE=3 SV=1",0,0,0,0.5,1.5,0.5,2,0.5,0.5,0.5,"A3KPN8"
"m.9560",412,"Alpha-N-acetylgalactosaminidase OS=Gallus gallus GN=NAGA PE=1 SV=1",1.5,1,1.5,4.5,4.5,3.5,0.5,2,0.5,2.5,"Q90744"
"m.9561",429,"Eukaryotic initiation factor 4A-II OS=Rattus norvegicus GN=Eif4a2 PE=1 SV=1",1,4,2.5,0,1.5,0.5,2,0,4.5,0,"Q5RKI1"
"m.9566",251,"Charged multivesicular body protein 2a OS=Danio rerio GN=chmp2a PE=2 SV=1",0,0,1,0,0.5,0,0,0.5,0.5,0,"Q7ZW25"
"m.9578",173,"Beta gamma crystallin isoform 10 (Fragment) OS=Montipora capitata PE=2 SV=1",27.5,58.5,62.5,56.5,90.5,69,77,27.5,39,30.5,"3300831"
"m.9583",214,"Serine/arginine-rich splicing factor 12 OS=Homo sapiens GN=SRSF12 PE=2 SV=1",0,0,0,0,0,0,0,0,1.5,0,"Q8WXF0"
"m.9595",223,"Peroxiredoxin-6 OS=Gallus gallus GN=PRDX6 PE=2 SV=3",25,31,40.5,23.5,23.5,23.5,26,17.5,25.5,13,"Q5ZJF4"
"m.9604",530,"Cholinesterase OS=Oryctolagus cuniculus GN=BCHE PE=2 SV=1",0,3.5,0,5,6.5,4,0.5,0,1.5,2,"P21927"
"m.9624",266,"High mobility group protein B3 OS=Mus musculus GN=Hmgb3 PE=2 SV=3",0,0.5,0,0,0,0.5,0.5,0,0.5,0,"O54879"
"m.9628",960,"Dihydropyrimidine dehydrogenase [NADP(+)] OS=Homo sapiens GN=DPYD PE=1 SV=2",3.5,3.5,3.5,1,3.5,4,0.5,1,2,0,"Q12882"
"m.965",551,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Danio rerio GN=sdha PE=2 SV=2",0.5,4,1.5,0,1,1,0,0,0.5,0,"Q7ZVF3"
"m.9652",236,"Retinal dehydrogenase 1 OS=Oryctolagus cuniculus GN=ALDH1A1 PE=2 SV=1",11.5,17,12,5,10,4.5,10.5,3,13,4.5,"Q8MI17"
"m.9657",704,"Peroxidasin homolog OS=Mus musculus GN=Pxdn PE=2 SV=2",0.5,0,0.5,0,0,0,0,0.5,0,0.5,"Q3UQ28"
"m.9666",288,"m.9666",0.5,0.5,11.5,1.5,1.5,0.5,1,1,0,9.5,NA
"m.9699",450,"Tubulin alpha-1 chain OS=Aplysia californica PE=2 SV=1",14,21.5,31,13,12.5,17.5,14,14.5,24.5,13.5,"Q8T6A5"
"m.9728",225,"m.9728",0,0,0,0,0,0,0,0,0.5,0,NA
"m.9738",222,"Glutathione S-transferase OS=Blattella germanica PE=1 SV=3",48,62.5,59.5,44.5,83.5,61.5,47.5,39,38,51.5,"O18598"
"m.9753",748,"Vesicle-fusing ATPase 1 OS=Drosophila melanogaster GN=comt PE=2 SV=1",0.5,3,1,1,1,0.5,0,1,3,0.5,"P46461"
"m.9774",382,"Alanine--glyoxylate aminotransferase 2, mitochondrial OS=Bos taurus GN=AGXT2 PE=2 SV=1",4.5,4,1.5,2,6.5,4.5,2.5,5.5,5,3.5,"Q17QF0"
"m.9778",264,"m.9778",3.5,2.5,4,1,1,1,2.5,0,2,1,NA
"m.9779",278,"m.9779",0.5,0.5,0,0.5,1,1,0,0.5,2,0,NA
"m.9807",393,"Putative glycosyltransferase OS=Micromonospora lupini str. Lupac 08 GN=MILUP08_30041 PE=4 SV=1",5.5,24,18,8,12.5,9.5,6.5,7.5,17,5.5,"16955371"
"m.983",610,"Sodium- and chloride-dependent GABA transporter 2 OS=Homo sapiens GN=SLC6A13 PE=1 SV=3",0,1.5,2.5,0,0,0,0,0,0,0.5,"Q9NSD5"
"m.985",403,"Ethanolamine-phosphate cytidylyltransferase OS=Bos taurus GN=PCYT2 PE=2 SV=1",0,0.5,0,0,0,0,0,0,0,0,"Q5EA75"
"m.9865",419,"Deleted in malignant brain tumors 1 protein OS=Oryctolagus cuniculus GN=Dmbt1 PE=1 SV=2",0,4.5,2,0,6,4,3,0,1.5,0,"Q95218"
"m.9873",222,"Glutathione S-transferase OS=Blattella germanica PE=1 SV=3",12,4.5,8.5,10,11,12.5,10,5.5,7,6.5,"O18598"
"m.9881",429,"Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS1 PE=1 SV=2",0,2,0,0,0,0,0,0,2,0,"P21576"
"m.9891",150,"Calmodulin OS=Paxillus involutus GN=calA PE=2 SV=3",2.5,6.5,6.5,2.5,4,2.5,0,0,6,0.5,"Q8X187"
"m.9935",160,"Calcium-regulated heat stable protein 1 OS=Homo sapiens GN=CARHSP1 PE=1 SV=2",2,1.5,1.5,0,0.5,0,1.5,0,1.5,0,"Q9Y2V2"
"m.9939",196,"Vacuolar protein sorting-associated protein 29 OS=Homo sapiens GN=VPS29 PE=1 SV=1",3.5,3.5,1,1,2,1,1,1.5,4,1.5,"Q9UBQ0"
"m.9956",418,"BRO1 domain-containing protein BROX OS=Xenopus tropicalis GN=brox PE=2 SV=1",1,2.5,0.5,0,1.5,1,0.5,0,2.5,0,"A4IIL4"
"m.9957",415,"Phosphoglycerate kinase 1 OS=Pongo abelii GN=PGK1 PE=2 SV=4",10.5,21.5,43,21.5,41,28,14.5,21.5,16.5,22,"Q5NVB5"
"m.9972",351,"Cathepsin L OS=Drosophila melanogaster GN=Cp1 PE=2 SV=2",0,1,4,1,2,1,0.5,0,0.5,0,"Q95029"
"m.9978",986,"Reticulocyte-binding protein 2 homolog a OS=Plasmodium falciparum (isolate 3D7) GN=PF13_0198 PE=3 SV=1",0,0,0,0,0.5,0,0,0,0.5,0,"Q8IDX6"
"m.9986",274,"Proteasome subunit beta type-4 OS=Bos taurus GN=PSMB4 PE=1 SV=1",0.5,0.5,7,0,1,0,0,0,1,1,"Q3T108"
"P02769",607,"Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4",119.5,9.5,3.5,0,1,0,369,11,49,3.5,NA
"symbB1.EST_k37c20_10081|m.23348",708,"symbB1.EST_k37c20_10081 g.23348  ORF symbB1.EST_k37c20_10081 g.23348 symbB1.EST_k37c20_10081 m.23348 type:3prime_partial len:709 (+) symbB1.EST_k37c20_10081:1163-3286(+)",0,0,0,0,1,0,0.5,0,0,0,NA
"symbB1.EST_k37c20_10192|m.23590",575,"symbB1.EST_k37c20_10192 g.23590  ORF symbB1.EST_k37c20_10192 g.23590 symbB1.EST_k37c20_10192 m.23590 type:5prime_partial len:575 (-) symbB1.EST_k37c20_10192:60-1784(-)",2.5,11.5,13,5,10,8.5,2,3,5,3.5,NA
"symbB1.EST_k37c20_10199|m.23603",313,"symbB1.EST_k37c20_10199 g.23603  ORF symbB1.EST_k37c20_10199 g.23603 symbB1.EST_k37c20_10199 m.23603 type:3prime_partial len:314 (+) symbB1.EST_k37c20_10199:43-981(+)",0,0.5,0.5,0,0,0,0,0,0.5,0,NA
"symbB1.EST_k37c20_10269|m.23762",1262,"symbB1.EST_k37c20_10269 g.23762  ORF symbB1.EST_k37c20_10269 g.23762 symbB1.EST_k37c20_10269 m.23762 type:complete len:1262 (+) symbB1.EST_k37c20_10269:94-3879(+)",0,0.5,0,0,0,0,1.5,0,0,0,NA
"symbB1.EST_k37c20_10425|m.24129",905,"symbB1.EST_k37c20_10425 g.24129  ORF symbB1.EST_k37c20_10425 g.24129 symbB1.EST_k37c20_10425 m.24129 type:5prime_partial len:905 (+) symbB1.EST_k37c20_10425:1-2715(+)",0,1,0.5,0,0,0,0,0,1,0,NA
"symbB1.EST_k37c20_10559|m.24436",112,"symbB1.EST_k37c20_10559 g.24436  ORF symbB1.EST_k37c20_10559 g.24436 symbB1.EST_k37c20_10559 m.24436 type:3prime_partial len:113 (+) symbB1.EST_k37c20_10559:88-423(+)",0,1,1,1,1.5,2,0.5,0,0.5,0.5,NA
"symbB1.EST_k37c20_10706|m.24774",508,"symbB1.EST_k37c20_10706 g.24774  ORF symbB1.EST_k37c20_10706 g.24774 symbB1.EST_k37c20_10706 m.24774 type:complete len:508 (-) symbB1.EST_k37c20_10706:205-1728(-)",1.5,11.5,5,1,12,7.5,1,10.5,3.5,0.5,NA
