ID,PROTLEN,DEFLINE,PD30.100b,PD12.C,PD30.1m,PD30.100m,PD12.10m,PD30.C,PD30-C2,PD12.1m,PD30.100m2,PD12.100m,PD30.10m,PD30.10m2,PD30.1m2,UniprotID
Pocillopora_acuta_HIv1_PredGene_g31887.t1,2646,Pocillopora_acuta_HIv1_PredGene_g31887.t1,14.5,12,12.5,18,11,8,6,14,12.5,8,25,43.5,17,
Pocillopora_acuta_HIv1_PredGene_g31891.t1,577,Pocillopora_acuta_HIv1_PredGene_g31891.t1,0.5,0.5,1,0.5,0,0.5,0,0,0,1,0,0,0,Q860B9
Pocillopora_acuta_HIv1_PredGene_g31919.t1,1260,Pocillopora_acuta_HIv1_PredGene_g31919.t1,0,0,0,0,0,0.5,0,0,0,0,0.5,0.5,1,Q96F07
Pocillopora_acuta_HIv1_PredGene_g3192.t1,197,Pocillopora_acuta_HIv1_PredGene_g3192.t1,3.5,4,1.5,2,2.5,1,0,1.5,5,1,3,2,1,P36241
Pocillopora_acuta_HIv1_PredGene_g31929.t1,705,Pocillopora_acuta_HIv1_PredGene_g31929.t1,0.5,4.5,6.5,4,2.5,3,2,0.5,1.5,0,3,1.5,2,Q4FJT4
Pocillopora_acuta_HIv1_PredGene_g31970.t1,520,Pocillopora_acuta_HIv1_PredGene_g31970.t1,2,3.5,6.5,3,7.5,7,0.5,3.5,3.5,4,4,2.5,3,F6NGW9
Pocillopora_acuta_HIv1_PredGene_g31978.t1,374,Pocillopora_acuta_HIv1_PredGene_g31978.t1,7,12.5,12.5,12,11.5,13,10,2.5,8.5,7,15,9.5,8,Q567D1
Pocillopora_acuta_HIv1_PredGene_g31979.t1,382,Pocillopora_acuta_HIv1_PredGene_g31979.t1,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,1,G5E8F7
Pocillopora_acuta_HIv1_PredGene_g31991.t1,2222,Pocillopora_acuta_HIv1_PredGene_g31991.t1,0,1,0.5,0.5,2.5,0.5,1.5,0.5,0,0,2.5,0.5,1,Q8CHD7
Pocillopora_acuta_HIv1_PredGene_g31992.t1,826,Pocillopora_acuta_HIv1_PredGene_g31992.t1,19.5,26,21.5,23,27.5,18,20,14,27,13,25.5,24.5,23,E7F071
Pocillopora_acuta_HIv1_PredGene_g31992.t2,827,Pocillopora_acuta_HIv1_PredGene_g31992.t2,20,27,22,23,28.5,17.5,20.5,14,27,13,24.5,24.5,22,Q6NUT5
Pocillopora_acuta_HIv1_PredGene_g31994.t1,396,Pocillopora_acuta_HIv1_PredGene_g31994.t1,1,1,0,0.5,0,0.5,0,0,0,0.5,0.5,0,0,Q8IKX1
Pocillopora_acuta_HIv1_PredGene_g32024.t1,1005,Pocillopora_acuta_HIv1_PredGene_g32024.t1,2,3,0.5,2,2,1.5,1,1,1.5,1.5,1.5,3.5,7,Q5RGE8
Pocillopora_acuta_HIv1_PredGene_g32035.t1,217,Pocillopora_acuta_HIv1_PredGene_g32035.t1,0,3,1.5,1.5,1,1.5,1,0,0,3,2,2,5,Q96IQ0
Pocillopora_acuta_HIv1_PredGene_g32037.t1,1776,Pocillopora_acuta_HIv1_PredGene_g32037.t1,1.5,1,0,0.5,0.5,1,1.5,0,0,1,1,1,1,E9Q803
Pocillopora_acuta_HIv1_PredGene_g32048.t1,553,Pocillopora_acuta_HIv1_PredGene_g32048.t1,11.5,14.5,10,10.5,8.5,11.5,11.5,9.5,8.5,11,18.5,15.5,10,Q9JLB1
Pocillopora_acuta_HIv1_PredGene_g32053.t1,2717,Pocillopora_acuta_HIv1_PredGene_g32053.t1,1,1.5,1,1,1,0.5,1,0,1.5,0,2.5,0.5,0,B7ZV28
Pocillopora_acuta_HIv1_PredGene_g3208.t1,505,Pocillopora_acuta_HIv1_PredGene_g3208.t1,0,1.5,1.5,0,1,0,0,1.5,0,0,0.5,2,4,P04844
Pocillopora_acuta_HIv1_PredGene_g32084.t1,112,Pocillopora_acuta_HIv1_PredGene_g32084.t1,0,0,1.5,0.5,1.5,0,0,0,0,2,2,0,1,Q9VZS3
Pocillopora_acuta_HIv1_PredGene_g32157.t1,231,Pocillopora_acuta_HIv1_PredGene_g32157.t1,4.5,6,1.5,4,3,5.5,3,1,5,3.5,6,4.5,5,E9QH56
Pocillopora_acuta_HIv1_PredGene_g32197.t1,439,Pocillopora_acuta_HIv1_PredGene_g32197.t1,0,0,1.5,0,1,0.5,1,0,0,1,2.5,0,1,
Pocillopora_acuta_HIv1_PredGene_g32277.t1,299,Pocillopora_acuta_HIv1_PredGene_g32277.t1,0,0,0.5,0.5,0,0,0,0,0.5,0,0,0,0,B4DQ68
Pocillopora_acuta_HIv1_PredGene_g32301.t1,737,Pocillopora_acuta_HIv1_PredGene_g32301.t1,0,0,0,0,0,0,0,0,0,0,1,0,0,Q5RGI2
Pocillopora_acuta_HIv1_PredGene_g32342.t1,377,Pocillopora_acuta_HIv1_PredGene_g32342.t1,8,12.5,14.5,12.5,15,11.5,7.5,8.5,13,7.5,20,11,8,Q08BV6
Pocillopora_acuta_HIv1_PredGene_g32347.t1,371,Pocillopora_acuta_HIv1_PredGene_g32347.t1,0.5,0,0,1.5,0.5,1.5,0,1,0.5,2,2,2,2,Q561N0
Pocillopora_acuta_HIv1_PredGene_g3239.t1,450,Pocillopora_acuta_HIv1_PredGene_g3239.t1,53,48.5,46.5,56.5,43.5,51.5,48,31.5,54,39,49,50.5,55,B3KY95
Pocillopora_acuta_HIv1_PredGene_g32397.t1,416,Pocillopora_acuta_HIv1_PredGene_g32397.t1,0.5,2,1,0.5,0.5,1,1.5,1,0.5,1,2.5,1.5,1,B2R9X1
Pocillopora_acuta_HIv1_PredGene_g32402.t1,143,Pocillopora_acuta_HIv1_PredGene_g32402.t1,0,1.5,1.5,2,2,1,1.5,1,3.5,0.5,1,2.5,1,Q6PK67
Pocillopora_acuta_HIv1_PredGene_g32463.t1,594,Pocillopora_acuta_HIv1_PredGene_g32463.t1,0,0,1.5,0.5,0,0,1.5,0,0,0.5,0,0,0,O06418
Pocillopora_acuta_HIv1_PredGene_g32470.t1,908,Pocillopora_acuta_HIv1_PredGene_g32470.t1,0,0.5,0,1,0,0.5,0,0,0.5,0,0.5,0,2,Q0E919
Pocillopora_acuta_HIv1_PredGene_g32477.t1,372,Pocillopora_acuta_HIv1_PredGene_g32477.t1,1,0,0.5,0,0.5,0,0,0.5,0.5,0.5,0,0,0,
Pocillopora_acuta_HIv1_PredGene_g32498.t1,302,Pocillopora_acuta_HIv1_PredGene_g32498.t1,0,0.5,0,0.5,0,0,0,0,0,0,0.5,0,0,Q6P8M1
Pocillopora_acuta_HIv1_PredGene_g32570.t1,228,Pocillopora_acuta_HIv1_PredGene_g32570.t1,0,0,0,0.5,1,0,0,0,0,0,0,1.5,0,Q8BGM4
Pocillopora_acuta_HIv1_PredGene_g32594.t1,731,Pocillopora_acuta_HIv1_PredGene_g32594.t1,0,0.5,1,1,0.5,0.5,0.5,0.5,0,0,3,0,0,Q9BTT9
Pocillopora_acuta_HIv1_PredGene_g32609.t1,377,Pocillopora_acuta_HIv1_PredGene_g32609.t1,61.5,77,71.5,73,69,81,63.5,56.5,51.5,65,85,75.5,89,P10733
Pocillopora_acuta_HIv1_PredGene_g32610.t1,355,Pocillopora_acuta_HIv1_PredGene_g32610.t1,97.5,122,124.5,129,185,114.5,142.5,91,96.5,115,120.5,126,122,P10733
Pocillopora_acuta_HIv1_PredGene_g32611.t1,399,Pocillopora_acuta_HIv1_PredGene_g32611.t1,5.5,8.5,6,7.5,7,2.5,7,2.5,4.5,4.5,4.5,7,5,Q7ZUY4
Pocillopora_acuta_HIv1_PredGene_g32617.t1,742,Pocillopora_acuta_HIv1_PredGene_g32617.t1,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,
Pocillopora_acuta_HIv1_PredGene_g32635.t1,382,Pocillopora_acuta_HIv1_PredGene_g32635.t1,2.5,11,6.5,4,6.5,4.5,3.5,4.5,5,4.5,6,4,4,Q29R95
Pocillopora_acuta_HIv1_PredGene_g32636.t1,363,Pocillopora_acuta_HIv1_PredGene_g32636.t1,2.5,0.5,1,1,2,2.5,2.5,0.5,2,3,2,2.5,2,Q29R95
Pocillopora_acuta_HIv1_PredGene_g3264.t1,408,Pocillopora_acuta_HIv1_PredGene_g3264.t1,0,0,0,1,0,0.5,0,0,0.5,0,0,0.5,0,Q670J1
Pocillopora_acuta_HIv1_PredGene_g32649.t1,796,Pocillopora_acuta_HIv1_PredGene_g32649.t1,0,0,0,0,0.5,0,0,0.5,0.5,0,0.5,1,1,Q9VA99
Pocillopora_acuta_HIv1_PredGene_g32654.t1,340,Pocillopora_acuta_HIv1_PredGene_g32654.t1,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,Q8IZ61
Pocillopora_acuta_HIv1_PredGene_g32671.t1,639,Pocillopora_acuta_HIv1_PredGene_g32671.t1,10.5,7.5,10,12,12,11.5,7.5,3.5,11.5,12.5,13,15,17,Q7Z6Y2
Pocillopora_acuta_HIv1_PredGene_g32676.t1,342,Pocillopora_acuta_HIv1_PredGene_g32676.t1,0,0.5,0.5,0.5,0,0.5,0,0,0,0,3.5,0,2,Q8QGN9
Pocillopora_acuta_HIv1_PredGene_g32698.t1,213,Pocillopora_acuta_HIv1_PredGene_g32698.t1,2.5,2,7,2,2,2,1.5,0.5,0,1.5,1.5,0.5,1,P54652
Pocillopora_acuta_HIv1_PredGene_g32700.t1,184,Pocillopora_acuta_HIv1_PredGene_g32700.t1,1,1.5,6.5,2,0,1,1,0.5,0,1,2.5,0.5,0,Q9H3R6
Pocillopora_acuta_HIv1_PredGene_g32705.t1,389,Pocillopora_acuta_HIv1_PredGene_g32705.t1,0.5,1,1.5,2.5,2,2.5,0,0,0,0.5,3.5,3.5,0,B2R6B0
Pocillopora_acuta_HIv1_PredGene_g32727.t1,461,Pocillopora_acuta_HIv1_PredGene_g32727.t1,4.5,4,0.5,2,1.5,3,1.5,3,6,3.5,0.5,14,0,-
Pocillopora_acuta_HIv1_PredGene_g3273.t1,820,Pocillopora_acuta_HIv1_PredGene_g3273.t1,3,3.5,3.5,4.5,2.5,8.5,1,6.5,7.5,5,3,4,2,-
Pocillopora_acuta_HIv1_PredGene_g3275.t1,194,Pocillopora_acuta_HIv1_PredGene_g3275.t1,0,0,0,0,0.5,0,0.5,2,0,0,0,0.5,0,Q9XVA9
Pocillopora_acuta_HIv1_PredGene_g32795.t1,192,Pocillopora_acuta_HIv1_PredGene_g32795.t1,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,Q9D9G2
Pocillopora_acuta_HIv1_PredGene_g32798.t1,242,Pocillopora_acuta_HIv1_PredGene_g32798.t1,8.5,10,10.5,10,11,10,2.5,7,10.5,6.5,16,10,2,
Pocillopora_acuta_HIv1_PredGene_g32802.t1,330,Pocillopora_acuta_HIv1_PredGene_g32802.t1,1.5,5.5,2.5,2,3,3,1.5,1.5,1,4,5.5,1.5,2,Q66I58
Pocillopora_acuta_HIv1_PredGene_g32804.t1,1413,Pocillopora_acuta_HIv1_PredGene_g32804.t1,4.5,3,6,4,6,2.5,5,3,4,3.5,6,3,2,Q9BRM9
Pocillopora_acuta_HIv1_PredGene_g32807.t1,231,Pocillopora_acuta_HIv1_PredGene_g32807.t1,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0.5,1,
Pocillopora_acuta_HIv1_PredGene_g32818.t1,278,Pocillopora_acuta_HIv1_PredGene_g32818.t1,0,0.5,0.5,1,0,3,0.5,1,0,1,2,1,1,Q80UW9
Pocillopora_acuta_HIv1_PredGene_g3286.t1,1413,Pocillopora_acuta_HIv1_PredGene_g3286.t1,1.5,0.5,2,1.5,1.5,1,1,0,1,0.5,1,3,1,E9BMZ2
Pocillopora_acuta_HIv1_PredGene_g3287.t1,891,Pocillopora_acuta_HIv1_PredGene_g3287.t1,0,4.5,1,0,0.5,0.5,0,0,0,0,0.5,0,0,-
Pocillopora_acuta_HIv1_PredGene_g32882.t1,156,Pocillopora_acuta_HIv1_PredGene_g32882.t1,6.5,7.5,4,5.5,7,6.5,2.5,6.5,4.5,4,5,6.5,5,Q8JGR4
Pocillopora_acuta_HIv1_PredGene_g32941.t1,939,Pocillopora_acuta_HIv1_PredGene_g32941.t1,2,4,6,3,5,4.5,4,0,3.5,3.5,5,3,5,Q6TEM5
Pocillopora_acuta_HIv1_PredGene_g32953.t1,5699,Pocillopora_acuta_HIv1_PredGene_g32953.t1,0,0.5,1,0.5,2,0.5,3.5,1,0.5,1,1,1.5,0,Q3TH74
Pocillopora_acuta_HIv1_PredGene_g32954.t1,420,Pocillopora_acuta_HIv1_PredGene_g32954.t1,8,13,9.5,10,12.5,12,7.5,6,7.5,11,15.5,9,7,A0AUR6
Pocillopora_acuta_HIv1_PredGene_g32962.t1,494,Pocillopora_acuta_HIv1_PredGene_g32962.t1,0,2,0.5,1,1.5,1,0,0,0.5,0.5,2.5,0.5,0,O60551
Pocillopora_acuta_HIv1_PredGene_g32963.t1,163,Pocillopora_acuta_HIv1_PredGene_g32963.t1,2.5,4.5,3,3,3.5,3,2.5,3,3,2,3.5,3.5,3,-
Pocillopora_acuta_HIv1_PredGene_g32966.t1,969,Pocillopora_acuta_HIv1_PredGene_g32966.t1,0.5,0.5,0.5,0.5,0,0,0.5,0,0.5,0,0.5,0.5,1,Q6N002
Pocillopora_acuta_HIv1_PredGene_g3297.t1,896,Pocillopora_acuta_HIv1_PredGene_g3297.t1,0,9,1.5,0,1,0.5,0,0,0,0,0.5,0,0,-
Pocillopora_acuta_HIv1_PredGene_g32980.t1,391,Pocillopora_acuta_HIv1_PredGene_g32980.t1,0,0.5,6.5,0.5,1,0,0.5,0.5,1.5,1,1,1,1,Q00266
Pocillopora_acuta_HIv1_PredGene_g32990.t1,816,Pocillopora_acuta_HIv1_PredGene_g32990.t1,1,2,8.5,1.5,1.5,1.5,1,0,0,0,0.5,0.5,2,Q9NSE0
Pocillopora_acuta_HIv1_PredGene_g33010.t1,1009,Pocillopora_acuta_HIv1_PredGene_g33010.t1,1.5,0,0.5,1,0,0,0,0,1.5,0,0.5,1,1,Q3UPZ0
Pocillopora_acuta_HIv1_PredGene_g33019.t1,1321,Pocillopora_acuta_HIv1_PredGene_g33019.t1,2.5,2.5,2,4,5,4,4,3.5,3.5,4,1.5,3,2,F1QQZ1
Pocillopora_acuta_HIv1_PredGene_g33022.t1,172,Pocillopora_acuta_HIv1_PredGene_g33022.t1,8.5,6.5,5.5,5.5,7,5,3.5,4,8,4,3,4,1,B3DKC6
Pocillopora_acuta_HIv1_PredGene_g33023.t1,173,Pocillopora_acuta_HIv1_PredGene_g33023.t1,10.5,13.5,14,13,9.5,15,6.5,11,11.5,7.5,11,9.5,7,Q6NVA6
Pocillopora_acuta_HIv1_PredGene_g33056.t1,147,Pocillopora_acuta_HIv1_PredGene_g33056.t1,3.5,7.5,4.5,4.5,16.5,7,5,5.5,5.5,4.5,8.5,11.5,4,C1C594
Pocillopora_acuta_HIv1_PredGene_g33057.t1,152,Pocillopora_acuta_HIv1_PredGene_g33057.t1,13,13.5,12.5,13,10,12.5,9,11.5,11.5,11.5,11,13,14,C1C594
Pocillopora_acuta_HIv1_PredGene_g3307.t1,85,Pocillopora_acuta_HIv1_PredGene_g3307.t1,2.5,3.5,3.5,2,2,3,0.5,2.5,3,3.5,4,2,3,Q6PBT1
Pocillopora_acuta_HIv1_PredGene_g33073.t1,836,Pocillopora_acuta_HIv1_PredGene_g33073.t1,13.5,16,17.5,9.5,13.5,15,11.5,12,10.5,6,20,13.5,14,F1Q5T7
Pocillopora_acuta_HIv1_PredGene_g33092.t1,865,Pocillopora_acuta_HIv1_PredGene_g33092.t1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,H2FLB8
Pocillopora_acuta_HIv1_PredGene_g33098.t1,371,Pocillopora_acuta_HIv1_PredGene_g33098.t1,0.5,2.5,3.5,1,2,0,2,2,0.5,2.5,1,0,2,Q803I7
Pocillopora_acuta_HIv1_PredGene_g33122.t1,191,Pocillopora_acuta_HIv1_PredGene_g33122.t1,2,3.5,3,3,4,3,3,4.5,1,3.5,3,2,5,Q9CXW3
Pocillopora_acuta_HIv1_PredGene_g33123.t1,937,Pocillopora_acuta_HIv1_PredGene_g33123.t1,1,1,0,0.5,0,0,1,0,0,0.5,0,1.5,0,
Pocillopora_acuta_HIv1_PredGene_g33154.t1,267,Pocillopora_acuta_HIv1_PredGene_g33154.t1,0,0,0,0,0,0,0,0,0,0,0,1,0,F1R861
Pocillopora_acuta_HIv1_PredGene_g33156.t1,198,Pocillopora_acuta_HIv1_PredGene_g33156.t1,2,0,1,0,1,0,1,1,0.5,0,0,2,0,O15109
Pocillopora_acuta_HIv1_PredGene_g33168.t1,426,Pocillopora_acuta_HIv1_PredGene_g33168.t1,1.5,1,0,2,1,1.5,1,0,0.5,2.5,0.5,1.5,3,A2RS22
Pocillopora_acuta_HIv1_PredGene_g3318.t1,228,Pocillopora_acuta_HIv1_PredGene_g3318.t1,0.5,0.5,0.5,0,0,0,0.5,1,0.5,0,0.5,0.5,0,Q6FI40
Pocillopora_acuta_HIv1_PredGene_g33189.t1,1007,Pocillopora_acuta_HIv1_PredGene_g33189.t1,0,0,0,1.5,0,0,0,0,0.5,0,0.5,0,3,B8JIB4
Pocillopora_acuta_HIv1_PredGene_g33206.t1,225,Pocillopora_acuta_HIv1_PredGene_g33206.t1,1.5,2,0,2.5,0,0,0,0,0.5,0.5,0,2.5,3,X1WCM7
Pocillopora_acuta_HIv1_PredGene_g33220.t1,518,Pocillopora_acuta_HIv1_PredGene_g33220.t1,0,0.5,0,0,0,0,0,0,0,0,1,0,2,Q8R0T8
Pocillopora_acuta_HIv1_PredGene_g33221.t1,80,Pocillopora_acuta_HIv1_PredGene_g33221.t1,2,2.5,3.5,1,4,3,3.5,3,3.5,0.5,2.5,3,1,J3QK33
Pocillopora_acuta_HIv1_PredGene_g3324.t1,126,Pocillopora_acuta_HIv1_PredGene_g3324.t1,0,0,0.5,0,1.5,0,0.5,0.5,0,0,0,1,0,Q8I4A6
Pocillopora_acuta_HIv1_PredGene_g33246.t1,337,Pocillopora_acuta_HIv1_PredGene_g33246.t1,10,16.5,11,9,11.5,15.5,12.5,5.5,11.5,8,13,10.5,10,Q567K2
Pocillopora_acuta_HIv1_PredGene_g33261.t1,526,Pocillopora_acuta_HIv1_PredGene_g33261.t1,12,33.5,32,23,26,20.5,22.5,7,15,9.5,35,21.5,21,A8WGB0
Pocillopora_acuta_HIv1_PredGene_g33263.t1,117,Pocillopora_acuta_HIv1_PredGene_g33263.t1,0,3,0.5,2,2,3,0,0.5,3,0,2,2.5,0,Q6PBI5
Pocillopora_acuta_HIv1_PredGene_g33302.t1,78,Pocillopora_acuta_HIv1_PredGene_g33302.t1,1.5,2.5,1.5,2.5,1.5,0,0.5,3.5,4,0,6,3,2,B8A6G9
Pocillopora_acuta_HIv1_PredGene_g3332.t1,1369,Pocillopora_acuta_HIv1_PredGene_g3332.t1,0,0,0,0,0,0,0,0,0,0,1,0,0,
Pocillopora_acuta_HIv1_PredGene_g33342.t1,1582,Pocillopora_acuta_HIv1_PredGene_g33342.t1,0,0.5,0,0,0,0,0,0,0,0,0,0,1,Q96EP4
Pocillopora_acuta_HIv1_PredGene_g33343.t1,372,Pocillopora_acuta_HIv1_PredGene_g33343.t1,9,13,8,8,7,6,7,4,7,7,8,9.5,10,Q9D6R2
Pocillopora_acuta_HIv1_PredGene_g33398.t1,204,Pocillopora_acuta_HIv1_PredGene_g33398.t1,1,1.5,1.5,1.5,1.5,2.5,1.5,2.5,0.5,2,1,0.5,1,Q8R0Q8
Pocillopora_acuta_HIv1_PredGene_g3340.t1,327,Pocillopora_acuta_HIv1_PredGene_g3340.t1,1,0.5,0,1,0,0.5,1,0,0,1.5,0,0.5,1,Q6IQD5
Pocillopora_acuta_HIv1_PredGene_g33417.t1,3943,Pocillopora_acuta_HIv1_PredGene_g33417.t1,0,0,0,0,0,0,0,0,0.5,1,1,0,0,O88572
Pocillopora_acuta_HIv1_PredGene_g33442.t1,1052,Pocillopora_acuta_HIv1_PredGene_g33442.t1,9,16.5,18,18.5,16.5,15,15.5,9.5,14.5,15,17.5,16.5,22,F1Q740
Pocillopora_acuta_HIv1_PredGene_g33465.t1,186,Pocillopora_acuta_HIv1_PredGene_g33465.t1,0.5,0,1.5,0,0.5,1,2,0.5,1.5,1,0,0.5,0,X1WH84
Pocillopora_acuta_HIv1_PredGene_g33466.t1,200,Pocillopora_acuta_HIv1_PredGene_g33466.t1,0,0,0.5,0,0,1,0,0.5,0,0,0,0,0,Q80XB7
Pocillopora_acuta_HIv1_PredGene_g33493.t1,3402,Pocillopora_acuta_HIv1_PredGene_g33493.t1,0,0,0,0.5,0.5,0.5,0,0,0,0.5,0,0,0,E7FEK9
Pocillopora_acuta_HIv1_PredGene_g33501.t1,374,Pocillopora_acuta_HIv1_PredGene_g33501.t1,0.5,2.5,1,0.5,1.5,1.5,0,1,1,0.5,2,2,0,B3KSX9
Pocillopora_acuta_HIv1_PredGene_g33555.t1,1333,Pocillopora_acuta_HIv1_PredGene_g33555.t1,0,0,0.5,0,1,0.5,0,0,0,0,0,0,0,Q9ULG5
Pocillopora_acuta_HIv1_PredGene_g33557.t1,551,Pocillopora_acuta_HIv1_PredGene_g33557.t1,7.5,5,6.5,5,8.5,9.5,5.5,10.5,11,5,3,4,10,Q8NHP8
Pocillopora_acuta_HIv1_PredGene_g33586.t1,451,Pocillopora_acuta_HIv1_PredGene_g33586.t1,0,1,0,0.5,0.5,0,0,0,1,0.5,0,1.5,2,Q6P0L8
Pocillopora_acuta_HIv1_PredGene_g33589.t1,134,Pocillopora_acuta_HIv1_PredGene_g33589.t1,9,11.5,29,11.5,13.5,9.5,12.5,4,5,2,7,11,12,A8MV91
Pocillopora_acuta_HIv1_PredGene_g33595.t1,307,Pocillopora_acuta_HIv1_PredGene_g33595.t1,0,0.5,0.5,0.5,0.5,0,0,1,1.5,0,0,0.5,0,Q08CI5
Pocillopora_acuta_HIv1_PredGene_g33624.t1,738,Pocillopora_acuta_HIv1_PredGene_g33624.t1,0.5,1,0.5,2,0,0.5,0,0,1,0,0,1,0,Q8CAY7
Pocillopora_acuta_HIv1_PredGene_g3364.t1,452,Pocillopora_acuta_HIv1_PredGene_g3364.t1,0,0.5,0,0,0.5,0,0,0,0,0,0.5,1,0,Q6P3G4
Pocillopora_acuta_HIv1_PredGene_g3365.t1,212,Pocillopora_acuta_HIv1_PredGene_g3365.t1,2,5.5,5,7,3.5,4.5,4,4,3.5,4,5.5,3.5,11,Q68EK7
Pocillopora_acuta_HIv1_PredGene_g3380.t1,847,Pocillopora_acuta_HIv1_PredGene_g3380.t1,8.5,11.5,9,11,16.5,9.5,10.5,6.5,11,9.5,17,4.5,13,A4UZZ4
Pocillopora_acuta_HIv1_PredGene_g3425.t1,3111,Pocillopora_acuta_HIv1_PredGene_g3425.t1,5.5,4.5,13,6.5,11.5,14,8.5,12.5,1.5,7,11.5,5,3,X2JBD0
Pocillopora_acuta_HIv1_PredGene_g3426.t1,313,Pocillopora_acuta_HIv1_PredGene_g3426.t1,2,1.5,1,0.5,4,0.5,4.5,2.5,0,2,0.5,17.5,1,Q6T868
Pocillopora_acuta_HIv1_PredGene_g3431.t1,138,Pocillopora_acuta_HIv1_PredGene_g3431.t1,5,5,3.5,4.5,6,3,3,3,2,2.5,3.5,3.5,3,G5EFB5
Pocillopora_acuta_HIv1_PredGene_g3434.t1,196,Pocillopora_acuta_HIv1_PredGene_g3434.t1,31.5,74,95.5,108,90.5,104,114,33,53,66.5,80.5,72,74,Q9VZI1
Pocillopora_acuta_HIv1_PredGene_g3436.t1,197,Pocillopora_acuta_HIv1_PredGene_g3436.t1,17.5,18.5,12.5,17,15.5,11.5,13.5,7.5,18,10,19.5,11.5,11,Q9VZI1
Pocillopora_acuta_HIv1_PredGene_g3441.t1,356,Pocillopora_acuta_HIv1_PredGene_g3441.t1,0,0.5,0,0.5,0,1,0.5,0.5,0.5,2,2,1.5,4,O96299
Pocillopora_acuta_HIv1_PredGene_g3447.t1,537,Pocillopora_acuta_HIv1_PredGene_g3447.t1,1.5,2,2,3,4.5,2.5,2.5,1,4.5,1,5.5,2.5,2,Q6NUU2
Pocillopora_acuta_HIv1_PredGene_g345.t1,2873,Pocillopora_acuta_HIv1_PredGene_g345.t1,1,0,1,0.5,0.5,0,1,0,1,0,0,0.5,1,
Pocillopora_acuta_HIv1_PredGene_g3452.t1,391,Pocillopora_acuta_HIv1_PredGene_g3452.t1,0,0,0,0,1,0.5,0,0,0,0,1,0,0,Q8BHW2
Pocillopora_acuta_HIv1_PredGene_g3475.t1,539,Pocillopora_acuta_HIv1_PredGene_g3475.t1,7.5,9,7,8.5,11.5,7.5,2,2,11,6,4.5,6,11,Q6DFZ7
Pocillopora_acuta_HIv1_PredGene_g3476.t1,297,Pocillopora_acuta_HIv1_PredGene_g3476.t1,25,28,31,23.5,30,20,17.5,14,30,8.5,30.5,21,12,
Pocillopora_acuta_HIv1_PredGene_g3508.t1,305,Pocillopora_acuta_HIv1_PredGene_g3508.t1,1,0.5,0,2,0.5,0.5,1.5,0.5,0,1,0.5,1,3,Q6P5M2
Pocillopora_acuta_HIv1_PredGene_g354.t1,809,Pocillopora_acuta_HIv1_PredGene_g354.t1,0.5,6.5,2.5,3,2,4.5,2,0.5,1,3,4.5,3,5,Q86SA7
Pocillopora_acuta_HIv1_PredGene_g3556.t1,691,Pocillopora_acuta_HIv1_PredGene_g3556.t1,0,2,0,0,0,0.5,0.5,0,0,0,1.5,0,2,A8K5L8
Pocillopora_acuta_HIv1_PredGene_g3558.t1,433,Pocillopora_acuta_HIv1_PredGene_g3558.t1,0,0.5,0.5,0.5,0,0.5,0.5,0,0,1,0.5,1.5,2,Q6AZB5
Pocillopora_acuta_HIv1_PredGene_g3572.t1,1429,Pocillopora_acuta_HIv1_PredGene_g3572.t1,7.5,3,4,6,3,3,4,2.5,3,3,6,8.5,4,Q8CI48
Pocillopora_acuta_HIv1_PredGene_g359.t1,157,Pocillopora_acuta_HIv1_PredGene_g359.t1,0,0,1,1,0,0.5,0.5,0,0,0,0.5,1,2,-
Pocillopora_acuta_HIv1_PredGene_g3591.t1,1383,Pocillopora_acuta_HIv1_PredGene_g3591.t1,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,Q8K0Q4
Pocillopora_acuta_HIv1_PredGene_g3602.t1,310,Pocillopora_acuta_HIv1_PredGene_g3602.t1,0,0,0,0,0.5,0,0,0,0,0,1,0,0,P40373
Pocillopora_acuta_HIv1_PredGene_g3606.t1,292,Pocillopora_acuta_HIv1_PredGene_g3606.t1,10.5,22,8.5,11,12.5,14,11,10,14,11.5,19.5,15,9,Q6PC70
Pocillopora_acuta_HIv1_PredGene_g3608.t1,292,Pocillopora_acuta_HIv1_PredGene_g3608.t1,4,9.5,2,3.5,4,4.5,4,3.5,3.5,3,15,3,4,E7F0C2
Pocillopora_acuta_HIv1_PredGene_g3622.t1,535,Pocillopora_acuta_HIv1_PredGene_g3622.t1,2.5,5,4,1.5,3.5,1.5,2,1,1.5,1.5,1,0.5,2,Q6P4V5
Pocillopora_acuta_HIv1_PredGene_g3634.t1,561,Pocillopora_acuta_HIv1_PredGene_g3634.t1,1.5,0.5,1,1,0.5,0.5,1.5,1.5,2,0.5,0.5,2,2,Q9H074
Pocillopora_acuta_HIv1_PredGene_g3645.t1,596,Pocillopora_acuta_HIv1_PredGene_g3645.t1,1,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,E9BEH5
